Review text,teks_bersih
Ajib dah,Ajib
sangat puas belanja di shopee,sangat puas belanja shopee
top deh 👍,
bagus dan praktis dalam bertransaksi,bagus praktis dalam bertransaksi
mudah di gunakan tidak ribet dan canggih,mudah gunakan tidak ribet canggih
masih bngung cara matikan aplikasi lama untuk aktifasi kembali k akun baru mau upgrade k shopee plus JD terganggu,masih bngung cara matikan aplikasi lama untuk aktifasi kembali akun baru upgrade shopee plus terganggu
"aplikasi tolol, gw udah 4 kali menang flash sale dan tertulis berhasil dalam pembayaran tapi malah tiba-tiba ada pengembalian dana sepihak mana delay 30 menit lagi ngasih taunya, lu kalo ga niat ngasih flash sale gausahlah sekalian, gimmick kok ke orang bego",aplikasi tolol udah kali menang flash sale tertulis berhasil dalam pembayaran tapi malah tibatiba pengembalian dana sepihak mana delay menit lagi ngasih taunya kalo niat ngasih flash sale gausahlah sekalian gimmick orang bego
aplikasi nya luar biasa,aplikasi luar biasa
penipuan,penipuan
oke top,
semoga lancar,semoga lancar
shopee the best,shopee best
terlalu ribet buat login ulang.. harus ada masa jedanya 1x24jam setelah lebih dari itu masih disuruh nunggu lagi katanya dibuatkan laporan mau sampai kapan nunggu terus,terlalu ribet buat login ulang harus masa jedanya 1x24jam setelah lebih dari masih disuruh nunggu lagi katanya dibuatkan laporan sampai kapan nunggu terus
sangat brguna,sangat brguna
"dengan adanya paylater apalagi cicilan 0% untuk tempo 1 bulan ini bener"" sangat membantu usaha kami.. kami bisa beli barang dengan memanfaatkan ini kami berharap program ini terus berlanjut agar bisa membantu meningkatkan UMKM di Indonesia..",dengan adanya paylater apalagi cicilan untuk tempo bulan bener sangat membantu usaha kami kami bisa beli barang dengan memanfaatkan kami berharap program terus berlanjut agar bisa membantu meningkatkan UMKM Indonesia
sangettt baggus,sangettt baggus
baik lah,baik
kami mohon pesanan wajib pas dgn yg di pesan... ini hanya hibauwan Terima kasih... biar sip kawan.....,kami mohon pesanan wajib pesan hanya hibauwan Terima kasih biar kawan
kenapa gagal saya melakukan transaksi qris,kenapa gagal saya melakukan transaksi qris
muantappp,muantappp
mudah sekali pake ini,mudah sekali pake
ga pernah di ACC untuk melakukan pinjaman,pernah untuk melakukan pinjaman
bagus banget sih cuman kenapa ngumpulin koin harus ada saldo nya dulu baru bisa terkumpul,bagus banget cuman kenapa ngumpulin koin harus saldo dulu baru bisa terkumpul
praktis dlm pemakaian & banyak gratisan tanpa biaya admin dlm transaksi transfer antar bank,praktis pemakaian banyak gratisan tanpa biaya admin transaksi transfer antar bank
apk mantap mempermudah pembayaran segala macam Cok banyak bonus lagi,mantap mempermudah pembayaran segala macam banyak bonus lagi
mudah digunakan dan simpel,mudah digunakan simpel
good ..mantap,good mantap
mantap pokok nya👍,mantap pokok
ok ok ok mantap,mantap
Aplikasinya bagus dan mudah di gunakan..,Aplikasinya bagus mudah gunakan
yoi,
"aneh knapa saldoku 400rb sekian,, buat tf 152000 knapa sisa saldo jd 100rb sekian gmna nh..",aneh knapa saldoku 400rb sekian buat 152000 knapa sisa saldo 100rb sekian gmna
aplikasi ini dengan cepat mencari barang apa yg kita mau belanja kan.,aplikasi dengan cepat mencari barang kita belanja
sangat bermanfaat buat saya,sangat bermanfaat buat saya
aman dan mudah diakses.,aman mudah diakses
"mantap 👍👍👍""!",mantap
nyaman bget dgqn adanya shopeepay,nyaman bget dgqn adanya shopeepay
tolong di tingkatkan lagi dalam pelayanan secepat kilat,tolong tingkatkan lagi dalam pelayanan secepat kilat
Sangat membantu untuk berbagai kebutuhan belanja. Terimakasih,Sangat membantu untuk berbagai kebutuhan belanja Terimakasih
"Gak mudeng ama jasa yg di kasih, telat ga sampe 1 menit harganya berubah. Bikin Emosi",mudeng jasa kasih telat sampe menit harganya berubah Bikin Emosi
sayah si pemula.bagus sangat membantu,sayah pemulabagus sangat membantu
"keren shopeePay,",keren shopeePay
murah & cepat,murah cepat
oksihh,oksihh
makin mudah bertransaksi apapun dan dimanapun,makin mudah bertransaksi apapun dimanapun
baru pertama kali bergabung di aplikasi ini,baru pertama kali bergabung aplikasi
mantapp jiwa,mantapp jiwa
mantabs👍,mantabs
akurat,akurat
Aplikasi yang tidak bertanggungjawab,Aplikasi yang tidak bertanggungjawab
apk bagus mantap praktis,bagus mantap praktis
cepat dalam penyelesaian return barang/uang,cepat dalam penyelesaian return baranguang
semoga bagus,semoga bagus
oke terbaik,terbaik
"Memang mempermudah dalam bertransaksi, asalkan gablek duit ,😇👍🙏",Memang mempermudah dalam bertransaksi asalkan gablek duit
mantaaaaaap,mantaaaaaap
"top up/kirim dana ke e-wallet diberi keterangan ""gratis"" tapi kena potongan",upkirim dana ewallet diberi keterangan gratis tapi kena potongan
sangat membantu bisnis usaha,sangat membantu bisnis usaha
sejauh ini baik,sejauh baik
mantul mantap cepat,mantul mantap cepat
sangat berguna😍,sangat berguna
"Sangat mudah utk mencari segala kebutuhan, tdk ribet utk return Krn byk pilihan utk return, intix kejujuran, komunikatif, dan transparan utk pembuktian dari return tsb, tq shopee ud sangat membantu mencari kebutuhan utk saya, Baraqallah",Sangat mudah mencari segala kebutuhan ribet return pilihan return intix kejujuran komunikatif transparan pembuktian dari return shopee sangat membantu mencari kebutuhan saya Baraqallah
goookkiilllll..... tingkat kan trus🤭🤭,goookkiilllll tingkat trus
alhamdulillah bagus dan sangat membantu banget,alhamdulillah bagus sangat membantu banget
pengiriman sangat cepat dan mudah untuk transaksi,pengiriman sangat cepat mudah untuk transaksi
"saya mau klaim kode diamond gratis tapi kodenya tidak muncul 😠, mohon diperbaiki sebelum tanggal 30 November🙏",saya klaim kode diamond gratis tapi kodenya tidak muncul mohon diperbaiki sebelum tanggal November
kuota harian 1000 dr shope pay nya kemapa ya koq ga bs d pake.pdhl kuota hafian dr jam 10 mpe jam 22.00.samjugboh...wkwkwkkw,kuota harian 1000 shope kemapa pakepdhl kuota hafian 2200samjugbohwkwkwkkw
bagus jossjiz,bagus jossjiz
mempermudah bertransaksi,mempermudah bertransaksi
membantu mempermudah pembayaran,membantu mempermudah pembayaran
akun biadab mutusin rejeki orang,akun biadab mutusin rejeki orang
mantab dan emang siippp dehhh...,mantab emang siippp dehhh
mantulll,mantulll
"uang saya terpotong, padahal pembayaran belum berhasil, dan tidak mau mengembalikan. Kalau kalian scroll sampai nemu review asli non buzzer, banyak juga keluhan yang sama.",uang saya terpotong padahal pembayaran belum berhasil tidak mengembalikan Kalau kalian scroll sampai nemu review asli buzzer banyak juga keluhan yang sama
Saya setuju Dengan cara ini,Saya setuju Dengan cara
top up dari atm bri sudah 24 jam tidak masuk2 nunggu sampai kapan ?,dari sudah tidak masuk2 nunggu sampai kapan
Semoga tetap bisa diandalkan,Semoga tetap bisa diandalkan
asikkk,asikkk
bagus aku suka,bagus suka
"gratis admin uy mantap la. aplikasi terbaik asli, tiap beli pakai qris atau ngga dpt cashback terus mantappp👍👍👍👍",gratis admin mantap aplikasi terbaik asli tiap beli pakai qris atau ngga cashback terus mantappp
"bagus,, praktis,,, tpi knpa wktu mau beli token listrik agak lemot,, loadingnya lama,, semoga kedepannya bisa dibenahilah,,",bagus praktis knpa wktu beli token listrik agak lemot loadingnya lama semoga kedepannya bisa dibenahilah
"cepat cara menangani stp keinginan pelanggan, semoga selalu di hati para pelanggan dan sucsess selalu",cepat cara menangani keinginan pelanggan semoga selalu hati para pelanggan sucsess selalu
bagus bnyak poin,bagus bnyak poin
terima kasih shopee pay,terima kasih shopee
pokoknya Joss shopeepay semoga makin betah,pokoknya Joss shopeepay semoga makin betah
bagus memudahkan dlm hal pembayaran,bagus memudahkan pembayaran
selalu ditolak padahal saya selalu belanja lewat shopee dan dengan alasan yg tidak jelas penolakan Mulu tp di tawarin...ga recommended,selalu ditolak padahal saya selalu belanja lewat shopee dengan alasan tidak jelas penolakan Mulu tawaringa recommended
kasih ful smoga dngan shopeepay - mmbantu ada kemudahan Amin ya allah,kasih smoga dngan shopeepay mmbantu kemudahan Amin allah
thank you .. nice payment,thank nice payment
pencairan dana selalu gagal gak rekomen,pencairan dana selalu gagal rekomen
cukup baik dan cepat respon apk,cukup baik cepat respon
dipermudah cepat aman tepat,dipermudah cepat aman tepat
sukses sallu,sukses sallu
mantapu,mantapu
sangat memuaskan...,sangat memuaskan
terima kasih sahabat ku semua shopeepay,terima kasih sahabat semua shopeepay
nice sangat membantu,nice sangat membantu
aplikasi ini sangat membantu dalam melakukan transaksi online ❤️,aplikasi sangat membantu dalam melakukan transaksi online
pengalaman yg baru dari shopee,pengalaman baru dari shopee
belanja di sini lebih murah dari e-commerce lainnya no debat!! thankyou shoppe,belanja sini lebih murah dari ecommerce lainnya debat thankyou shoppe
luar biasa...👍,luar biasa
Bismillah 🤲🏻🤗🙏,Bismillah
pelayanan yg cukup baik,pelayanan cukup baik
Sangat manfaat dan ok banget..,Sangat manfaat banget
(Opsional) Bagikan pendapat anda.,Opsional Bagikan pendapat anda
bintang 🌟🌟🌟🌟🌟,bintang
"hp saya kena hack orang jauh, dan orang itu menggunakan shopeepay saya untuk berbelanja lewat google play membeli coin tiktok, dan itu berhasil membuat saya rugi saya harus membayar ituu, padahal bukan saya yang membeli nyaa , karena orang tersebut berhasil belanja tanpa pin saya , setelah itu hp saya di risett orang tersebut, bagaimana mana ituu bisa terjadi, notice ini pihak shopeepay.. pengembalian dana pun sudah tidak bisa karena orang tersebut berhasil belanja menggunakan shopeepay saya..",saya kena hack orang jauh orang menggunakan shopeepay saya untuk berbelanja lewat google play membeli coin tiktok berhasil membuat saya rugi saya harus membayar ituu padahal bukan saya yang membeli nyaa karena orang tersebut berhasil belanja tanpa saya setelah saya risett orang tersebut bagaimana mana ituu bisa terjadi notice pihak shopeepay pengembalian dana sudah tidak bisa karena orang tersebut berhasil belanja menggunakan shopeepay saya
"jelek, harus nunggu beberapa hari jika login di hp yang baru",jelek harus nunggu beberapa hari jika login yang baru
praktis & sangat membantu apalagi pada saat kembar menggiurkan,praktis sangat membantu apalagi pada saat kembar menggiurkan
mencari keperluan saya GK ribut cukup klik shopee lsg terpenuhi,mencari keperluan saya ribut cukup klik shopee terpenuhi
keren ..... cepet banget responnya,keren cepet banget responnya
sangat bermanfaat sekali untuk berniaga,sangat bermanfaat sekali untuk berniaga
"Puas bertransaksi di layanan Shopeepay, hemat, cepat dan tepat serta akurat.",Puas bertransaksi layanan Shopeepay hemat cepat tepat serta akurat
bagus berguna buat ke uangan atau belanja,bagus berguna buat uangan atau belanja
tidak bisa klaim koin di toko,tidak bisa klaim koin toko
kereeen bgt,kereeen
pakai shopeepay sangat dimudahkan,pakai shopeepay sangat dimudahkan
"sangat membantu masalah keuangan, terimakasih shopeepay",sangat membantu masalah keuangan terimakasih shopeepay
Bagus Aplikasi.nya sangat membantu untuk saya cari belanja keperluan dirumah.. banyak promonya mantap,Bagus Aplikasinya sangat membantu untuk saya cari belanja keperluan dirumah banyak promonya mantap
gagal Mulu daftar spaylater nya huuu payah,gagal Mulu daftar spaylater huuu payah
akun shopeepay gua kenapa di blokir?,akun shopeepay kenapa blokir
apiknya sangat membantu untuk transaksi,apiknya sangat membantu untuk transaksi
mudah digunakan transaksi nyaman,mudah digunakan transaksi nyaman
aplikasi yang bagus,aplikasi yang bagus
vocer kagak jelas,vocer kagak jelas
bagus ok,bagus
selalu dihati,selalu dihati
praktis euy,praktis
tidak ada potongan dan memudahkan transfer sangat cepat,tidak potongan memudahkan transfer sangat cepat
mantap utang terus,mantap utang terus
ga jelas ni aplkasi,jelas aplkasi
baik 👌,baik
"jangan sampai pinjam di spinjam shopi berbahaya semua kontak dihp akan dihubungin semua kalo kita terlambat bayar, ndak yang kontak darurat yang tercantum aja yang di hubungi coletor tapi semua kontak hp rendem dihubungi, aplikasi spinjam bisa membantu kita saat kita terdesak dan akan jadi bom merang kita saat tidak bisa membayarnya jangan sampai pinjam di spinjam shopi. colektor penangih bicara tidak sopan dan selalu mendesak kita terus saat kita tidak bisa bayar.. udah melanggar peraturan ojk",jangan sampai pinjam spinjam shopi berbahaya semua kontak dihp akan dihubungin semua kalo kita terlambat bayar ndak yang kontak darurat yang tercantum yang hubungi coletor tapi semua kontak rendem dihubungi aplikasi spinjam bisa membantu kita saat kita terdesak akan jadi merang kita saat tidak bisa membayarnya jangan sampai pinjam spinjam shopi colektor penangih bicara tidak sopan selalu mendesak kita terus saat kita tidak bisa bayar udah melanggar peraturan
kaga guna ada apk tambahan ini juga tetep gabisa pke paylater nya,kaga guna tambahan juga tetep gabisa paylater
"rekomend buat cari barang² online, sangat terpercaya",rekomend buat cari barang² online sangat terpercaya
"asli mudah dan simpel penggunanya ..shopepay cocok banget buat kita semua kalangan baik yg baru daftar dan mengakses pun mudah download aplikasi daftar dan menggunakan reff yg di atas judul kita bisa mendapatkan voucher, berbelanja dan pembayaran lebih simpel dengan menggunakan shopepay ini kaga harus memiliki uang cash kita tinggal mengunakan aplikasi ini bisa kita gunakan dimana saja dan kapan saja kita berada.terikasih shopepay cocok digunakan untuk semua kalangan masyarakat Indonesia ok",asli mudah simpel penggunanya shopepay cocok banget buat kita semua kalangan baik baru daftar mengakses mudah download aplikasi daftar menggunakan reff atas judul kita bisa mendapatkan voucher berbelanja pembayaran lebih simpel dengan menggunakan shopepay kaga harus memiliki uang cash kita tinggal mengunakan aplikasi bisa kita gunakan dimana saja kapan saja kita beradaterikasih shopepay cocok digunakan untuk semua kalangan masyarakat Indonesia
Mantap sekali,Mantap sekali
Alhamdulillah lancar walaupun kadang verifikasi wajah sering gagal dan pengambilan uang di Alfamart kalo pagi suka gak ada saldo .tetapi keseluruhan bagus sih,Alhamdulillah lancar walaupun kadang verifikasi wajah sering gagal pengambilan uang Alfamart kalo pagi suka saldo tetapi keseluruhan bagus
"sangat baik dan tentu nya berguna buat yg mo blanja,,",sangat baik tentu berguna buat blanja
"Sangat membantu, Terimakasih",Sangat membantu Terimakasih
gak bisa buat TF si gimana ya nyusahin aja buat bayar juga susah ke shope,bisa buat gimana nyusahin buat bayar juga susah shope
"min kenapa lah tiap x isi Shopee pay dr maybank ke va seabank gak langsung masuk.harus lapor cs dlu baru masuk.udah 2x isi Shopeepay 2x jga sy harus lapor cs karna gak masuk2 duit nya ke Shopee pay sy😭😭😭😭padahal kemarin2 gak begini dah,knp jd gini sekarang??",kenapa tiap Shopee maybank seabank langsung masukharus lapor baru masukudah Shopeepay harus lapor karna masuk2 duit Shopee sypadahal kemarin2 begini dahknp gini sekarang
sangat praktis dan serba bisa,sangat praktis serba bisa
nomor saya diteror karena dijadikan kontak darurat. saya tidak kenal peminjam di spay tsb. kalian se enaknya mengganggu nomor orang dengan spam WA...,nomor saya diteror karena dijadikan kontak darurat saya tidak kenal peminjam spay kalian enaknya mengganggu nomor orang dengan spam
customer service sulit di hubungi,customer service sulit hubungi
perfeck,perfeck
aplikasinya bagus. cuma sayang untuk top up nya terbatas hanya 40 jt aja. semoga nanti d tambah limitnya,aplikasinya bagus cuma sayang untuk terbatas hanya semoga nanti tambah limitnya
responsip luar biasa,responsip luar biasa
mantap banget aku jadi terbantu dengan ini,mantap banget jadi terbantu dengan
tidak dapat kode Redeem epep,tidak dapat kode Redeem epep
msih coba,msih coba
sangat membantu 👌,sangat membantu
"asli mantap lah gan,program dan internalnya lebih memadai diginakan,bebas iklan,bug,ataupun lemot,sip bila dijalankan dan mengakses semua menunya,namun disayangkan pernah juga dipakai terkadang agak sulit membukanya pas saat koneksi lagi buruk/kurang bagus,tetkadang perputarannya lambat yah dan cuma berputar putar saja.mungkin cuma hal biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksibsukses,masukan tuk baiknya tuk perkembangannya di benahi semua nya !!!!",asli mantap ganprogram internalnya lebih memadai diginakanbebas iklanbugataupun lemotsip bila dijalankan mengakses semua menunyanamun disayangkan pernah juga dipakai terkadang agak sulit membukanya saat koneksi lagi burukkurang bagustetkadang perputarannya lambat cuma berputar putar sajamungkin cuma biasa terjadi apps yang lainlainnya sesuai pengalaman transaksibsuksesmasukan baiknya perkembangannya benahi semua
pertama kali tapi tak langsung kasih bintang 5,pertama kali tapi langsung kasih bintang
bagus tpi lom nuoba,bagus nuoba
sik asik,asik
aku dari awal pake shopee dan semuanya aku percayakan sama shopee aja belanjaan ku heee,dari awal pake shopee semuanya percayakan sama shopee belanjaan heee
"bunga pinjaman nya gede banget , 0,1% = 36% pertahun kasih 15% pertahun lah",bunga pinjaman gede banget pertahun kasih pertahun
semakin mudah dan gratis admin setiap pembayaran,semakin mudah gratis admin setiap pembayaran
parah penagihannya sampe di luar kondar seperti pinjaman ilegal,parah penagihannya sampe luar kondar seperti pinjaman ilegal
sangat bagu,sangat bagu
isi saldo shopepay wajib 10ribu dan kita cuma butuh 1ribu 9ribu nya ngendap diakun shopepay itu udah termasuk riba 9ribu kita tidak bisa ditarik dan wajib buat beli dishopepay,saldo shopepay wajib 10ribu kita cuma butuh 1ribu 9ribu ngendap diakun shopepay udah termasuk riba 9ribu kita tidak bisa ditarik wajib buat beli dishopepay
sangat menolong disaat kita lagi kekurangan dana,sangat menolong disaat kita lagi kekurangan dana
terimakasih sudah hadir untuk memudahkan bertransaksi ....,terimakasih sudah hadir untuk memudahkan bertransaksi
sangat mudah digunakan❤️❤️,sangat mudah digunakan
shopee sekarang pengirimannya lemotttt.....,shopee sekarang pengirimannya lemotttt
nggak berguna,nggak berguna
"untuk invest emas burukkk, hilang emas ku 10.000 saat jual emas dan tidak masuk rekening",untuk invest emas burukkk hilang emas 10000 saat jual emas tidak masuk rekening
aplikasi yg bantu belanja,aplikasi bantu belanja
"sangat cepat, mudah dan praktis untuk pembayaran online.",sangat cepat mudah praktis untuk pembayaran online
mantapmk,mantapmk
bermanfaatbangetttttttt mempermudah segalanyaa👍,bermanfaatbangetttttttt mempermudah segalanyaa
shoope memang Oke,shoope memang
aplikasi yg istimewa,aplikasi istimewa
Okehlah,Okehlah
memudahkan kita berbelanja secara online,memudahkan kita berbelanja secara online
6bintang,6bintang
"ini aplikasi tidak ada persetujuan dr user asal ambil duit, ada shoope buyer n shoope food sendiri 👎 promo tidak sesuai dengan aslinya",aplikasi tidak persetujuan user asal ambil duit shoope buyer shoope food sendiri promo tidak sesuai dengan aslinya
apk mudah dipakai,mudah dipakai
sangat membantu saya.,sangat membantu saya
perfecto,perfecto
mantap spay,mantap spay
lebih cepat dan efisien,lebih cepat efisien
"mantappp pembayaran cepat mudah , trimakasih sukses slalu",mantappp pembayaran cepat mudah trimakasih sukses slalu
aplikasi sangat mudah d pelajari,aplikasi sangat mudah pelajari
karena shoppe pay sy tdk bisa di gunakan,karena shoppe bisa gunakan
Cepat dan Mudah,Cepat Mudah
kode verif gk muncul padahal nomor aktif,kode verif muncul padahal nomor aktif
mantep puas lancar trnski,mantep puas lancar trnski
siang.. ini di kirimin uang dari DANA sukses tapi kok belom masok shopeepay,siang kirimin uang dari DANA sukses tapi belom masok shopeepay
baru pertama kali coba semoga Lancar dan bermanfaat untuk kita semua Aamiin yrb,baru pertama kali coba semoga Lancar bermanfaat untuk kita semua Aamiin
aplikasi ini sangat banyak manfaatnya bagi saya.terima kasih banyak,aplikasi sangat banyak manfaatnya bagi sayaterima kasih banyak
empat jempol,empat jempol
proses trf ke bank lama Dan nyangkut duit saya 420 rb,proses bank lama nyangkut duit saya
Ini shopee aneh banget ga bisa ngaktifin shopee meter lah katanya gara gara jaringan pdahal jaringan gw udah lancar,shopee aneh banget bisa ngaktifin shopee meter katanya gara gara jaringan pdahal jaringan udah lancar
tolong notifikasi nya agak di kurangin dong ya,tolong notifikasi agak kurangin dong
aplikasi sangat baguss membantu banget,aplikasi sangat baguss membantu banget
saldo hilang,saldo hilang
"terimakasih sangat membantu,",terimakasih sangat membantu
"sangat membantu,tdk ada tambahan admin jika tf",sangat membantutdk tambahan admin jika
sangat membabtu,sangat membabtu
pengajuan ribet lama di tolak pula,pengajuan ribet lama tolak pula
mudah n isi ulang cepat jg banyak discount nya membayar menggunakan ini,mudah ulang cepat banyak discount membayar menggunakan
mnto,mnto
mudah digunakan dan cepat,mudah digunakan cepat
"paylater sudah dapat limit tidak bisa di pakai,apalah mending ga usah ngasih ga niat",paylater sudah dapat limit tidak bisa pakaiapalah mending usah ngasih niat
isi saldonya langsung masuk. app mantap 👍,saldonya langsung masuk mantap
selalu di tolak padahal sebelum nya saya tidak pernah telat bayar,selalu tolak padahal sebelum saya tidak pernah telat bayar
Aplikasinya sangat membantu dan tidak ribet. Rekomendasi bnget ini aplikasi shopeepay,Aplikasinya sangat membantu tidak ribet Rekomendasi bnget aplikasi shopeepay
"keren banget, udah mulai komplit fiturnya banyak",keren banget udah mulai komplit fiturnya banyak
mohon maaf saya pas buat akun pakai nomor telepon itu kok pas kode otp nya kok gak bisa ya apa belum dikirim,mohon maaf saya buat akun pakai nomor telepon kode bisa belum dikirim
puas dengan Aplikasi ini,puas dengan Aplikasi
gokill...bosz...👍🖐,gokillbosz
Paten Paten Paok,Paten Paten Paok
"pertama kali buka aplikasi kenapa yg keluar video, sudah pindah halaman masih juga ada suara dari video tersebut dan satu lagi sekarang tambah lelet padahal sinyal bagus buka aplikasi lain lancar2 saja",pertama kali buka aplikasi kenapa keluar video sudah pindah halaman masih juga suara dari video tersebut satu lagi sekarang tambah lelet padahal sinyal bagus buka aplikasi lain lancar2 saja
sering mengalami kendala saat transfer ke Bank,sering mengalami kendala saat transfer Bank
Aplikasi Terbaik Sangat Membantu Sekali,Aplikasi Terbaik Sangat Membantu Sekali
aku lumayan suka layanan lengkap dan mudah digunakan. hanya saja kenapa limid pinjamanku gak bertambah padahal bayar lunas semua sekaligus dalam 1 kali pembayaran (bulan pertama) aku tanya sana sini disuruh naikkan premeter yg anehnya lagi gak bertambah kecuali menyelesaikan misi jadi kenapa *perbuatan baik* ku tidak dinilai?,lumayan suka layanan lengkap mudah digunakan hanya saja kenapa limid pinjamanku bertambah padahal bayar lunas semua sekaligus dalam kali pembayaran bulan pertama tanya sana sini disuruh naikkan premeter anehnya lagi bertambah kecuali menyelesaikan misi jadi kenapa perbuatan baik tidak dinilai
mudah buat transaksi sana sini sono,mudah buat transaksi sana sini sono
memudahkan urusan dalam transaksi,memudahkan urusan dalam transaksi
pake sopay belanja lebih mudah sering dapet potongan harga juga,pake sopay belanja lebih mudah sering dapet potongan harga juga
Memudahkan dalam segala pembayaran dan pembelian,Memudahkan dalam segala pembayaran pembelian
untuk pembayaran lebih mudah,untuk pembayaran lebih mudah
terburuk,terburuk
Praktis,Praktis
aplikasi buruk,aplikasi buruk
bagus digunakan,bagus digunakan
mudah dan sangat bermanfaat,mudah sangat bermanfaat
mantap banget wok,mantap banget
bintang limaa pokoknya,bintang limaa pokoknya
shopee pay pusat belanja online no 1 di Indonesia,shopee pusat belanja online Indonesia
transaksi mudah dan cepat,transaksi mudah cepat
shoopee Pay memang mantap pembayaran murah dan aman,shoopee memang mantap pembayaran murah aman
mempermudah dalam.kesulitan diwaktu yang nendesak,mempermudah dalamkesulitan diwaktu yang nendesak
aplikasi yg mudah dn tidak ribet,aplikasi mudah tidak ribet
jadi lebih gampang,jadi lebih gampang
gagal daftar,gagal daftar
mepermudah,mepermudah
etz payah,payah
cuma di apk shopee ngambil uang return sendiri susahnya mintak ampun,cuma shopee ngambil uang return sendiri susahnya mintak ampun
download baru 5 menit sudah minta update 🤦🏻,download baru menit sudah minta update
"Asli mantap lah gan,program dan internal nya lebih memadai digunakan,bebas iklan,bug,ataupun lemot,sip bila dijalankan dan mengakses semua menu nya,namun disayangkan pernah juga dipakai terkadang agak sulit membuka nya pas saat koneksi lagi buruk /kurang bagus ,terkadang perputaran nya lambat yah dan cuma berputar putar saja.mungkin cuma hal itu biasa terjadi di apps ini dan yg lain lain nya sesuai pengalaman transaksi sukses,masukan tuk baik nya tuk perkembangan dibenahi semua nya !!!!",Asli mantap ganprogram internal lebih memadai digunakanbebas iklanbugataupun lemotsip bila dijalankan mengakses semua menu nyanamun disayangkan pernah juga dipakai terkadang agak sulit membuka saat koneksi lagi buruk kurang bagus terkadang perputaran lambat cuma berputar putar sajamungkin cuma biasa terjadi apps lain lain sesuai pengalaman transaksi suksesmasukan baik perkembangan dibenahi semua
Mau klem saldo di akun sopi pindah ke dana tolong di bntu bosq,klem saldo akun sopi pindah dana tolong bntu bosq
"Saya baru ganti hp. Yang jadi permasalahan, setiap mau melakukan transaksi—misal bayar pake qris, selalu dimintain verifikasi wajah terus-menerus. Jadi memperlambat waktu transaksi.",Saya baru ganti Yang jadi permasalahan setiap melakukan transaksimisal bayar pake qris selalu dimintain verifikasi wajah terusmenerus Jadi memperlambat waktu transaksi
sangat mudah bagus,sangat mudah bagus
"Asli mantep loh yah, program & internalnya lebih memadai digunakan,bebas iklan,bug, ataupun lelet. sip bila dijalankan dan mengakses semua menu2nya.. Namun disayangkan pernah juga dipakai terkadang agak sulit membukanya pas saat koneksi lagi buruk / kurang bagus, terkadang perputarannya lambat yah dan cuma berputar-putar saja. mungkin cuma hal biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,,masukan tuk perkembangannya dibenahi semua nya oke.!",Asli mantep program internalnya lebih memadai digunakanbebas iklanbug ataupun lelet bila dijalankan mengakses semua menu2nya Namun disayangkan pernah juga dipakai terkadang agak sulit membukanya saat koneksi lagi buruk kurang bagus terkadang perputarannya lambat cuma berputarputar saja mungkin cuma biasa terjadi apps yang lainlainnya sesuai pengalaman transaksi suksesmasukan perkembangannya dibenahi semua
shopee tempat belanja online terpercaya dan lengkap.😊,shopee tempat belanja online terpercaya lengkap
mohon bantuannya spaylater kok di bekukan,mohon bantuannya spaylater bekukan
"bebas biaya admin, banyakin terus promonya",bebas biaya admin banyakin terus promonya
bagusss bgtttt,bagusss bgtttt
"Asli sangat praktis,program dan internalnya lebih memadai di pakai,,bebas iklan,bug,ataupun lelet,cepat bila di jalankan dan mengakses semua menunya. Namun disayangkan pernah juga dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi burik/kurang bagus,terkadang perputarannya lambat banget dan cuma berputar putar saja.mungkin cuma hal yang biasa terjadi di apps ini dan lain-lainnya sesuai pengalaman transaksi berhasil,,masukan untuk perkembangan nya dibenahi semua eror",Asli sangat praktisprogram internalnya lebih memadai pakaibebas iklanbugataupun leletcepat bila jalankan mengakses semua menunya Namun disayangkan pernah juga dipakai terkadang agak sulit membukanya saat koneksi lagi burikkurang bagusterkadang perputarannya lambat banget cuma berputar putar sajamungkin cuma yang biasa terjadi apps lainlainnya sesuai pengalaman transaksi berhasilmasukan untuk perkembangan dibenahi semua eror
mantapkan hati Mantap Shopee,mantapkan hati Mantap Shopee
aplikasi yang sangat bagus dan mudahkan dalam bertransaksi..,aplikasi yang sangat bagus mudahkan dalam bertransaksi
Pertama kali pakai ShopeePay dan promo nya ternyata beneran. Kiraiin cuma komen-komen bayaran yang bilang Shopeepay banyak promo ternyata beneran. Rekomen buat yang belum daftar.,Pertama kali pakai ShopeePay promo ternyata beneran Kiraiin cuma komenkomen bayaran yang bilang Shopeepay banyak promo ternyata beneran Rekomen buat yang belum daftar
mtaappppppp,mtaappppppp
"aplikasi sangat baik, bermanfaat,mudah digunakan,pokonya apk shopee, shopee pay emang the best",aplikasi sangat baik bermanfaatmudah digunakanpokonya shopee shopee emang best
it is better to use it on web,better
butuh dompet,butuh dompet
josjiss,josjiss
spaylater dibekukan sampai kapan ya apa selamanya heran nunggu udah setahun padahal saya dulu jatuh tempo sekali cuma 3 hari ...tapi dibekukan sampai detik ini tidak bisa di pakai ....jadi males pakai shopee,spaylater dibekukan sampai kapan selamanya heran nunggu udah setahun padahal saya dulu jatuh tempo sekali cuma hari tapi dibekukan sampai detik tidak bisa pakai jadi males pakai shopee
mantsp,mantsp
