full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,label
@bangherwin Bahlil lu coba dulu minum tuh Etanol masih kuat ga lu ngebohongin rakyat kebijakannya semua mengorbankan rakyat sudah puluhan tahun rakyat menggunakan bahan bakar Pertamina BP atau Shell kenapa baru selarang diributin oleh menteri yang ga becus,bangherwin bahlil coba dulu minum etanol masih kuat ngebohongin rakyat kebijakannya semua mengorbankan rakyat sudah puluhan tahun rakyat menggunakan bahan bakar pertamina atau shell kenapa baru selarang diributin oleh menteri yang becus,bangherwin bahlil coba dulu minum etanol masih kuat ngebohongin rakyat kebijakannya semua mengorbankan rakyat sudah puluhan tahun rakyat menggunakan bahan bakar pertamina atau shell kenapa baru selarang diributin oleh menteri yang becus,"['bangherwin', 'bahlil', 'coba', 'dulu', 'minum', 'etanol', 'masih', 'kuat', 'ngebohongin', 'rakyat', 'kebijakannya', 'semua', 'mengorbankan', 'rakyat', 'sudah', 'puluhan', 'tahun', 'rakyat', 'menggunakan', 'bahan', 'bakar', 'pertamina', 'atau', 'shell', 'kenapa', 'baru', 'selarang', 'diributin', 'oleh', 'menteri', 'yang', 'becus']","['bangherwin', 'bahlil', 'coba', 'minum', 'etanol', 'kuat', 'ngebohongin', 'rakyat', 'kebijakannya', 'mengorbankan', 'rakyat', 'puluhan', 'rakyat', 'bahan', 'bakar', 'pertamina', 'shell', 'selarang', 'diributin', 'menteri', 'becus']",bangherwin bahlil coba minum etanol kuat ngebohongin rakyat bijak korban rakyat puluh rakyat bahan bakar pertamina shell larang diributin menteri becus,
@KangManto123 Jadi siapa supplier etanol ke pertamina???,kangmanto jadi siapa supplier etanol pertamina,kangmanto jadi siapa supplier etanol pertamina,"['kangmanto', 'jadi', 'siapa', 'supplier', 'etanol', 'pertamina']","['kangmanto', 'supplier', 'etanol', 'pertamina']",kangmanto supplier etanol pertamina,
@BudiBukanIntel Kemaren maren baca headline aja udh lgsg ketebak masalahnya di Pertamina (dengan anehnyq) ngasih BBM yg udah ditambahin etanol. Padahal mereka seharusnya udah tau kalo tiap perusahaan udah punya resep sendiri.,budibukanintel kemaren maren baca headline lgsg ketebak masalahnya pertamina dengan anehnyq ngasih udah ditambahin etanol padahal mereka seharusnya udah kalo tiap perusahaan udah punya resep sendiri,budibukanintel kemarin maren baca headline langsung ketebak masalahnya pertamina dengan anehnyq mengasih sudah ditambahin etanol padahal mereka seharusnya sudah kalau tiap perusahaan sudah punya resep sendiri,"['budibukanintel', 'kemarin', 'maren', 'baca', 'headline', 'langsung', 'ketebak', 'masalahnya', 'pertamina', 'dengan', 'anehnyq', 'mengasih', 'sudah', 'ditambahin', 'etanol', 'padahal', 'mereka', 'seharusnya', 'sudah', 'kalau', 'tiap', 'perusahaan', 'sudah', 'punya', 'resep', 'sendiri']","['budibukanintel', 'kemarin', 'maren', 'baca', 'headline', 'langsung', 'ketebak', 'pertamina', 'anehnyq', 'mengasih', 'ditambahin', 'etanol', 'perusahaan', 'resep']",budibukanintel kemarin maren baca headline langsung tebak pertamina anehnyq asih ditambahin etanol usaha resep,
@vaniepink Masalahnya di Konoha itu masih buanyak bgt kendaraan dg versi mesin lama yang beroperasi di jalan terutama menengah ke bawah bisa makin tertekan oleh besar biaya perawatan kendaraan nantinya https://t.co/9e1OF7MA0Y https://t.co/qK2JBiHBMK,vaniepink masalahnya konoha masih buanyak kendaraan versi mesin lama yang beroperasi jalan terutama menengah bawah bisa makin tertekan oleh besar biaya perawatan kendaraan nantinya tcoeofmay tcoqkjbihbmk,vaniepink masalahnya konoha masih buanyak kendaraan versi mesin lama yang beroperasi jalan terutama menengah bawah bisa makin tertekan oleh besar biaya perawatan kendaraan nantinya tcoeofmay tcoqkjbihbmk,"['vaniepink', 'masalahnya', 'konoha', 'masih', 'buanyak', 'kendaraan', 'versi', 'mesin', 'lama', 'yang', 'beroperasi', 'jalan', 'terutama', 'menengah', 'bawah', 'bisa', 'makin', 'tertekan', 'oleh', 'besar', 'biaya', 'perawatan', 'kendaraan', 'nantinya', 'tcoeofmay', 'tcoqkjbihbmk']","['vaniepink', 'konoha', 'buanyak', 'kendaraan', 'versi', 'mesin', 'beroperasi', 'jalan', 'menengah', 'tertekan', 'biaya', 'perawatan', 'kendaraan', 'tcoeofmay', 'tcoqkjbihbmk']",vaniepink konoha buanyak kendara versi mesin operasi jalan tengah tekan biaya awat kendara tcoeofmay tcoqkjbihbmk,
Rp. 10.000 saldo dpt pas install apk shopeepay Caranya: Upgrade ke spay plus login dg akun shopee &amp; masukin kode referral FF6JWV5WP diskon info freelance job receh zonauang erick thohir prabowo purbaya bahlil pssi bumn pertamina etanol vivo shell https://t.co/cziHHCGfVf https://t.co/DO0odrZVlU, saldo install shopeepay caranya upgrade spay plus login akun shopee masukin kode referral ffjwvwp diskon info freelance receh zonauang erick thohir prabowo purbaya bahlil pssi bumn pertamina etanol vivo shell tcoczihhcgfvf tcodoodrzvlu,saldo install shopeepay caranya upgrade spay plus login akun shopee memasuki kode referral ffjwvwp diskon info freelance receh zonauang erick thohir prabowo purbaya bahlil pssi bumn pertamina etanol vivo shell tcoczihhcgfvf tcodoodrzvlu,"['saldo', 'install', 'shopeepay', 'caranya', 'upgrade', 'spay', 'plus', 'login', 'akun', 'shopee', 'memasuki', 'kode', 'referral', 'ffjwvwp', 'diskon', 'info', 'freelance', 'receh', 'zonauang', 'erick', 'thohir', 'prabowo', 'purbaya', 'bahlil', 'pssi', 'bumn', 'pertamina', 'etanol', 'vivo', 'shell', 'tcoczihhcgfvf', 'tcodoodrzvlu']","['saldo', 'install', 'shopeepay', 'upgrade', 'spay', 'plus', 'login', 'akun', 'shopee', 'memasuki', 'kode', 'referral', 'ffjwvwp', 'diskon', 'info', 'freelance', 'receh', 'zonauang', 'erick', 'thohir', 'prabowo', 'purbaya', 'bahlil', 'pssi', 'bumn', 'pertamina', 'etanol', 'vivo', 'shell', 'tcoczihhcgfvf', 'tcodoodrzvlu']",saldo install shopeepay upgrade spay plus login akun shopee pasuk kode referral ffjwvwp diskon info freelance receh zonauang erick thohir prabowo purbaya bahlil pssi bumn pertamina etanol vivo shell tcoczihhcgfvf tcodoodrzvlu,
@DiorKaditoy @sumadiseloguno @mardigu024 Berdasarkan info terkini tidak ada kesepakatan awal spesifik antara Shell dan Pertamina yang dibatalkan terkait impor BBM dengan etanol. Shell masih dalam diskusi B2B dengan tuntutan utama: base fuel tanpa etanol (jika diminta) sertifikat asal (COO) dan spesifikasi mutu,diorkaditoy sumadiseloguno mardigu berdasarkan info terkini tidak kesepakatan awal spesifik antara shell pertamina yang dibatalkan terkait impor dengan etanol shell masih dalam diskusi dengan tuntutan utama base fuel tanpa etanol jika diminta sertifikat asal spesifikasi mutu,diorkaditoy sumadiseloguno mardigu berdasarkan info terkini tidak kesepakatan awal spesifik antara shell pertamina yang dibatalkan terkait impor dengan etanol shell masih dalam diskusi dengan tuntutan utama base fuel tanpa etanol jika diminta sertifikat asal spesifikasi mutu,"['diorkaditoy', 'sumadiseloguno', 'mardigu', 'berdasarkan', 'info', 'terkini', 'tidak', 'kesepakatan', 'awal', 'spesifik', 'antara', 'shell', 'pertamina', 'yang', 'dibatalkan', 'terkait', 'impor', 'dengan', 'etanol', 'shell', 'masih', 'dalam', 'diskusi', 'dengan', 'tuntutan', 'utama', 'base', 'fuel', 'tanpa', 'etanol', 'jika', 'diminta', 'sertifikat', 'asal', 'spesifikasi', 'mutu']","['diorkaditoy', 'sumadiseloguno', 'mardigu', 'berdasarkan', 'info', 'terkini', 'kesepakatan', 'spesifik', 'shell', 'pertamina', 'dibatalkan', 'terkait', 'impor', 'etanol', 'shell', 'diskusi', 'tuntutan', 'utama', 'base', 'fuel', 'etanol', 'sertifikat', 'spesifikasi', 'mutu']",diorkaditoy sumadiseloguno mardigu dasar info kini sepakat spesifik shell pertamina batal kait impor etanol shell diskusi tuntut utama base fuel etanol sertifikat spesifikasi mutu,
@grok @sumadiseloguno @mardigu024 @grok jelaskan kesepakatan awal shell dengan pertamina masalah impor bbm yang berhubungan dengan etanol,grok sumadiseloguno mardigu grok jelaskan kesepakatan awal shell dengan pertamina masalah impor yang berhubungan dengan etanol,grok sumadiseloguno mardigu grok jelaskan kesepakatan awal shell dengan pertamina masalah impor yang berhubungan dengan etanol,"['grok', 'sumadiseloguno', 'mardigu', 'grok', 'jelaskan', 'kesepakatan', 'awal', 'shell', 'dengan', 'pertamina', 'masalah', 'impor', 'yang', 'berhubungan', 'dengan', 'etanol']","['grok', 'sumadiseloguno', 'mardigu', 'grok', 'kesepakatan', 'shell', 'pertamina', 'impor', 'berhubungan', 'etanol']",grok sumadiseloguno mardigu grok sepakat shell pertamina impor hubung etanol,
@Dwynna_Win Ya terserah pertamina mau pake etanol berapa persen pun. Tp masyarakat berhak mendapatkan produk terbaik sesuai yg diinginkan. Memang kalo swasta ga pake campuran etanol pertalite bakalan ga laku?? Toh sama aja mau pake etanol atau engga pertamina tetap merugi.,dwynnawin terserah pertamina pake etanol berapa persen masyarakat berhak mendapatkan produk terbaik sesuai diinginkan memang kalo swasta pake campuran etanol pertalite bakalan laku sama pake etanol atau engga pertamina tetap merugi,dwynnawin terserah pertamina pakai etanol berapa persen masyarakat berhak mendapatkan produk terbaik sesuai diinginkan memang kalau swasta pakai campuran etanol pertalite bakalan laku sama pakai etanol atau tidak pertamina tetap merugi,"['dwynnawin', 'terserah', 'pertamina', 'pakai', 'etanol', 'berapa', 'persen', 'masyarakat', 'berhak', 'mendapatkan', 'produk', 'terbaik', 'sesuai', 'diinginkan', 'memang', 'kalau', 'swasta', 'pakai', 'campuran', 'etanol', 'pertalite', 'bakalan', 'laku', 'sama', 'pakai', 'etanol', 'atau', 'tidak', 'pertamina', 'tetap', 'merugi']","['dwynnawin', 'terserah', 'pertamina', 'pakai', 'etanol', 'persen', 'masyarakat', 'berhak', 'produk', 'terbaik', 'sesuai', 'swasta', 'pakai', 'campuran', 'etanol', 'pertalite', 'laku', 'pakai', 'etanol', 'pertamina', 'merugi']",dwynnawin serah pertamina pakai etanol persen masyarakat hak produk baik sesuai swasta pakai campur etanol pertalite laku pakai etanol pertamina rugi,
@NazarRizky17 @NenkMonica @pertamina Ya info saya tentang dampak etanol pada kendaraan lama didukung oleh berbagai sumber seperti Reuters dan studi otomotif. Mandat 10% etanol di Indonesia sedang dipertimbangkan untuk kurangi emisi dan impor tapi bisa picu korosi di mobil pre-2000. Saran: cek kompatibilitas,nazarrizky nenkmonica pertamina info saya tentang dampak etanol pada kendaraan lama didukung oleh berbagai sumber seperti reuters studi otomotif mandat etanol indonesia sedang dipertimbangkan untuk kurangi emisi impor tapi bisa picu korosi mobil pre saran kompatibilitas,nazarrizky nenkmonica pertamina info saya tentang dampak etanol pada kendaraan lama didukung oleh berbagai sumber seperti reuters studi otomotif mandat etanol indonesia sedang dipertimbangkan untuk kurangi emisi impor tapi bisa picu korosi mobil pre saran kompatibilitas,"['nazarrizky', 'nenkmonica', 'pertamina', 'info', 'saya', 'tentang', 'dampak', 'etanol', 'pada', 'kendaraan', 'lama', 'didukung', 'oleh', 'berbagai', 'sumber', 'seperti', 'reuters', 'studi', 'otomotif', 'mandat', 'etanol', 'indonesia', 'sedang', 'dipertimbangkan', 'untuk', 'kurangi', 'emisi', 'impor', 'tapi', 'bisa', 'picu', 'korosi', 'mobil', 'pre', 'saran', 'kompatibilitas']","['nazarrizky', 'nenkmonica', 'pertamina', 'info', 'dampak', 'etanol', 'kendaraan', 'didukung', 'sumber', 'reuters', 'studi', 'otomotif', 'mandat', 'etanol', 'indonesia', 'dipertimbangkan', 'kurangi', 'emisi', 'impor', 'picu', 'korosi', 'mobil', 'pre', 'saran', 'kompatibilitas']",nazarrizky nenkmonica pertamina info dampak etanol kendara dukung sumber reuters studi otomotif mandat etanol indonesia timbang kurang emisi impor picu korosi mobil pre saran kompatibilitas,
@9H0st66 @elonmusk @bahlillahadalia @prabowo Ya tujuan E10/E5 kanggo ngurangi impor BBM 10-15T IDR/tahun (data ESDM &amp; USDA 2025 konfirmasi Reuters: 60% impor gasoline dikurangi). Kerugian korupsi Pertamina blending ilegal ~193.7T IDR (laporan Jakartaglobe &amp; Asianews 2025) tapi iki kasus lawas dudu saka etanol anyar.,hst elonmusk bahlillahadalia prabowo tujuan ee kanggo ngurangi impor t idrtahun data esdm usda  konfirmasi reuters impor gasoline dikurangi kerugian korupsi pertamina blending ilegal t laporan jakartaglobe asianews  tapi kasus lawas dudu saka etanol anyar,hst elonmusk bahlillahadalia prabowo tujuan ee kanggo ngurangi impor t idrtahun data esdm usda konfirmasi reuters impor gasoline dikurangi kerugian korupsi pertamina blending ilegal t laporan jakartaglobe asianews tapi kasus lawas dudu saka etanol anyar,"['hst', 'elonmusk', 'bahlillahadalia', 'prabowo', 'tujuan', 'ee', 'kanggo', 'ngurangi', 'impor', 't', 'idrtahun', 'data', 'esdm', 'usda', 'konfirmasi', 'reuters', 'impor', 'gasoline', 'dikurangi', 'kerugian', 'korupsi', 'pertamina', 'blending', 'ilegal', 't', 'laporan', 'jakartaglobe', 'asianews', 'tapi', 'kasus', 'lawas', 'dudu', 'saka', 'etanol', 'anyar']","['hst', 'elonmusk', 'bahlillahadalia', 'prabowo', 'tujuan', 'ee', 'kanggo', 'ngurangi', 'impor', 't', 'idrtahun', 'data', 'esdm', 'usda', 'konfirmasi', 'reuters', 'impor', 'gasoline', 'dikurangi', 'kerugian', 'korupsi', 'pertamina', 'blending', 'ilegal', 't', 'laporan', 'jakartaglobe', 'asianews', 'lawas', 'dudu', 'saka', 'etanol', 'anyar']",hst elonmusk bahlillahadalia prabowo tuju ee kanggo ngurangi impor t idrtahun data esdm usda konfirmasi reuters impor gasoline rang rugi korupsi pertamina blending ilegal t lapor jakartaglobe asianews lawas dudu saka etanol anyar,
Stop kata2in Bahlil nanti pahala kita berkurang Kasih baca dulu ini tanggapan dr bos toyota ttg E10 https://t.co/pvcqp0WIdX https://t.co/ACV8xJaChU,stop katain bahlil nanti pahala kita berkurang kasih baca dulu tanggapan toyota tcopvcqpwidx tcoacvxjachu,stop katain bahlil nanti pahala kita berkurang kasih baca dulu tanggapan toyota tcopvcqpwidx tcoacvxjachu,"['stop', 'katain', 'bahlil', 'nanti', 'pahala', 'kita', 'berkurang', 'kasih', 'baca', 'dulu', 'tanggapan', 'toyota', 'tcopvcqpwidx', 'tcoacvxjachu']","['stop', 'katain', 'bahlil', 'pahala', 'berkurang', 'kasih', 'baca', 'tanggapan', 'toyota', 'tcopvcqpwidx', 'tcoacvxjachu']",stop katain bahlil pahala kurang kasih baca tanggap toyota tcopvcqpwidx tcoacvxjachu,
@toe_giman @pertamina @MyPertaminaID Ayo para Pakar/akademisi / mahasiswa kimia perminyakan bersuara lah yg lantang dampak 10% etanol dlm bbm.. Agar kebijakn bahlil ini bisa di anulir... Pecat sekalian..,toegiman pertamina mypertaminaid para pakarakademisi mahasiswa kimia perminyakan bersuara lantang dampak etanol agar kebijakn bahlil bisa anulir pecat sekalian,toegiman pertamina mypertaminaid para pakarakademisi mahasiswa kimia perminyakan bersuara lantang dampak etanol agar kebijakn bahlil bisa anulir pecat sekalian,"['toegiman', 'pertamina', 'mypertaminaid', 'para', 'pakarakademisi', 'mahasiswa', 'kimia', 'perminyakan', 'bersuara', 'lantang', 'dampak', 'etanol', 'agar', 'kebijakn', 'bahlil', 'bisa', 'anulir', 'pecat', 'sekalian']","['toegiman', 'pertamina', 'mypertaminaid', 'pakarakademisi', 'mahasiswa', 'kimia', 'perminyakan', 'bersuara', 'lantang', 'dampak', 'etanol', 'kebijakn', 'bahlil', 'anulir', 'pecat']",toegiman pertamina mypertaminaid pakarakademisi mahasiswa kimia minyak suara lantang dampak etanol kebijakn bahlil anulir pecat,
pemerintahan bodoh yg mewajibkan BBM campur etanol 10% ada asuransi kerusakan untuk kendaraan #RakyatIndonesia ? rakyat jd korban kesalahan pembelian BBM mafia di @pertamina @prabowo . @DPR_RI @setkabgoid @puanmaharani_ri #Ojol #DriverIndonesia #Mahasiswa #Buruh @bang_dasco,pemerintahan bodoh mewajibkan campur etanol asuransi kerusakan untuk kendaraan rakyatindonesia rakyat korban kesalahan pembelian mafia pertamina prabowo dprri setkabgoid puanmaharaniri ojol driverindonesia mahasiswa buruh bangdasco,pemerintahan bodoh mewajibkan campur etanol asuransi kerusakan untuk kendaraan rakyatindonesia rakyat korban kesalahan pembelian mafia pertamina prabowo dprri setkabgoid puanmaharaniri ojol driverindonesia mahasiswa buruh bangdasco,"['pemerintahan', 'bodoh', 'mewajibkan', 'campur', 'etanol', 'asuransi', 'kerusakan', 'untuk', 'kendaraan', 'rakyatindonesia', 'rakyat', 'korban', 'kesalahan', 'pembelian', 'mafia', 'pertamina', 'prabowo', 'dprri', 'setkabgoid', 'puanmaharaniri', 'ojol', 'driverindonesia', 'mahasiswa', 'buruh', 'bangdasco']","['pemerintahan', 'bodoh', 'mewajibkan', 'campur', 'etanol', 'asuransi', 'kerusakan', 'kendaraan', 'rakyatindonesia', 'rakyat', 'korban', 'kesalahan', 'pembelian', 'mafia', 'pertamina', 'prabowo', 'dprri', 'setkabgoid', 'puanmaharaniri', 'ojol', 'driverindonesia', 'mahasiswa', 'buruh', 'bangdasco']",perintah bodoh wajib campur etanol asuransi rusa kendara rakyatindonesia rakyat korban salah beli mafia pertamina prabowo dprri setkabgoid puanmaharaniri ojol driverindonesia mahasiswa buruh bangdasco,
@achyar20kie @sharpandshark Perusahaan swasta seperti Shell menolak karena kandungan etanol (sekitar 3 5-10%) di base fuel Pertamina tidak sesuai spesifikasi teknis mereka. Alasan utama: risiko korosi pada mesin penurunan performa dan ketidakcocokan dengan standar internasional mereka meski di negara,achyarkie sharpandshark perusahaan swasta seperti shell menolak karena kandungan etanol sekitar base fuel pertamina tidak sesuai spesifikasi teknis mereka alasan utama risiko korosi pada mesin penurunan performa ketidakcocokan dengan standar internasional mereka meski negara,achyarkie sharpandshark perusahaan swasta seperti shell menolak karena kandungan etanol sekitar base fuel pertamina tidak sesuai spesifikasi teknis mereka alasan utama risiko korosi pada mesin penurunan performa ketidakcocokan dengan standar internasional mereka meski negara,"['achyarkie', 'sharpandshark', 'perusahaan', 'swasta', 'seperti', 'shell', 'menolak', 'karena', 'kandungan', 'etanol', 'sekitar', 'base', 'fuel', 'pertamina', 'tidak', 'sesuai', 'spesifikasi', 'teknis', 'mereka', 'alasan', 'utama', 'risiko', 'korosi', 'pada', 'mesin', 'penurunan', 'performa', 'ketidakcocokan', 'dengan', 'standar', 'internasional', 'mereka', 'meski', 'negara']","['achyarkie', 'sharpandshark', 'perusahaan', 'swasta', 'shell', 'menolak', 'kandungan', 'etanol', 'base', 'fuel', 'pertamina', 'sesuai', 'spesifikasi', 'teknis', 'alasan', 'utama', 'risiko', 'korosi', 'mesin', 'penurunan', 'performa', 'ketidakcocokan', 'standar', 'internasional', 'negara']",achyarkie sharpandshark usaha swasta shell tolak kandung etanol base fuel pertamina sesuai spesifikasi teknis alas utama risiko korosi mesin turun performa ketidakcocokan standar internasional negara,
@9H0st66 @elonmusk @bahlillahadalia @prabowo Ya uji coba bioetanol (E5) lagi digelar di SPBU kaya Pertamax Green 95 di 104 SPBU Pertamina (data CNBC &amp; ESDM Oktober 2025). Bisa tanya langsung ke petugas SPBU yen penasaran! Haha arak tebu (etanol) yen diminum emang bisa bikin diabetes amarga gulane tapi iki buat campur,hst elonmusk bahlillahadalia prabowo coba bioetanol lagi digelar spbu kaya pertamax green spbu pertamina data cnbc esdm oktober  bisa tanya langsung petugas spbu penasaran haha arak tebu etanol diminum emang bisa bikin diabetes amarga gulane tapi buat campur,hst elonmusk bahlillahadalia prabowo coba bioetanol lagi digelar spbu kayak pertamax green spbu pertamina data cnbc esdm oktober bisa tanya langsung petugas spbu penasaran haha arak tebu etanol diminum memang bisa bikin diabetes amarga gulane tapi buat campur,"['hst', 'elonmusk', 'bahlillahadalia', 'prabowo', 'coba', 'bioetanol', 'lagi', 'digelar', 'spbu', 'kayak', 'pertamax', 'green', 'spbu', 'pertamina', 'data', 'cnbc', 'esdm', 'oktober', 'bisa', 'tanya', 'langsung', 'petugas', 'spbu', 'penasaran', 'haha', 'arak', 'tebu', 'etanol', 'diminum', 'memang', 'bisa', 'bikin', 'diabetes', 'amarga', 'gulane', 'tapi', 'buat', 'campur']","['hst', 'elonmusk', 'bahlillahadalia', 'prabowo', 'coba', 'bioetanol', 'digelar', 'spbu', 'kayak', 'pertamax', 'green', 'spbu', 'pertamina', 'data', 'cnbc', 'esdm', 'oktober', 'langsung', 'petugas', 'spbu', 'penasaran', 'haha', 'arak', 'tebu', 'etanol', 'diminum', 'bikin', 'diabetes', 'amarga', 'gulane', 'campur']",hst elonmusk bahlillahadalia prabowo coba bioetanol gelar spbu kayak pertamax green spbu pertamina data cnbc esdm oktober langsung tugas spbu penasaran haha arak tebu etanol minum bikin diabetes amarga gulane campur,
BBM Pertalite Dicampur Etanol Nggak? Ini Kata Pertamina https://t.co/8nATuojbhg,pertalite dicampur etanol nggak kata pertamina tconatuojbhg,pertalite dicampur etanol tidak kata pertamina tconatuojbhg,"['pertalite', 'dicampur', 'etanol', 'tidak', 'kata', 'pertamina', 'tconatuojbhg']","['pertalite', 'dicampur', 'etanol', 'pertamina', 'tconatuojbhg']",pertalite campur etanol pertamina tconatuojbhg,
@ridwanhr @hrdbacot Etanol ini nguntungin pemilik pabrik tebu dan sawit dan rente didalamnya untuk produksi etanol dijual ke pertamina selebihnya motor keluaran lama jadi korban. https://t.co/xvpcIexe26,ridwanhr hrdbacot etanol nguntungin pemilik pabrik tebu sawit rente didalamnya untuk produksi etanol dijual pertamina selebihnya motor keluaran lama jadi korban tcoxvpciexe,ridwanhr hrdbacot etanol nguntungin pemilik pabrik tebu sawit rente didalamnya untuk produksi etanol dijual pertamina selebihnya motor keluaran lama jadi korban tcoxvpciexe,"['ridwanhr', 'hrdbacot', 'etanol', 'nguntungin', 'pemilik', 'pabrik', 'tebu', 'sawit', 'rente', 'didalamnya', 'untuk', 'produksi', 'etanol', 'dijual', 'pertamina', 'selebihnya', 'motor', 'keluaran', 'lama', 'jadi', 'korban', 'tcoxvpciexe']","['ridwanhr', 'hrdbacot', 'etanol', 'nguntungin', 'pemilik', 'pabrik', 'tebu', 'sawit', 'rente', 'didalamnya', 'produksi', 'etanol', 'dijual', 'pertamina', 'selebihnya', 'motor', 'keluaran', 'korban', 'tcoxvpciexe']",ridwanhr hrdbacot etanol nguntungin milik pabrik tebu sawit rente dalam produksi etanol jual pertamina lebih motor keluar korban tcoxvpciexe,
SPBU Swasta Batal Beli BBM Pertamina dan Alasan Pemerintah Bakal Wajibkan Campuran Etanol https://t.co/KZYaYyghJ2,spbu swasta batal beli pertamina alasan pemerintah bakal wajibkan campuran etanol tcokzyayyghj,spbu swasta batal beli pertamina alasan pemerintah bakal wajibkan campuran etanol tcokzyayyghj,"['spbu', 'swasta', 'batal', 'beli', 'pertamina', 'alasan', 'pemerintah', 'bakal', 'wajibkan', 'campuran', 'etanol', 'tcokzyayyghj']","['spbu', 'swasta', 'batal', 'beli', 'pertamina', 'alasan', 'pemerintah', 'wajibkan', 'campuran', 'etanol', 'tcokzyayyghj']",spbu swasta batal beli pertamina alas perintah wajib campur etanol tcokzyayyghj,
@sumadiseloguno @DiorKaditoy @mardigu024 Selama ini BBM Pertamina seperti Pertalite tidak mengandung etanol (dikonfirmasi Pertamina bukan hoax). Pertamax Green 95 punya 5% etanol sementara varian lain seperti Pertamax Turbo punya campuran rendah (3-5%) untuk tingkatkan oktan &amp; kurangi emisi. Komposisi dasar:,sumadiseloguno diorkaditoy mardigu selama pertamina seperti pertalite tidak mengandung etanol dikonfirmasi pertamina bukan hoax pertamax green punya etanol sementara varian lain seperti pertamax turbo punya campuran rendah untuk tingkatkan oktan kurangi emisi komposisi dasar,sumadiseloguno diorkaditoy mardigu selama pertamina seperti pertalite tidak mengandung etanol dikonfirmasi pertamina bukan hoax pertamax green punya etanol sementara varian lain seperti pertamax turbo punya campuran rendah untuk tingkatkan oktan kurangi emisi komposisi dasar,"['sumadiseloguno', 'diorkaditoy', 'mardigu', 'selama', 'pertamina', 'seperti', 'pertalite', 'tidak', 'mengandung', 'etanol', 'dikonfirmasi', 'pertamina', 'bukan', 'hoax', 'pertamax', 'green', 'punya', 'etanol', 'sementara', 'varian', 'lain', 'seperti', 'pertamax', 'turbo', 'punya', 'campuran', 'rendah', 'untuk', 'tingkatkan', 'oktan', 'kurangi', 'emisi', 'komposisi', 'dasar']","['sumadiseloguno', 'diorkaditoy', 'mardigu', 'pertamina', 'pertalite', 'mengandung', 'etanol', 'dikonfirmasi', 'pertamina', 'hoax', 'pertamax', 'green', 'etanol', 'varian', 'pertamax', 'turbo', 'campuran', 'rendah', 'tingkatkan', 'oktan', 'kurangi', 'emisi', 'komposisi', 'dasar']",sumadiseloguno diorkaditoy mardigu pertamina pertalite kandung etanol konfirmasi pertamina hoax pertamax green etanol varian pertamax turbo campur rendah tingkat oktan kurang emisi komposisi dasar,
@kumparan Selama ini udh dicampur etanol aja pertamina masih rugi,kumparan selama dicampur etanol pertamina masih rugi,kumparan selama dicampur etanol pertamina masih rugi,"['kumparan', 'selama', 'dicampur', 'etanol', 'pertamina', 'masih', 'rugi']","['kumparan', 'dicampur', 'etanol', 'pertamina', 'rugi']",kumpar campur etanol pertamina rugi,
@UANDA_21 @susipudjiastuti Menurut Pertamina Pertalite saat ini tidak mengandung etanol (0%). Namun ada laporan kontroversi tentang kandungan etanol 3 5% di bahan baku BBM untuk SPBU swasta. Pemerintah berencana wajibkan campuran 10% etanol dalam 2-3 tahun ke depan.,uanda susipudjiastuti menurut pertamina pertalite saat tidak mengandung etanol namun laporan kontroversi tentang kandungan etanol bahan baku untuk spbu swasta pemerintah berencana wajibkan campuran etanol dalam tahun depan,uanda susipudjiastuti menurut pertamina pertalite saat tidak mengandung etanol namun laporan kontroversi tentang kandungan etanol bahan baku untuk spbu swasta pemerintah berencana wajibkan campuran etanol dalam tahun depan,"['uanda', 'susipudjiastuti', 'menurut', 'pertamina', 'pertalite', 'saat', 'tidak', 'mengandung', 'etanol', 'namun', 'laporan', 'kontroversi', 'tentang', 'kandungan', 'etanol', 'bahan', 'baku', 'untuk', 'spbu', 'swasta', 'pemerintah', 'berencana', 'wajibkan', 'campuran', 'etanol', 'dalam', 'tahun', 'depan']","['uanda', 'susipudjiastuti', 'pertamina', 'pertalite', 'mengandung', 'etanol', 'laporan', 'kontroversi', 'kandungan', 'etanol', 'bahan', 'baku', 'spbu', 'swasta', 'pemerintah', 'berencana', 'wajibkan', 'campuran', 'etanol']",uanda susipudjiastuti pertamina pertalite kandung etanol lapor kontroversi kandung etanol bahan baku spbu swasta perintah rencana wajib campur etanol,
@InfoJktCom langkah Pertamina menambahkan etanol merupakan kebijakan strategis,infojktcom langkah pertamina menambahkan etanol merupakan kebijakan strategis,infojktcom langkah pertamina menambahkan etanol merupakan kebijakan strategis,"['infojktcom', 'langkah', 'pertamina', 'menambahkan', 'etanol', 'merupakan', 'kebijakan', 'strategis']","['infojktcom', 'langkah', 'pertamina', 'etanol', 'kebijakan', 'strategis']",infojktcom langkah pertamina etanol bijak strategis,
