Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
aplikasi shopipay sangat membantu keperluan hari hari smoga slalu yang terbaik,aplikasi shopipay sangat membantu keperluan hari hari smoga slalu yang terbaik,aplikasi shopipay sangat membantu keperluan hari hari semoga selalu yang terbaik,"['aplikasi', 'shopipay', 'sangat', 'membantu', 'keperluan', 'hari', 'hari', 'semoga', 'selalu', 'yang', 'terbaik']","['aplikasi', 'shopipay', 'membantu', 'keperluan', 'semoga', 'terbaik']",aplikasi shopipay bantu perlu moga baik,5,positive
"jelek di upgrade ga bisa""tolong dong udah cape saya brapa kli aja dari tadi jelek bgt Shopepay 👎👎",jelek upgrade bisatolong dong udah cape saya brapa dari tadi jelek shopepay,jelek upgrade bisatolong dong sudah capek saya berapa dari tadi jelek shopepay,"['jelek', 'upgrade', 'bisatolong', 'dong', 'sudah', 'capek', 'saya', 'berapa', 'dari', 'tadi', 'jelek', 'shopepay']","['jelek', 'upgrade', 'bisatolong', 'capek', 'jelek', 'shopepay']",jelek upgrade bisatolong capek jelek shopepay,-6,negative
"kenapa buat pembelian pulsa PLN gabisa pake pay-later lagi ya, padahal gak pernah galbay setiap bulannya, fitur yang membantu malah di hilangin. gimana sih shoppe ni,",kenapa buat pembelian pulsa gabisa pake paylater lagi padahal pernah galbay setiap bulannya fitur yang membantu malah hilangin gimana shoppe,kenapa buat pembelian pulsa tidak bisa pakai paylater lagi padahal pernah galbay setiap bulannya fitur yang membantu malah menghilangkan bagaimana shoppe,"['kenapa', 'buat', 'pembelian', 'pulsa', 'tidak', 'bisa', 'pakai', 'paylater', 'lagi', 'padahal', 'pernah', 'galbay', 'setiap', 'bulannya', 'fitur', 'yang', 'membantu', 'malah', 'menghilangkan', 'bagaimana', 'shoppe']","['pembelian', 'pulsa', 'pakai', 'paylater', 'galbay', 'bulannya', 'fitur', 'membantu', 'menghilangkan', 'shoppe']",beli pulsa pakai paylater galbay bulan fitur bantu hilang shoppe,4,positive
belanja lebih mudah dan menyenangkan dan lebih banyak promo nya,belanja lebih mudah menyenangkan lebih banyak promo,belanja lebih mudah menyenangkan lebih banyak promo,"['belanja', 'lebih', 'mudah', 'menyenangkan', 'lebih', 'banyak', 'promo']","['belanja', 'mudah', 'menyenangkan', 'promo']",belanja mudah senang promo,14,positive
"ini sya kena tipe lewat akun saya, ada yg menghubungi akun sya kata demi perlindungan akun,ternyata oknum tsb beli digoogle play kredit pakai akun sya , pakai verifikasi wajah saya,, tapi masalahnya kok bs disetujui oleh shopee pay tanpa klarifikasi akun saya terlebih dahulu. . saya tidak terima , mudah sekali di bobol",kena tipe lewat akun saya menghubungi akun kata demi perlindungan akunternyata oknum beli digoogle play kredit pakai akun pakai verifikasi wajah saya tapi masalahnya disetujui oleh shopee tanpa klarifikasi akun saya terlebih dahulu saya tidak terima mudah sekali bobol,kena tipe lewat akun saya menghubungi akun kata demi perlindungan akunternyata oknum beli digoogle play kredit pakai akun pakai verifikasi wajah saya tapi masalahnya disetujui oleh shopee tanpa klarifikasi akun saya terlebih dahulu saya tidak terima mudah sekali bobol,"['kena', 'tipe', 'lewat', 'akun', 'saya', 'menghubungi', 'akun', 'kata', 'demi', 'perlindungan', 'akunternyata', 'oknum', 'beli', 'digoogle', 'play', 'kredit', 'pakai', 'akun', 'pakai', 'verifikasi', 'wajah', 'saya', 'tapi', 'masalahnya', 'disetujui', 'oleh', 'shopee', 'tanpa', 'klarifikasi', 'akun', 'saya', 'terlebih', 'dahulu', 'saya', 'tidak', 'terima', 'mudah', 'sekali', 'bobol']","['kena', 'tipe', 'akun', 'menghubungi', 'akun', 'perlindungan', 'akunternyata', 'oknum', 'beli', 'digoogle', 'play', 'kredit', 'pakai', 'akun', 'pakai', 'verifikasi', 'wajah', 'disetujui', 'shopee', 'klarifikasi', 'akun', 'terima', 'mudah', 'bobol']",kena tipe akun hubung akun lindung akunternyata oknum beli digoogle play kredit pakai akun pakai verifikasi wajah tuju shopee klarifikasi akun terima mudah bobol,9,positive
transaksi cepat aman pokoknya is the best,transaksi cepat aman pokoknya best,transaksi cepat aman pokoknya best,"['transaksi', 'cepat', 'aman', 'pokoknya', 'best']","['transaksi', 'cepat', 'aman', 'pokoknya', 'best']",transaksi cepat aman pokok best,10,positive
simple dan cepat,simple cepat,simple cepat,"['simple', 'cepat']","['simple', 'cepat']",simple cepat,6,positive
banyak voucher nya mantap Terima Shopee pay,banyak voucher mantap terima shopee,banyak voucher mantap terima shopee,"['banyak', 'voucher', 'mantap', 'terima', 'shopee']","['voucher', 'mantap', 'terima', 'shopee']",voucher mantap terima shopee,10,positive
easy to operate good appliances for finance,easy operate good appliances finance,easy operate good appliances finance,"['easy', 'operate', 'good', 'appliances', 'finance']","['easy', 'operate', 'good', 'appliances', 'finance']",easy operate good appliances finance,5,positive
sangat bagus dan gampang untuk di gunakan,sangat bagus gampang untuk gunakan,sangat bagus gampang untuk gunakan,"['sangat', 'bagus', 'gampang', 'untuk', 'gunakan']","['bagus', 'gampang']",bagus gampang,6,positive
"sangat mudah,& membantu",sangat mudah membantu,sangat mudah membantu,"['sangat', 'mudah', 'membantu']","['mudah', 'membantu']",mudah bantu,7,positive
membantu saat urgent,membantu saat urgent,membantu saat urgent,"['membantu', 'saat', 'urgent']","['membantu', 'urgent']",bantu urgent,3,positive
"sangat membantu, mudah, cpt, minim biaya admin. urusan byr2 satset pokoknya.",sangat membantu mudah minim biaya admin urusan byr satset pokoknya,sangat membantu mudah minim biaya admin urusan byr satset pokoknya,"['sangat', 'membantu', 'mudah', 'minim', 'biaya', 'admin', 'urusan', 'byr', 'satset', 'pokoknya']","['membantu', 'mudah', 'minim', 'biaya', 'admin', 'urusan', 'byr', 'satset', 'pokoknya']",bantu mudah minim biaya admin urus byr satset pokok,7,positive
semua menjadi lebih mudah,semua menjadi lebih mudah,semua menjadi lebih mudah,"['semua', 'menjadi', 'lebih', 'mudah']",['mudah'],mudah,4,positive
gak mutuuuuuu,mutuuuuuu,mutuuuuuu,['mutuuuuuu'],['mutuuuuuu'],mutuuuuuu,0,neutral
"baju, cepat juga, pokoknya mantap",baju cepat juga pokoknya mantap,baju cepat juga pokoknya mantap,"['baju', 'cepat', 'juga', 'pokoknya', 'mantap']","['baju', 'cepat', 'pokoknya', 'mantap']",baju cepat pokok mantap,13,positive
sekarang pengiriman barang lama banget,sekarang pengiriman barang lama banget,sekarang pengiriman barang lama banget,"['sekarang', 'pengiriman', 'barang', 'lama', 'banget']","['pengiriman', 'barang', 'banget']",kirim barang banget,3,positive
Menurut saya ini sangat praktis untuk memudahkan kita bertransaksi dengan aman dan nyaman,menurut saya sangat praktis untuk memudahkan kita bertransaksi dengan aman nyaman,menurut saya sangat praktis untuk memudahkan kita bertransaksi dengan aman nyaman,"['menurut', 'saya', 'sangat', 'praktis', 'untuk', 'memudahkan', 'kita', 'bertransaksi', 'dengan', 'aman', 'nyaman']","['praktis', 'memudahkan', 'bertransaksi', 'aman', 'nyaman']",praktis mudah transaksi aman nyaman,16,positive
makin mudah makin nyaman tapi tolong ya limit dinikin biar makin puas buat para pengguna yang amanah dan bayar tepat waktu trimakasih,makin mudah makin nyaman tapi tolong limit dinikin biar makin puas buat para pengguna yang amanah bayar tepat waktu trimakasih,makin mudah makin nyaman tapi tolong limit dinikin biar makin puas buat para pengguna yang amanah bayar tepat waktu trimakasih,"['makin', 'mudah', 'makin', 'nyaman', 'tapi', 'tolong', 'limit', 'dinikin', 'biar', 'makin', 'puas', 'buat', 'para', 'pengguna', 'yang', 'amanah', 'bayar', 'tepat', 'waktu', 'trimakasih']","['mudah', 'nyaman', 'tolong', 'limit', 'dinikin', 'biar', 'puas', 'pengguna', 'amanah', 'bayar', 'trimakasih']",mudah nyaman tolong limit dinikin biar puas guna amanah bayar trimakasih,26,positive
baguus apk nya..,baguus,baguus,['baguus'],['baguus'],baguus,0,neutral
lebih dimudahkan dalam pembayarannya,lebih dimudahkan dalam pembayarannya,lebih dimudahkan dalam pembayarannya,"['lebih', 'dimudahkan', 'dalam', 'pembayarannya']","['dimudahkan', 'pembayarannya']",mudah bayar,5,positive
makasi buat vouchernyaaa😍 tingkatkan terus ya biar kita makin happy,makasi buat vouchernyaaa tingkatkan terus biar kita makin happy,terima kasih buat vouchernyaaa tingkatkan terus biar kita makin happy,"['terima', 'kasih', 'buat', 'vouchernyaaa', 'tingkatkan', 'terus', 'biar', 'kita', 'makin', 'happy']","['terima', 'kasih', 'vouchernyaaa', 'tingkatkan', 'biar', 'happy']",terima kasih vouchernyaaa tingkat biar happy,11,positive
mengatasi masalah Tampa masalah,mengatasi masalah tampa masalah,mengatasi masalah tampa masalah,"['mengatasi', 'masalah', 'tampa', 'masalah']","['mengatasi', 'tampa']",atas tampa,-4,negative
"fleksibel dan banyak promo, semoga bisa selalu terisi dompet digital.",fleksibel banyak promo semoga bisa selalu terisi dompet digital,fleksibel banyak promo semoga bisa selalu terisi dompet digital,"['fleksibel', 'banyak', 'promo', 'semoga', 'bisa', 'selalu', 'terisi', 'dompet', 'digital']","['fleksibel', 'promo', 'semoga', 'terisi', 'dompet', 'digital']",fleksibel promo moga isi dompet digital,6,positive
sangat baik dan mudah untuk melakukan proses apapun,sangat baik mudah untuk melakukan proses apapun,sangat baik mudah untuk melakukan proses apapun,"['sangat', 'baik', 'mudah', 'untuk', 'melakukan', 'proses', 'apapun']","['mudah', 'proses', 'apapun']",mudah proses apa,2,positive
cukup baik memper mudah urusan,cukup baik memper mudah urusan,cukup baik memper mudah urusan,"['cukup', 'baik', 'memper', 'mudah', 'urusan']","['memper', 'mudah', 'urusan']",memper mudah urus,4,positive
"apk jelek,masa top up shoppepay dari dana ga masuk sama sekali,padahal transaksi berhasil,udah di ajukan ke bantuan tetep ga ada solusi,malah di suruh nunggu 1x24 jam,udah ditunggu lebih dari itu tetep ga ada perubahan!!!",jelekmasa shoppepay dari dana masuk sama sekalipadahal transaksi berhasiludah ajukan bantuan tetep solusimalah suruh nunggu x jamudah ditunggu lebih dari tetep perubahan,jelekmasa shoppepay dari dana masuk sama sekalipadahal transaksi berhasiludah ajukan bantuan tetap solusimalah suruh menunggu kali jamudah ditunggu lebih dari tetap perubahan,"['jelekmasa', 'shoppepay', 'dari', 'dana', 'masuk', 'sama', 'sekalipadahal', 'transaksi', 'berhasiludah', 'ajukan', 'bantuan', 'tetap', 'solusimalah', 'suruh', 'menunggu', 'kali', 'jamudah', 'ditunggu', 'lebih', 'dari', 'tetap', 'perubahan']","['jelekmasa', 'shoppepay', 'dana', 'masuk', 'sekalipadahal', 'transaksi', 'berhasiludah', 'ajukan', 'bantuan', 'solusimalah', 'suruh', 'menunggu', 'kali', 'jamudah', 'ditunggu', 'perubahan']",jelekmasa shoppepay dana masuk sekalipadahal transaksi berhasiludah aju bantu solusimalah suruh tunggu kali jamudah tunggu ubah,5,positive
Ajib dah,ajib,ajib,['ajib'],['ajib'],ajib,0,neutral
sangat puas belanja di shopee,sangat puas belanja shopee,sangat puas belanja shopee,"['sangat', 'puas', 'belanja', 'shopee']","['puas', 'belanja', 'shopee']",puas belanja shopee,5,positive
bagus dan praktis dalam bertransaksi,bagus praktis dalam bertransaksi,bagus praktis dalam bertransaksi,"['bagus', 'praktis', 'dalam', 'bertransaksi']","['bagus', 'praktis', 'bertransaksi']",bagus praktis transaksi,10,positive
mudah di gunakan tidak ribet dan canggih,mudah gunakan tidak ribet canggih,mudah gunakan tidak ribet canggih,"['mudah', 'gunakan', 'tidak', 'ribet', 'canggih']","['mudah', 'ribet', 'canggih']",mudah ribet canggih,0,neutral
masih bngung cara matikan aplikasi lama untuk aktifasi kembali k akun baru mau upgrade k shopee plus JD terganggu,masih bngung cara matikan aplikasi lama untuk aktifasi kembali akun baru upgrade shopee plus terganggu,masih bngung cara matikan aplikasi lama untuk aktifasi kembali akun baru upgrade shopee plus terganggu,"['masih', 'bngung', 'cara', 'matikan', 'aplikasi', 'lama', 'untuk', 'aktifasi', 'kembali', 'akun', 'baru', 'upgrade', 'shopee', 'plus', 'terganggu']","['bngung', 'matikan', 'aplikasi', 'aktifasi', 'akun', 'upgrade', 'shopee', 'plus', 'terganggu']",bngung mati aplikasi aktifasi akun upgrade shopee plus ganggu,-2,negative
"aplikasi tolol, gw udah 4 kali menang flash sale dan tertulis berhasil dalam pembayaran tapi malah tiba-tiba ada pengembalian dana sepihak mana delay 30 menit lagi ngasih taunya, lu kalo ga niat ngasih flash sale gausahlah sekalian, gimmick kok ke orang bego",aplikasi tolol udah kali menang flash sale tertulis berhasil dalam pembayaran tapi malah tibatiba pengembalian dana sepihak mana delay menit lagi ngasih taunya kalo niat ngasih flash sale gausahlah sekalian gimmick orang bego,aplikasi tolol sudah kali menang flash sale tertulis berhasil dalam pembayaran tapi malah tibatiba pengembalian dana sepihak mana delay menit lagi mengasih taunya kalau niat mengasih flash sale gausahlah sekalian gimmick orang bego,"['aplikasi', 'tolol', 'sudah', 'kali', 'menang', 'flash', 'sale', 'tertulis', 'berhasil', 'dalam', 'pembayaran', 'tapi', 'malah', 'tibatiba', 'pengembalian', 'dana', 'sepihak', 'mana', 'delay', 'menit', 'lagi', 'mengasih', 'taunya', 'kalau', 'niat', 'mengasih', 'flash', 'sale', 'gausahlah', 'sekalian', 'gimmick', 'orang', 'bego']","['aplikasi', 'tolol', 'kali', 'menang', 'flash', 'sale', 'tertulis', 'berhasil', 'pembayaran', 'tibatiba', 'pengembalian', 'dana', 'delay', 'menit', 'mengasih', 'taunya', 'niat', 'mengasih', 'flash', 'sale', 'gausahlah', 'gimmick', 'orang', 'bego']",aplikasi tolol kali menang flash sale tulis hasil bayar tibatiba kembali dana delay menit asih tau niat asih flash sale gausahlah gimmick orang bego,2,positive
aplikasi nya luar biasa,aplikasi luar biasa,aplikasi luar biasa,"['aplikasi', 'luar', 'biasa']",['aplikasi'],aplikasi,-4,negative
penipuan,penipuan,penipuan,['penipuan'],['penipuan'],tipu,0,neutral
semoga lancar,semoga lancar,semoga lancar,"['semoga', 'lancar']","['semoga', 'lancar']",moga lancar,5,positive
shopee the best,shopee best,shopee best,"['shopee', 'best']","['shopee', 'best']",shopee best,0,neutral
terlalu ribet buat login ulang.. harus ada masa jedanya 1x24jam setelah lebih dari itu masih disuruh nunggu lagi katanya dibuatkan laporan mau sampai kapan nunggu terus,terlalu ribet buat login ulang harus masa jedanya xjam setelah lebih dari masih disuruh nunggu lagi katanya dibuatkan laporan sampai kapan nunggu terus,terlalu ribet buat login ulang harus masa jedanya xjam setelah lebih dari masih disuruh menunggu lagi katanya dibuatkan laporan sampai kapan menunggu terus,"['terlalu', 'ribet', 'buat', 'login', 'ulang', 'harus', 'masa', 'jedanya', 'xjam', 'setelah', 'lebih', 'dari', 'masih', 'disuruh', 'menunggu', 'lagi', 'katanya', 'dibuatkan', 'laporan', 'sampai', 'kapan', 'menunggu', 'terus']","['ribet', 'login', 'ulang', 'jedanya', 'xjam', 'disuruh', 'menunggu', 'dibuatkan', 'laporan', 'menunggu']",ribet login ulang jeda xjam suruh tunggu buat lapor tunggu,-1,negative
sangat brguna,sangat brguna,sangat brguna,"['sangat', 'brguna']",['brguna'],brguna,0,neutral
"dengan adanya paylater apalagi cicilan 0% untuk tempo 1 bulan ini bener"" sangat membantu usaha kami.. kami bisa beli barang dengan memanfaatkan ini kami berharap program ini terus berlanjut agar bisa membantu meningkatkan UMKM di Indonesia..",dengan adanya paylater apalagi cicilan untuk tempo bulan bener sangat membantu usaha kami kami bisa beli barang dengan memanfaatkan kami berharap program terus berlanjut agar bisa membantu meningkatkan umkm indonesia,dengan adanya paylater apalagi cicilan untuk tempo bulan benar sangat membantu usaha kami kami bisa beli barang dengan memanfaatkan kami berharap program terus berlanjut agar bisa membantu meningkatkan umkm indonesia,"['dengan', 'adanya', 'paylater', 'apalagi', 'cicilan', 'untuk', 'tempo', 'bulan', 'benar', 'sangat', 'membantu', 'usaha', 'kami', 'kami', 'bisa', 'beli', 'barang', 'dengan', 'memanfaatkan', 'kami', 'berharap', 'program', 'terus', 'berlanjut', 'agar', 'bisa', 'membantu', 'meningkatkan', 'umkm', 'indonesia']","['paylater', 'cicilan', 'tempo', 'membantu', 'usaha', 'beli', 'barang', 'memanfaatkan', 'berharap', 'program', 'berlanjut', 'membantu', 'meningkatkan', 'umkm', 'indonesia']",paylater cicil tempo bantu usaha beli barang manfaat harap program lanjut bantu tingkat umkm indonesia,21,positive
sangettt baggus,sangettt baggus,sangettt baggus,"['sangettt', 'baggus']","['sangettt', 'baggus']",sangettt baggus,0,neutral
kami mohon pesanan wajib pas dgn yg di pesan... ini hanya hibauwan Terima kasih... biar sip kawan.....,kami mohon pesanan wajib pesan hanya hibauwan terima kasih biar kawan,kami mohon pesanan wajib pesan hanya hibauwan terima kasih biar kawan,"['kami', 'mohon', 'pesanan', 'wajib', 'pesan', 'hanya', 'hibauwan', 'terima', 'kasih', 'biar', 'kawan']","['mohon', 'pesanan', 'wajib', 'pesan', 'hibauwan', 'terima', 'kasih', 'biar', 'kawan']",mohon pesan wajib pesan hibauwan terima kasih biar kawan,9,positive
kenapa gagal saya melakukan transaksi qris,kenapa gagal saya melakukan transaksi qris,kenapa gagal saya melakukan transaksi qris,"['kenapa', 'gagal', 'saya', 'melakukan', 'transaksi', 'qris']","['gagal', 'transaksi', 'qris']",gagal transaksi qris,0,neutral
muantappp,muantappp,muantappp,['muantappp'],['muantappp'],muantappp,0,neutral
mudah sekali pake ini,mudah sekali pake,mudah sekali pakai,"['mudah', 'sekali', 'pakai']","['mudah', 'pakai']",mudah pakai,4,positive
ga pernah di ACC untuk melakukan pinjaman,pernah untuk melakukan pinjaman,pernah untuk melakukan pinjaman,"['pernah', 'untuk', 'melakukan', 'pinjaman']",['pinjaman'],pinjam,0,neutral
bagus banget sih cuman kenapa ngumpulin koin harus ada saldo nya dulu baru bisa terkumpul,bagus banget cuman kenapa ngumpulin koin harus saldo dulu baru bisa terkumpul,bagus banget cuman kenapa ngumpulin koin harus saldo dulu baru bisa terkumpul,"['bagus', 'banget', 'cuman', 'kenapa', 'ngumpulin', 'koin', 'harus', 'saldo', 'dulu', 'baru', 'bisa', 'terkumpul']","['bagus', 'banget', 'cuman', 'ngumpulin', 'koin', 'saldo', 'terkumpul']",bagus banget cuman ngumpulin koin saldo kumpul,5,positive
praktis dlm pemakaian & banyak gratisan tanpa biaya admin dlm transaksi transfer antar bank,praktis pemakaian banyak gratisan tanpa biaya admin transaksi transfer antar bank,praktis pemakaian banyak gratisan tanpa biaya admin transaksi transfer antar bank,"['praktis', 'pemakaian', 'banyak', 'gratisan', 'tanpa', 'biaya', 'admin', 'transaksi', 'transfer', 'antar', 'bank']","['praktis', 'pemakaian', 'gratisan', 'biaya', 'admin', 'transaksi', 'transfer', 'bank']",praktis pakai gratis biaya admin transaksi transfer bank,12,positive
apk mantap mempermudah pembayaran segala macam Cok banyak bonus lagi,mantap mempermudah pembayaran segala macam banyak bonus lagi,mantap mempermudah pembayaran segala macam banyak bonus lagi,"['mantap', 'mempermudah', 'pembayaran', 'segala', 'macam', 'banyak', 'bonus', 'lagi']","['mantap', 'mempermudah', 'pembayaran', 'bonus']",mantap mudah bayar bonus,14,positive
mudah digunakan dan simpel,mudah digunakan simpel,mudah digunakan simpel,"['mudah', 'digunakan', 'simpel']","['mudah', 'simpel']",mudah simpel,7,positive
good ..mantap,good mantap,good mantap,"['good', 'mantap']","['good', 'mantap']",good mantap,10,positive
mantap pokok nya👍,mantap pokok,mantap pokok,"['mantap', 'pokok']","['mantap', 'pokok']",mantap pokok,8,positive
ok ok ok mantap,mantap,mantap,['mantap'],['mantap'],mantap,5,positive
Aplikasinya bagus dan mudah di gunakan..,aplikasinya bagus mudah gunakan,aplikasinya bagus mudah gunakan,"['aplikasinya', 'bagus', 'mudah', 'gunakan']","['aplikasinya', 'bagus', 'mudah']",aplikasi bagus mudah,2,positive
"aneh knapa saldoku 400rb sekian,, buat tf 152000 knapa sisa saldo jd 100rb sekian gmna nh..",aneh knapa saldoku rb sekian buat  knapa sisa saldo rb sekian gmna,aneh knapa saldoku ribu sekian buat knapa sisa saldo ribu sekian bagaimana,"['aneh', 'knapa', 'saldoku', 'ribu', 'sekian', 'buat', 'knapa', 'sisa', 'saldo', 'ribu', 'sekian', 'bagaimana']","['aneh', 'knapa', 'saldoku', 'ribu', 'sekian', 'knapa', 'sisa', 'saldo', 'ribu', 'sekian']",aneh knapa saldo ribu sekian knapa sisa saldo ribu sekian,4,positive
aplikasi ini dengan cepat mencari barang apa yg kita mau belanja kan.,aplikasi dengan cepat mencari barang kita belanja,aplikasi dengan cepat mencari barang kita belanja,"['aplikasi', 'dengan', 'cepat', 'mencari', 'barang', 'kita', 'belanja']","['aplikasi', 'cepat', 'mencari', 'barang', 'belanja']",aplikasi cepat cari barang belanja,-2,negative
sangat bermanfaat buat saya,sangat bermanfaat buat saya,sangat bermanfaat buat saya,"['sangat', 'bermanfaat', 'buat', 'saya']",['bermanfaat'],manfaat,5,positive
aman dan mudah diakses.,aman mudah diakses,aman mudah diakses,"['aman', 'mudah', 'diakses']","['aman', 'mudah', 'diakses']",aman mudah akses,6,positive
"mantap 👍👍👍""!",mantap,mantap,['mantap'],['mantap'],mantap,5,positive
nyaman bget dgqn adanya shopeepay,nyaman bget dgqn adanya shopeepay,nyaman banget dgqn adanya shopeepay,"['nyaman', 'banget', 'dgqn', 'adanya', 'shopeepay']","['nyaman', 'banget', 'dgqn', 'shopeepay']",nyaman banget dgqn shopeepay,5,positive
tolong di tingkatkan lagi dalam pelayanan secepat kilat,tolong tingkatkan lagi dalam pelayanan secepat kilat,tolong tingkatkan lagi dalam pelayanan secepat kilat,"['tolong', 'tingkatkan', 'lagi', 'dalam', 'pelayanan', 'secepat', 'kilat']","['tolong', 'tingkatkan', 'pelayanan', 'secepat', 'kilat']",tolong tingkat layan cepat kilat,12,positive
Sangat membantu untuk berbagai kebutuhan belanja. Terimakasih,sangat membantu untuk berbagai kebutuhan belanja terimakasih,sangat membantu untuk berbagai kebutuhan belanja terimakasih,"['sangat', 'membantu', 'untuk', 'berbagai', 'kebutuhan', 'belanja', 'terimakasih']","['membantu', 'kebutuhan', 'belanja', 'terimakasih']",bantu butuh belanja terimakasih,5,positive
"Gak mudeng ama jasa yg di kasih, telat ga sampe 1 menit harganya berubah. Bikin Emosi",mudeng jasa kasih telat sampe menit harganya berubah bikin emosi,mudeng jasa kasih telat sampai menit harganya berubah bikin emosi,"['mudeng', 'jasa', 'kasih', 'telat', 'sampai', 'menit', 'harganya', 'berubah', 'bikin', 'emosi']","['mudeng', 'jasa', 'kasih', 'telat', 'menit', 'harganya', 'berubah', 'bikin', 'emosi']",mudeng jasa kasih telat menit harga ubah bikin emosi,7,positive
sayah si pemula.bagus sangat membantu,sayah pemulabagus sangat membantu,sayah pemulabagus sangat membantu,"['sayah', 'pemulabagus', 'sangat', 'membantu']","['sayah', 'pemulabagus', 'membantu']",sayah pemulabagus bantu,3,positive
"keren shopeePay,",keren shopeepay,keren shopeepay,"['keren', 'shopeepay']","['keren', 'shopeepay']",keren shopeepay,0,neutral
murah & cepat,murah cepat,murah cepat,"['murah', 'cepat']","['murah', 'cepat']",murah cepat,6,positive
oksihh,oksihh,oksihh,['oksihh'],['oksihh'],oksihh,0,neutral
makin mudah bertransaksi apapun dan dimanapun,makin mudah bertransaksi apapun dimanapun,makin mudah bertransaksi apapun dimanapun,"['makin', 'mudah', 'bertransaksi', 'apapun', 'dimanapun']","['mudah', 'bertransaksi', 'apapun', 'dimanapun']",mudah transaksi apa mana,5,positive
baru pertama kali bergabung di aplikasi ini,baru pertama kali bergabung aplikasi,baru pertama kali bergabung aplikasi,"['baru', 'pertama', 'kali', 'bergabung', 'aplikasi']","['kali', 'bergabung', 'aplikasi']",kali gabung aplikasi,-9,negative
mantapp jiwa,mantapp jiwa,mantap jiwa,"['mantap', 'jiwa']","['mantap', 'jiwa']",mantap jiwa,5,positive
mantabs👍,mantabs,mantab,['mantab'],['mantab'],mantab,0,neutral
akurat,akurat,akurat,['akurat'],['akurat'],akurat,0,neutral
Aplikasi yang tidak bertanggungjawab,aplikasi yang tidak bertanggungjawab,aplikasi yang tidak bertanggungjawab,"['aplikasi', 'yang', 'tidak', 'bertanggungjawab']","['aplikasi', 'bertanggungjawab']",aplikasi bertanggungjawab,-4,negative
apk bagus mantap praktis,bagus mantap praktis,bagus mantap praktis,"['bagus', 'mantap', 'praktis']","['bagus', 'mantap', 'praktis']",bagus mantap praktis,11,positive
cepat dalam penyelesaian return barang/uang,cepat dalam penyelesaian return baranguang,cepat dalam penyelesaian return baranguang,"['cepat', 'dalam', 'penyelesaian', 'return', 'baranguang']","['cepat', 'penyelesaian', 'return', 'baranguang']",cepat selesai return baranguang,5,positive
semoga bagus,semoga bagus,semoga bagus,"['semoga', 'bagus']","['semoga', 'bagus']",moga bagus,3,positive
oke terbaik,terbaik,terbaik,['terbaik'],['terbaik'],baik,3,positive
"Memang mempermudah dalam bertransaksi, asalkan gablek duit ,😇👍🙏",memang mempermudah dalam bertransaksi asalkan gablek duit,memang mempermudah dalam bertransaksi asalkan gablek duit,"['memang', 'mempermudah', 'dalam', 'bertransaksi', 'asalkan', 'gablek', 'duit']","['mempermudah', 'bertransaksi', 'gablek', 'duit']",mudah transaksi gablek duit,8,positive
mantaaaaaap,mantaaaaaap,mantaaaaaap,['mantaaaaaap'],['mantaaaaaap'],mantaaaaaap,0,neutral
"top up/kirim dana ke e-wallet diberi keterangan ""gratis"" tapi kena potongan",upkirim dana ewallet diberi keterangan gratis tapi kena potongan,upkirim dana ewallet diberi keterangan gratis tapi kena potongan,"['upkirim', 'dana', 'ewallet', 'diberi', 'keterangan', 'gratis', 'tapi', 'kena', 'potongan']","['upkirim', 'dana', 'ewallet', 'keterangan', 'gratis', 'kena', 'potongan']",upkirim dana ewallet terang gratis kena potong,5,positive
sangat membantu bisnis usaha,sangat membantu bisnis usaha,sangat membantu bisnis usaha,"['sangat', 'membantu', 'bisnis', 'usaha']","['membantu', 'bisnis', 'usaha']",bantu bisnis usaha,7,positive
mantul mantap cepat,mantul mantap cepat,mantul mantap cepat,"['mantul', 'mantap', 'cepat']","['mantul', 'mantap', 'cepat']",mantul mantap cepat,8,positive
sangat berguna😍,sangat berguna,sangat berguna,"['sangat', 'berguna']",['berguna'],guna,1,positive
"Sangat mudah utk mencari segala kebutuhan, tdk ribet utk return Krn byk pilihan utk return, intix kejujuran, komunikatif, dan transparan utk pembuktian dari return tsb, tq shopee ud sangat membantu mencari kebutuhan utk saya, Baraqallah",sangat mudah mencari segala kebutuhan ribet return pilihan return intix kejujuran komunikatif transparan pembuktian dari return shopee sangat membantu mencari kebutuhan saya baraqallah,sangat mudah mencari segala kebutuhan ribet return pilihan return intix kejujuran komunikatif transparan pembuktian dari return shopee sangat membantu mencari kebutuhan saya baraqallah,"['sangat', 'mudah', 'mencari', 'segala', 'kebutuhan', 'ribet', 'return', 'pilihan', 'return', 'intix', 'kejujuran', 'komunikatif', 'transparan', 'pembuktian', 'dari', 'return', 'shopee', 'sangat', 'membantu', 'mencari', 'kebutuhan', 'saya', 'baraqallah']","['mudah', 'mencari', 'kebutuhan', 'ribet', 'return', 'pilihan', 'return', 'intix', 'kejujuran', 'komunikatif', 'transparan', 'pembuktian', 'return', 'shopee', 'membantu', 'mencari', 'kebutuhan', 'baraqallah']",mudah cari butuh ribet return pilih return intix jujur komunikatif transparan bukti return shopee bantu cari butuh baraqallah,-11,negative
goookkiilllll..... tingkat kan trus🤭🤭,goookkiilllll tingkat trus,goookkiilllll tingkat terus,"['goookkiilllll', 'tingkat', 'terus']","['goookkiilllll', 'tingkat']",goookkiilllll tingkat,1,positive
