Review text,teks_bersih
permudah,permudah
"kenapa dana tidak ada event free,, seperti gopay treasure hunter",kenapa dana tidak event free seperti gopay treasure hunter
nda ada traksaksi tiba2 saldo hilang,traksaksi tiba2 saldo hilang
kenapa saya tidak ada dana cicilnya min.?,kenapa saya tidak dana cicilnya
"halo dana saya sudah mencoba top up lagi namun dengan cara yang berbeda yaitu langsung di aplikasi dana yang diarahkan ke wa dana di situ saya tidak bisa melakukan transaksi top up malah muncul pesan error yang mengatakan ""udh oh something went wrong here. please try again later."" padahal sinyal bagus dan saldo masih sangat mencukupi",halo dana saya sudah mencoba lagi namun dengan cara yang berbeda yaitu langsung aplikasi dana yang diarahkan dana situ saya tidak bisa melakukan transaksi malah muncul pesan error yang mengatakan something went wrong here please again later padahal sinyal bagus saldo masih sangat mencukupi
dana cicil aktip kn dong,dana cicil aktip dong
"Sy mau tny nih , knp setelah main game block puzzle rilex , ada penarikan uang , gagal , padahal akun bolak balik diketik sudah bener , gagal trs , apa Krn sy blm download aplikasi Dana dompet kah",setelah main game block puzzle rilex penarikan uang gagal padahal akun bolak balik diketik sudah bener gagal download aplikasi Dana dompet
"hati hati aja kalau bisa mah simpen uang d bank terpercaya aja, soal y apl ini ribet kalau akun udah gak bisa login jika ada saldo d akun lama akan d persulit, pada hal data dan laporan y orang yang punya saldo y, mungkin di persulit buat d ambil uang y,",hati hati kalau bisa simpen uang bank terpercaya soal ribet kalau akun udah bisa login jika saldo akun lama akan persulit pada data laporan orang yang punya saldo mungkin persulit buat ambil uang
cepat mudah dan sangat praktis dan tidak ada biaya dan paling bagus dari yg lain,cepat mudah sangat praktis tidak biaya paling bagus dari lain
sabaik,sabaik
gua udah mintol buat cek pengiriman sudah di terima apa belum terus di suruh nungguin mak 2hari tapi gada hasil nya sama sekali,udah mintol buat pengiriman sudah terima belum terus suruh nungguin 2hari tapi gada hasil sama sekali
"Coba developer perbaiki kadang ini dana,sering tidak bisa top up dan login perbaiki semaksimal mungkin",Coba developer perbaiki kadang danasering tidak bisa login perbaiki semaksimal mungkin
"Alhamdulillah, makasih dana thanks you very much",Alhamdulillah makasih dana thanks very much
SANGAT BURUK,SANGAT BURUK
"saya memakai ktp tante saya untuk meng upgrade menjadi dana premium saya tidak bisa bertransaksi jika memakai face id, uang syaa ketahan dan saya tidak bisa melakukan apapun",saya memakai tante saya untuk meng upgrade menjadi dana premium saya tidak bisa bertransaksi jika memakai face uang syaa ketahan saya tidak bisa melakukan apapun
"bagus,,membantu transaksi enak juga",bagusmembantu transaksi enak juga
terimakasih banyak tim dana transaksi keuangan saya jadi lancar dan aman,terimakasih banyak dana transaksi keuangan saya jadi lancar aman
"mantap,segala jadi mudah",mantapsegala jadi mudah
aplikasi dana emang bagus untuk menyimpan uang dalam menabung saya kasih bintang 5 karena terlalu bagus untuk menabung 🤑🤑,aplikasi dana emang bagus untuk menyimpan uang dalam menabung saya kasih bintang karena terlalu bagus untuk menabung
"kenapa ga bisa buka inbox 😠 padahal itu penting,kecewa",kenapa bisa buka inbox padahal pentingkecewa
puas dan mantap,puas mantap
"fitur DIANA digital assistant sangat tidak membantu menyelesaikan masalah, yang ada jawabannya hanya bikin saya emosi, saya juga tidak bisa melampirkan file dari masalah/kendala yang saya alami saat saya berusaha melaporkan ke DIANA. saya juga sudah mencoba dm Instagram tapi tidak direspon, via email pun sama. ini bagaimana pelayanannya customer service nya???",fitur DIANA digital assistant sangat tidak membantu menyelesaikan masalah yang jawabannya hanya bikin saya emosi saya juga tidak bisa melampirkan file dari masalahkendala yang saya alami saat saya berusaha melaporkan DIANA saya juga sudah mencoba Instagram tapi tidak direspon email sama bagaimana pelayanannya customer service
"setiap top up dana k3 alfamrat selalu dikenakan potongan Rp 1.500, parah banget padahal semua keluarga besar saya sudah saua ajak pake apk Dana ini, kalo kayabgini mah saya mending beralih ke Seabank",setiap dana alfamrat selalu dikenakan potongan 1500 parah banget padahal semua keluarga besar saya sudah saua ajak pake Dana kalo kayabgini saya mending beralih Seabank
"saya top up dari jenius ke dana tapi saldo dana tidak bertambah padahal sudah berhasil terkirim dari aplikasi jenius,sudah minta bantuan cs tapi tidak ada solusi dari pihak dana",saya dari jenius dana tapi saldo dana tidak bertambah padahal sudah berhasil terkirim dari aplikasi jeniussudah minta bantuan tapi tidak solusi dari pihak dana
dana cicil gua ga bisa di bukak cuma layar putih aaja tolonglah yang lain bisa menggunakan kenapa saya blm bisa,dana cicil bisa bukak cuma layar putih aaja tolonglah yang lain bisa menggunakan kenapa saya bisa
"apk nya angat bagus ,",angat bagus
"ini dana aku kenapa error ya, sudah masuk ke dana malah ke loh out trus daftar ulang memakai nomor HP yang sama lalu verifikasi memakai passkey malah data terenkripsi, login lagi memakai pin malah gabisa terus, sudah chat diana tapi no resp lelet banget tolong donggg ini pihak dana dibenerin, saya jadi susah mau transaksi",dana kenapa error sudah masuk dana malah trus daftar ulang memakai nomor yang sama lalu verifikasi memakai passkey malah data terenkripsi login lagi memakai malah gabisa terus sudah chat diana tapi resp lelet banget tolong donggg pihak dana dibenerin saya jadi susah transaksi
mudah dan cepat admin ke antar bank cuma 500 rupiah ... mantap,mudah cepat admin antar bank cuma rupiah mantap
mantap tingkatkan kualitas nya lagi,mantap tingkatkan kualitas lagi
apk tolol gapernah berlangganan apapun ada tagihan otomatis 👎,tolol gapernah berlangganan apapun tagihan otomatis
tolong dong . bulak balik terus di menu login,tolong dong bulak balik terus menu login
مرحبًا,مرحبا
perbaiki akun dana dompet digital,perbaiki akun dana dompet digital
lebih mudah digunakan nya,lebih mudah digunakan
efektif buat transefer kmn saja,efektif buat transefer saja
Mantap. aplikasi yang bertanggung jawab. cuma memang sedikit terlambat. semoga tidak banyak terjadi Kendala lagi untuk DANA . sisanya keren 👍😊,Mantap aplikasi yang bertanggung jawab cuma memang sedikit terlambat semoga tidak banyak terjadi Kendala lagi untuk DANA sisanya keren
mantap aplikasi nya sangat cepat pembayaran,mantap aplikasi sangat cepat pembayaran
cuma login ribet Padahal no sudah tidak aktif tapi malah minta kode otp ribet banget padahal udah pake pin,cuma login ribet Padahal sudah tidak aktif tapi malah minta kode ribet banget padahal udah pake
"sangat baik , amanah terus ya dana 🤩🤩",sangat baik amanah terus dana
"maap bangett k setelah update buat kami. yng kehilangan hp +nomor hnpon otomatis tidak bisa menerima otp ,apa lagi ada metode paskey adehh 😭ga bisa di buka dana saya ,pin sudah verivikasi muka sudah , tetapi tidak bisa login",maap bangett setelah update buat kami kehilangan nomor hnpon otomatis tidak bisa menerima lagi metode paskey adehh bisa buka dana saya sudah verivikasi muka sudah tetapi tidak bisa login
maknyos,maknyos
Oky,
tingkatkan terus untuk kenyamanan dan keamanannya,tingkatkan terus untuk kenyamanan keamanannya
tolong kak aplikasi dana ku diperbaiki,tolong aplikasi dana diperbaiki
sudah 2thn akun saya di tangguhkan . mohon di kaji ulang. agar bisa di gunakan kembali,sudah 2thn akun saya tangguhkan mohon kaji ulang agar bisa gunakan kembali
nga jelas aplikasi dana ini,jelas aplikasi dana
kenapa tidak bisa untuk tf dan loading trs aja,kenapa tidak bisa untuk loading
transaksi gampang gak ribet,transaksi gampang ribet
tombol aktivasi dana saya gak bisa padahal sudah tersedia dana cicil,tombol aktivasi dana saya bisa padahal sudah tersedia dana cicil
i love aplikasi DANA yg sangat membantu masyarakat Indonesia. untuk semua saudara/saudariku rakyat Indonesia dukung Dan download sekarang juga aplikasi ini guys sangat mudah dan terpecaya untuk pembayaran tq for you DANA is the best very good aplikasi 😊😊😊😊😘😘😘😘🙏🙏🙏🙏,love aplikasi DANA sangat membantu masyarakat Indonesia untuk semua saudarasaudariku rakyat Indonesia dukung download sekarang juga aplikasi guys sangat mudah terpecaya untuk pembayaran DANA best very good aplikasi
kenapa Dana Saya Saat Di Buka Selalu Tidak ad Jaringan Internet nya,kenapa Dana Saya Saat Buka Selalu Tidak Jaringan Internet
terimakasih aplikasi dana sudah membantu saya,terimakasih aplikasi dana sudah membantu saya
Wah,
"Tidak bisa widraw saldo dari ""Dana+"" ke akun ""Dana Pribadi"". sudah tanya Diana tapi masuk antrian mulu tidak ada tindak lanjutnya sama sekali. katanya penarikan instan, tapi hampir 10 bulan tidak bisa tarik sama sekali.. katanya bisa WD dana plus kapan saja, tapi selalu ada kendala saat transaksi WD. masih tidak bisa WD, dan belum ada solusinya, mau tutup aplikasi Dana Plus saja. masih belum bisa juga, sudah hampir 10 bulan eror. masih belum bisa hampir setahunan. masih belum bisa juga..........",Tidak bisa widraw saldo dari Dana akun Dana Pribadi sudah tanya Diana tapi masuk antrian mulu tidak tindak lanjutnya sama sekali katanya penarikan instan tapi hampir bulan tidak bisa tarik sama sekali katanya bisa dana plus kapan saja tapi selalu kendala saat transaksi masih tidak bisa belum solusinya tutup aplikasi Dana Plus saja masih belum bisa juga sudah hampir bulan eror masih belum bisa hampir setahunan masih belum bisa juga
aplikasih mantapp,aplikasih mantapp
Transaksi jd mudah gak ribet cmk Sayang Dana cicil gak bisa d buka,Transaksi mudah ribet Sayang Dana cicil bisa buka
"aplikasi terbaik, sering-sering ya bikin eventnya",aplikasi terbaik seringsering bikin eventnya
okkk,okkk
aplikasi ini sangat membantu untuk di dunia saat ini yang apa apa serba digital,aplikasi sangat membantu untuk dunia saat yang serba digital
"cepat tepat, dan aman",cepat tepat aman
puas benget kmana teansaksi lebih cepat,puas benget kmana teansaksi lebih cepat
MUDAH MUDAHAN AKUN SAYA KEMBALI YANG NOMOR NYA SUDAH GAK AKTIF 🙏,MUDAH MUDAHAN AKUN SAYA KEMBALI YANG NOMOR SUDAH AKTIF
kk fitur dana cicil saya sudah ada tapi kok gak bisa di buka atau di gunakan ya apa kendalanya,fitur dana cicil saya sudah tapi bisa buka atau gunakan kendalanya
pokoknya saya suka,pokoknya saya suka
Kenapa verivikasi akun aku gagal,Kenapa verivikasi akun gagal
Alhamdulillah menginstal aplikasi Dana saya menjadi gampang cara mengirim atau mengambil uang Saya merasa nyaman adanya aplikasi Dana,Alhamdulillah menginstal aplikasi Dana saya menjadi gampang cara mengirim atau mengambil uang Saya merasa nyaman adanya aplikasi Dana
saya sangat kecewa karena sya peli pulsa belum ada yang masuk,saya sangat kecewa karena peli pulsa belum yang masuk
"kenapa sekarang dana suka ada transaksi tiba - tiba ya, padahal saya tidak pernah melakukan transaksi tersebut",kenapa sekarang dana suka transaksi tiba tiba padahal saya tidak pernah melakukan transaksi tersebut
Kren banget,Kren banget
kenapa akun dana saya ttidak bisa transaksi,kenapa akun dana saya ttidak bisa transaksi
tidal visa melakukan pembayaran,tidal visa melakukan pembayaran
transaksi udah jutaan tapi tetep fitur dana cicil blom muncul padahal sarat nya udah semua,transaksi udah jutaan tapi tetep fitur dana cicil blom muncul padahal sarat udah semua
sangant membantu,sangant membantu
"aplikasi gajelas, duit tiba tiba kesedot sendiri, kecewa berst",aplikasi gajelas duit tiba tiba kesedot sendiri kecewa berst
kok saya gak ada pitur dana cicil nya,saya pitur dana cicil
sangatt puass,sangatt puass
"Selama ini bagus dalam ber transaksi namun sedikit kecewa karena fitur dana cicil tidak tersedia seperti akun dana lain nya,padahal selalu ber transaksi melalu dana dan akun pun sudah premium udah lama,☹️",Selama bagus dalam transaksi namun sedikit kecewa karena fitur dana cicil tidak tersedia seperti akun dana lain nyapadahal selalu transaksi melalu dana akun sudah premium udah lama
"ini aplikasi dana kenapa login nya kembali lagi,di coba bbrapa x gak bisa login,",aplikasi dana kenapa login kembali lagidi coba bbrapa bisa login
dana cicil saya GK keluar,dana cicil saya keluar
"setiap transaksi error Mulu,dana nya ga ada masalah setiap mau transaksi error. tolong dong gimana ini dana setiap mau top up di dana error",setiap transaksi error Muludana masalah setiap transaksi error tolong dong gimana dana setiap dana error
aplikasi ini sangat membutuhkan saya,aplikasi sangat membutuhkan saya
"cuma kadang ngelag, kyk aplikasi berat. selain itu oke² aja",cuma kadang ngelag aplikasi berat selain oke²
buruk selalu bnykan biaya admin jika transfer,buruk selalu bnykan biaya admin jika transfer
sudah kehabisan kata kata mutiara😁👍,sudah kehabisan kata kata mutiara
Asal sedot sedit bae ajing,Asal sedot sedit ajing
lumayan membantu mempercepat koneksi simpan kirim dan lain lain,lumayan membantu mempercepat koneksi simpan kirim lain lain
lebih simple pke dana,lebih simple dana
jos jos pembayaran lebih gampang,pembayaran lebih gampang
love,love
sya sda dpo kok gk tebac,tebac
tolong di perbaiki dong akun yang kena limit transaksi bulanan dari bulan mei sampai Desember belum kelar🙏,tolong perbaiki dong akun yang kena limit transaksi bulanan dari bulan sampai Desember belum kelar
serabutan,serabutan
mudah bagus,mudah bagus
bagus untuk transaksi,bagus untuk transaksi
jadi permudah terbaik lah,jadi permudah terbaik
Sangat memuaskan,Sangat memuaskan
eror,eror
"kenapa tabungan emas saya berkurang dari 0,1428 setelah nambah topup malah berkurang cuma 0,143 kenapa tuh",kenapa tabungan emas saya berkurang dari 01428 setelah nambah topup malah berkurang cuma 0143 kenapa
"setelah update tak bisa byr TF ( beli paket ) lewat dana,,sebelumnya bisa,,makin kesini bukan tambh baik,,mundur kebelakang,,",setelah update bisa beli paket lewat danasebelumnya bisamakin kesini bukan tambh baikmundur kebelakang
massa dana saya g bisa2 kebuka gimana cara buka danaya,massa dana saya bisa2 kebuka gimana cara buka danaya
saya tidak bisa melakukan penggantian nomor lama ke yang baru,saya tidak bisa melakukan penggantian nomor lama yang baru
Dana sudah membaik,Dana sudah membaik
tidak ada fitur dana cicil,tidak fitur dana cicil
lahh anying kata gua mah habis update app nya malah force close mulu sering ngecrash kenapa dahh😭😭 ceche nya udah di delete tetep ajaa ga ada perubahan,lahh anying kata habis update malah force close mulu sering ngecrash kenapa dahh ceche udah delete tetep ajaa perubahan
"kenapa gak Isa login akun dana setelah di upgrade,",kenapa login akun dana setelah upgrade
aplikasi ini sangkat bermanfaat bangett pokoknya,aplikasi sangkat bermanfaat bangett pokoknya
top BgT,
apk yg aman buat transaksi dan sangat mudah terimakasih dana,aman buat transaksi sangat mudah terimakasih dana
"kok dana cicil saya ada tampilan. tapi jika di klik tidak bisa/loding aja, sekalinya tampil gambar tidak bisa di akses?",dana cicil saya tampilan tapi jika klik tidak bisaloding sekalinya tampil gambar tidak bisa akses
kok jadi susah login yaaa,jadi susah login yaaa
apk terbaik,terbaik
makin kesini DANA makin gak jelas PUSAT BANTUAN YANG JAWAB ROBOT SATU KATA TOLOLL,makin kesini DANA makin jelas PUSAT BANTUAN YANG JAWAB ROBOT SATU KATA TOLOLL
lancar lancar saja tanpa ada masalah,lancar lancar saja tanpa masalah
dana cicil saya tidak bisa verifikasi gak bisa di gunakan buat apa seperti itu,dana cicil saya tidak bisa verifikasi bisa gunakan buat seperti
cepat dan lancar,cepat lancar
"Kenapa Saya tidak ada Fitur DANA PAYLATER, dan bantu biar ada fitur DANA PAYLATER",Kenapa Saya tidak Fitur DANA PAYLATER bantu biar fitur DANA PAYLATER
Napa dana cicil saya tidak ada,Napa dana cicil saya tidak
dana ini jelek amat saldo saya hilang di dana ini,dana jelek amat saldo saya hilang dana
kurang lancar,kurang lancar
masih penuh yaaa buat slot apa yaa sama orang,masih penuh yaaa buat slot sama orang
cepat mudah dan terpercaya,cepat mudah terpercaya
buat top up game udah susah bngr jelek bngt sekarang update busuk,buat game udah susah bngr jelek bngt sekarang update busuk
"mengapa scan qriss saya ga bisa dipakek, bacaan nya gambar qr kurang jelas, mau itu lewat kamera / foto sama saja, padahal di perangkat lain bisa, saya sudah update, hapus cache, dan download ulang, tapi sama saja hasilnya, tolong perbaiki",mengapa scan qriss saya bisa dipakek bacaan gambar kurang jelas lewat kamera foto sama saja padahal perangkat lain bisa saya sudah update hapus cache download ulang tapi sama saja hasilnya tolong perbaiki
selalu membantu apk dana,selalu membantu dana
tolong untuk fitur instan dana,tolong untuk fitur instan dana
aplikasi dompet digital yg bagus,aplikasi dompet digital bagus
sangat bagus.transaksi cepat.,sangat bagustransaksi cepat
ful bintang,bintang
ak sukh apk dana ini 💪🏻,sukh dana
"total mutasi perhari selalu selisih, udh ada hampir seminggu ini..",total mutasi perhari selalu selisih hampir seminggu
cara masuk dana yang dulu,cara masuk dana yang dulu
ini dana mau di update berapa kali pun tidak pernah diperiksa bug hitam nya... kedepan saya tidak mau pakai dana lagi,dana update berapa kali tidak pernah diperiksa hitam kedepan saya tidak pakai dana lagi
kerja bagus🗿,kerja bagus
tolong di bantu dana cicil saya,tolong bantu dana cicil saya
"Saya ingin upgrade aplikasi dana saya, tolong beritahu caranya untuk mengupgrade aplikasi dana saya",Saya ingin upgrade aplikasi dana saya tolong beritahu caranya untuk mengupgrade aplikasi dana saya
Kenapa Tidak Bisa Terima OTP Login Dari Email,Kenapa Tidak Bisa Terima Login Dari Email
sangat membantu dan mempermudah dalam bertransaksi,sangat membantu mempermudah dalam bertransaksi
kasih bintang lima supaya dana cicil terbuka,kasih bintang lima supaya dana cicil terbuka
cukup berguna,cukup berguna
"Aplikasinya bagus,manfaatnya banyak,tetapi jadi percuma karena saat mau ganti dg no hp yg baru tidak pernah bisa terverifikasi. Dg alasan ada kendala saat memproses",Aplikasinya bagusmanfaatnya banyaktetapi jadi percuma karena saat ganti baru tidak pernah bisa terverifikasi alasan kendala saat memproses
tolong proses dana cicil saya bosku 🙏,tolong proses dana cicil saya bosku
bagus pelayanan,bagus pelayanan
best..,best
sangan bagus,sangan bagus
"aplikasi ini tidak disarankan untuk di pakai,dikarenakan sistem keamanan nya yg tidak bagus dan sering dana kita hilang di aplikasi ini,mohon tolong diperhatikan ya untuk pihak dana",aplikasi tidak disarankan untuk pakaidikarenakan sistem keamanan tidak bagus sering dana kita hilang aplikasi inimohon tolong diperhatikan untuk pihak dana
penghapusan e KTP,penghapusan
"Terimakasih dana ga sia2 pake bertahun,di kasih dana cicil dan dana instan meski limit nya baru 500 ribu,lumayan kalo mendesak bsa terpakai",Terimakasih dana sia2 pake bertahundi kasih dana cicil dana instan meski limit baru ribulumayan kalo mendesak terpakai
saya sangat kecewa sekali byr ciciln dana tdk amanah saya byr cicilan pd hal saya gk da hutang hbs ini saya gk pakai dana cicil lgi,saya sangat kecewa sekali ciciln dana amanah saya cicilan saya hutang saya pakai dana cicil
"demi Allah Gak ikhlas uangku Dimaling di aplikasi ini,Hati hati sebelum korbannya banyak😡😡",demi Allah ikhlas uangku Dimaling aplikasi iniHati hati sebelum korbannya banyak
apknya sangat membantu dan aman 💙💙,apknya sangat membantu aman
Mantab,Mantab
sangat memusakann,sangat memusakann
punya saya tidak ada fitur dana cicil nya,punya saya tidak fitur dana cicil
Jarang menang,Jarang menang
sangan membantu,sangan membantu
"sangat membantu,,dana cicil nya gak ada",sangat membantudana cicil
bagus cepat,bagus cepat
knpah dana cicil sayah gagal terus,knpah dana cicil sayah gagal terus
bagus buat transaksi,bagus buat transaksi
kenapa fitur dana cicil saya tidak bisa di gunakan,kenapa fitur dana cicil saya tidak bisa gunakan
"udh premium masih aj dana cicilnya gk muncul, transaksi juga sring",premium masih dana cicilnya muncul transaksi juga sring
hapus premium dana,hapus premium dana
"Mengecewakan sekali,padahal sebelumnya baik-baik saja, setelah update malah makin parah",Mengecewakan sekalipadahal sebelumnya baikbaik saja setelah update malah makin parah
aplikasi ribet ga bertanggung jawab masalh otp,aplikasi ribet bertanggung jawab masalh
"di dana teman ada fitur pendukung lainnya di dana saya tidak ada , sangat di sayangkan kenapa harus lain2 fiturnya, padahal sering menggunakan dana",dana teman fitur pendukung lainnya dana saya tidak sangat sayangkan kenapa harus lain2 fiturnya padahal sering menggunakan dana
punya saya tidak ada fitur dana cicil min,punya saya tidak fitur dana cicil
andalan,andalan
KNP SYAA GAK ADA FITUR DANA PINJEM NYAA HADEHEH TOLONG JELAS KAN BIAR yaa lengkapin bintang nya,SYAA FITUR DANA PINJEM NYAA HADEHEH TOLONG JELAS BIAR lengkapin bintang
kenyamanan bertransaksi,kenyamanan bertransaksi
hallo saya udh transaksi banyk kok fitur dana INSTAN saya gak muncul muncul ya . padahal saya transaksi terus ?,hallo saya transaksi banyk fitur dana INSTAN saya muncul muncul padahal saya transaksi terus
malinggg,malinggg
sangat membantu untuk bertransaksi...,sangat membantu untuk bertransaksi
kendala Mulu sih salah masukin Pin lah ada kesalahan kendala coba lagi nanti,kendala Mulu salah masukin kesalahan kendala coba lagi nanti
"sudah muncul dana cicil tp hilang LG fiturnya,,minta tolong dipulihkan lembali",sudah muncul dana cicil hilang fiturnyaminta tolong dipulihkan lembali
Menarik,Menarik
Dana Hancur Sekarang Ganti Nomor Dana Untuk Pengembalian dana Yang Tertahan Proses 1 bulan...dulu cuma 3 hari selesai yang 2 juta lebih tapi ini cuma 100rbu butuh waktu 1 bulan.....,Dana Hancur Sekarang Ganti Nomor Dana Untuk Pengembalian dana Yang Tertahan Proses bulandulu cuma hari selesai yang juta lebih tapi cuma 100rbu butuh waktu bulan
gabisa membantu buat meminta pengembalian danaa,gabisa membantu buat meminta pengembalian danaa
"saya kasih bintang satu,karna dana cicil saya kaga bisa di pake padahal limit sudah tersedia prcma kaga bisa di pake ,harap di perbaiki dana cicilnya",saya kasih bintang satukarna dana cicil saya kaga bisa pake padahal limit sudah tersedia prcma kaga bisa pake harap perbaiki dana cicilnya
aktif fitur dana cicil,aktif fitur dana cicil
kecewa baget uang di dana abis . akibat dana ngk bisa di bukak . harus pakek kode otp . biasa ny masukin kata sandi udah bisa ke bukak,kecewa baget uang dana abis akibat dana bisa bukak harus pakek kode biasa masukin kata sandi udah bisa bukak
app nya bagus mudah di gunakan dan tidak ada bug pokoknya apk ini sangat bagus,bagus mudah gunakan tidak pokoknya sangat bagus
manrapp,manrapp
hati hati tiba tiba TF tanpa persetujuan,hati hati tiba tiba tanpa persetujuan
transaksi sampe 20 juta perbulan malah di bilang gak memenuhi Syarat buat Dana cicil. emang lawak,transaksi sampe juta perbulan malah bilang memenuhi Syarat buat Dana cicil emang lawak
mantap..👍👍,mantap
balikin duit akuuuuuu yg ke ambil,balikin duit akuuuuuu ambil
lelet,lelet
udah di update masih ajah ngebug,udah update masih ajah ngebug
hampir gak bisa login,hampir bisa login
aplikasi transfer sering eror bnyak gangguan disaat dibutuhkan untuk transaksi..tolong perbaiki,aplikasi transfer sering eror bnyak gangguan disaat dibutuhkan untuk transaksitolong perbaiki
setiap d pindah saldo nya selalu d kenakan biaya,setiap pindah saldo selalu kenakan biaya
Gk bsa masuk ngebug trus,masuk ngebug trus
cara memunculkan fitur dana cicil,cara memunculkan fitur dana cicil
saya mau mengajukan akses dana cicil,saya mengajukan akses dana cicil
tidak bisa masuk ke akun dana yg nomor hp sudah tidak aktif,tidak bisa masuk akun dana nomor sudah tidak aktif
Kenapa saya tidak bisa transaksi pembelian paket kuota gagal terus? Tolong diperbaiki kanapa ada kendala seperti itu!,Kenapa saya tidak bisa transaksi pembelian paket kuota gagal terus Tolong diperbaiki kanapa kendala seperti
apliksi Sangat mantap,apliksi Sangat mantap
"transaksi/mengirim saldo ke bank virtual gagal mulu , udah minta bantuan tetep aja ...",transaksimengirim saldo bank virtual gagal mulu udah minta bantuan tetep
Terbaik topp,Terbaik topp
Bagus bgt,Bagus
tidak bisa buka,tidak bisa buka
gak bermutu bgt.. transsaksi di batasi.. aplikasi ini tidak mendukung bgt bagi saya..,bermutu transsaksi batasi aplikasi tidak mendukung bagi saya
"KECEWA,,transaksi/penarikan Dana+ sudah berhasil,tetapi saldo tidak bertambah....",KECEWAtransaksipenarikan Dana sudah berhasiltetapi saldo tidak bertambah
bagus banget aplikasinya...sampae ga BS untuk tranfer. pas komnpirmasi pembayaran selalu looding..tp klo menerima ok terus..,bagus banget aplikasinyasampae untuk tranfer komnpirmasi pembayaran selalu loodingtp menerima terus
semoga dpt dana cicil,semoga dana cicil
"BELI 7GB+4GB. YG MASUK CUMA 7GB DONG. DANA. BAYAR DONG gak ada kejelasan, ga ada pengembalian paket setelah setahun. sekarang notif dikenakan biaya dr transfer orang lain telat 1 jam. sangat merugikan transaksi cepat",BELI 7GB4GB MASUK CUMA DONG DANA BAYAR DONG kejelasan pengembalian paket setelah setahun sekarang notif dikenakan biaya transfer orang lain telat sangat merugikan transaksi cepat
mudah di fungsikan,mudah fungsikan
sengaja kasih bintang 5 biar di baca setelah update dana tidak bisa korim uang lagi kirim pulsa juga gak bisa,sengaja kasih bintang biar baca setelah update dana tidak bisa korim uang lagi kirim pulsa juga bisa
aplikasi nya membantu banget,aplikasi membantu banget
"apk nya sngat membatu,,,, saya suka pak nya",sngat membatu saya suka
akun saya tidak bisa masuk,akun saya tidak bisa masuk
jangan install. dana disedot maling 2x aplikatornya ga bisa amanah dan lepas dr tanggung jawab. masa suruh lapor polisi? DANA penyebar masalah menjual solusi. jual DANA proteksi. masih ada dana cicil saya ga akan bayar sebagai tanggung jawab. silahkan lapor juga ke polisi,jangan install dana disedot maling aplikatornya bisa amanah lepas tanggung jawab masa suruh lapor polisi DANA penyebar masalah menjual solusi jual DANA proteksi masih dana cicil saya akan bayar sebagai tanggung jawab silahkan lapor juga polisi
Buruk,Buruk
percuma ada fitur dana cicilannya tapi gak bisa digunakan,percuma fitur dana cicilannya tapi bisa digunakan
Dana Ku selalu beda sama yg lain orang ada dana cicil saya ga ada,Dana selalu beda sama lain orang dana cicil saya
"katanya gratis top up Dana tapi kenyataan nya bohong, kena biaya 2500, payah👎👎👎",katanya gratis Dana tapi kenyataan bohong kena biaya 2500 payah
Coba dulu,Coba dulu
dana kasih fitur investasi tapi jangan pakek KTP lah coba yah buatkan,dana kasih fitur investasi tapi jangan pakek coba buatkan
KENA HACKE AKUN DANA DAN TIBA-TIBA DUIT NYA HILANG 55 RIBU. TOLONG KEMBALIIN DUIT GUA!!!,KENA HACKE AKUN DANA TIBATIBA DUIT HILANG RIBU TOLONG KEMBALIIN DUIT
tdk terlalu baik banyak potongan,terlalu baik banyak potongan
semoga sudah bisa melakukan pinjaman,semoga sudah bisa melakukan pinjaman
saldo dana saya kepotong tolong kembalikan saldo saya tolong pihak dana saldo saya telah salah kirim sebesar Rp 460000 tolong bantu saya untuk menyelesaikan masalah saya ini,saldo dana saya kepotong tolong kembalikan saldo saya tolong pihak dana saldo saya telah salah kirim sebesar 460000 tolong bantu saya untuk menyelesaikan masalah saya
350ribu hilang di dana pembayaran toko pedia katanya. padahal GK beli apapun,350ribu hilang dana pembayaran toko pedia katanya padahal beli apapun
Sangat membantu dalam ber transaksi,Sangat membantu dalam transaksi
dana bagus sangat cocok untuk transaksi kirim ataw terima uang dari manapun tidak pake ribet tida susah gampang enak,dana bagus sangat cocok untuk transaksi kirim ataw terima uang dari manapun tidak pake ribet tida susah gampang enak
Sebetulnya bagus. Tapi sayang saya pernah kebobolan saldo senila 500 ribu di aplikasi ini😌,Sebetulnya bagus Tapi sayang saya pernah kebobolan saldo senila ribu aplikasi
"kenapa yang lain ada dana cicil kok puny saya g ad,pdahal aplikasi sama",kenapa yang lain dana cicil puny saya adpdahal aplikasi sama
bintang tiga dulu,bintang tiga dulu
"Jangan sampai uang konsumen di ambil orang lain atau di hack, terimakasih",Jangan sampai uang konsumen ambil orang lain atau hack terimakasih
"update seribu kali tetap sama ajh, pesan ada kendala saat login coba lagi nanti",update seribu kali tetap sama pesan kendala saat login coba lagi nanti
sangat memudhkan,sangat memudhkan
dana instan di munculkan,dana instan munculkan
agak eror dikit saja tapi puji tuhan uda selesai kirim,agak eror dikit saja tapi puji tuhan selesai kirim
saya sangat suka,saya sangat suka
"udah Prem tapi ga ada dana cicil , rugi",udah Prem tapi dana cicil rugi
biar bintang yang bicara,biar bintang yang bicara
hao!,
apl yg paling ak cintaii,paling cintaii
