steming_data,score,label
kepala bmkg lempeng subduksi megathrust aktif waspada potensi tsunami selatan jawa bmkg potensitsunami gempaselatanjawa,8,positive
segmen megathrust diam ya gerak,5,positive
suka seram sih lihat berita megathrust jaman booming,-4,negative
bmkg diy ingat potensi gempa akibat megathrust siap bpbd diy beritajogja jogja jogjaistimewa,11,positive
megathrust event selatan bal mm hypo,0,neutral
sumatera barat tinggal tunggu megathrust,2,positive
kepala bmkg dwikorita karnawati potensi tsunami picu sumber gempa sesar opak subduksi lempeng megathrust,7,positive
ulang gempa sesar opak tahun takut fokus megathrust sisi selatan pantai selatan jawa masuk periode tinggal tunggu,8,positive
isu megathrust,-1,negative
gempa magnitudo guncang laut jawa jumat agustus kepala bmkg latih mitigasi henti gempadalam gempalautjawa potensitsunami selatanjawa megathrust sesaropak javaseaearthquake earthquake,2,positive
tim sar asean gelar simulasi ancam sesar opak megathrust,-6,negative
sesar opak sumber gempa jalur letak darat aktif henti aktivitas samudra hindia selatan yogyakarta sumber gempa subduksi lempeng megathrust aktif,5,positive
kepala bmkg dwikorita karnawati ada sumber gempa sesar opak diy milik magnitudo target sumber gempa subduksi lempeng megathrust magnitudo target selatan jawa aktif,15,positive
aktivitas sesar opak megathrust tingkat bmkg latih bencana,-1,negative
aktivitas sesar opak megathrust tingkat bmkg latih bencana indonesia,-1,negative
sesar opak zona megathrust aktif yogyakarta gempa,6,positive
waspada gempa megathrust potensi sukabumi gempa,14,positive
uncover range potensi gempa megathrust,7,positive
pulau kalimantan daerah letak zona tumbu lempeng megathrust pulau kalimantan rawan gempa bumi infografis redaksilpmglobe medialpmglobe lpmglobe,-1,negative
magnitude hubung planet agustus selatan kab pacitan kab trenggalek frank hoogerbeets zona megathrust zona lempeng australia pulau jawa kab pacitan ajar planet zona bahaya,-3,negative
agustus earthquake selatan jawa selatan kab pacitan selatan trenggalek zona megathrust zona bahaya edukasi gempa bumi,-1,negative
mitigasi earthquake tsunami megathrust lokasi bal amp java indonesia,0,neutral
gempa bumi bantul bmkg ingat zona subduksi aktif potensi megathrust selatan jawa,11,positive
coba zona megathrust scenario ml zona lempeng australia pulau jawa,2,positive
dasar peta seismisitas pulau jawa sumber gempa megathrust selatan jawa sesar opak tampaksangat aktif picu gempa dangkal variasi magnitudo dalam,14,positive
lokasi punggung laut basin lokasi gempa temu lempeng moga prediksi gempa megathrust cepat takuut,17,positive
gempa bencana prediksi ya even gempa megathrust abuabu abang,10,positive
ngetwit ancam megathrust laut selatan jawa sepele moga gerak mitigasi,1,positive
bmkg ingat potensi gempa sesar opak megathrust yogyakarta,9,positive
gempa samasama subduksi lempeng takut megathrust,5,positive
megathrust indonesia,0,neutral
segmen megathrust jawabali kait gempa bumi slip aseismik,0,neutral
gempa bumi pecah muka megathrust teliti bukti peristiwa ukur jarang kandidat peristiwa,8,positive
gempa bumi besar patch pisah muka megathrust amp peristiwa batas patch amp,4,positive
studi barubaru gempa sejarah megathrust segmentasi,8,positive
gempa bumi batas lempeng gempa bumi sunda megathrust lempeng subduksi overriding gempa bumi besar hasil megathrust pecah,16,positive
geometri megathrust megathrust sunda berbentukcurviplanar mana bentuk busur alami tingkat dip palung dekat garis pantai sumatra,1,positive
gera relatif subduksi bermacammacam strike oblique kuat komponen strikeslip konvergen oblique diakomodir pindah yag sesar sumatra komponen dipslip sunda megathrust,3,positive
zona bagi menjadiandaman megathrust sumatra megathrust danjava megathrust,2,positive
salah satumegathrustyang batas lempeng konvergendimana zona temu antaralempeng eurasiayang ditujam olehlempeng indoaustralia,-5,negative
zona subduksi selat sunda sesar bentang myanmar utara barat daya sumatra zona subduksi sundabahasa inggris sunda megathrust,1,positive
gempa bumi dorong gempa bumi dorong besaratau disebutmegathrust earthquakesterjadi padazona subduksidibatas lempeng konvergendestruktif satulempeng tektoniktertekan lempeng,8,positive
gempa megathrust anggap takut anggap magnitudo picu tsunami,5,positive
zona megathrust indonesia juta bentuk rangkai busur pulau area sumber gempa zona muncul gempa bumi magnitudo dalam,14,positive
zona subduksi asumsi zona patah populer zona megathrust jalur subduksi dalam kilometer cakup bidang kontak antarlempeng,-1,negative
megathrust arti gerak sesar mekanisme gempa temu lempeng benua geologi tektonik zona megathrust bentuk lempeng samudera gerak tunjam lempeng benua timbul gempa bumi,12,positive
jujur pikir wilayah jawa kali gempa gtkm kemarin gempa subduksi lempeng pacitan harap foreshock megathrust,16,positive
tambang kawasan risiko bencana alam lokasi pusat tambang jalur megathrust asia sumatera,-7,negative
uncover zona megathrust sr selatan pacitan jawa timur lempeng australia indonesia zona bahaya edukasi gempa bumi peta zona merah zona orange kuning jawa prediksi gunung laut selatan jawa nyi roro kidul,2,positive
scenario zona lempeng australia indonesia zona megathrust sr peta merah kuning skala kali vllll mml zona bahaya tsunami meter laut pantai kab pacitan jawa timur zone south of java prediksi selatan jawa nyi roro kidul,-1,negative
hut tagana pakar bencana sorot kerja gubernur sumbar tagana bencana megathrust,-9,negative
mamita eps kenal gempa megathrust halo geografi temanteman gempa nama gempa megathrust gempa megathrust bincang loh silam,18,positive
malam gempa bumi guncang nias selatan sumatra utara bmkg zona megathrust niassimeulue,0,neutral
gempa nias picu aktivitas subduksi lempeng zona megathrust segmen niassimeulue,4,positive
pilpres gais siar whatthefact politics hadir bahas yusril megathrust jawa pilpres saksi cnnindonesia youtube cnn indonesia kamis wib,5,positive
podcast yusril megathrust jawa pilpres,0,neutral
pilpres gais siar whatthefact politics hadir bahas yusril megathrust jawa pilpres saksi cnnindonesia youtube cnn indonesia kamis wib,5,positive
bmkg pasti gempa banten megathrust aktivitas susul tempotekno,7,positive
pvmbg gempa kuat magnitudo banten gempa bumi megathrust,10,positive
gempa selat sunda picu aktivitas sesar aktif dasar laut dalam dangkal gempa megathrust duga picu sesar ujung kulon lap rusa potensi tsunami shg masy pesisir cemas khawatir aktivitas,10,positive
potensi gempa megathrust kulonprogo gelombang meter warga menit evakuasi beritajogja jogja jogjaistimewa,7,positive
sumonggo dulur saksi experience sharing knowledge potensi gempa bumi megathrust selatan pulau jawa daftar materi unduh link kominfodiy jogjaistimewa upnvyk,12,positive
expose gempa aceh tumbu lempeng propaganda bijimane megathrust theory konspirasi masuk,5,positive
langit daerah pesisir barat sumatra daerah megathrust gempa cek sejarah gempa atas sr,0,neutral
gencar mitigasi pemko padang hadap gempa besarmegathrust tawa,4,positive
mantap analisanya,5,positive
twider wilayah indonesia rawan bencana gempa hunung letus jakarta prediksi ancam gempa besarmegathrust atas sr,-11,negative
after megathrust jawa barat megathrust tawa selamat indonesia ya rabb,9,positive
gejala gempa megathrust,4,positive
tanda sunda megathrust muncul kemarena tawa waspada pantai cari tinggal,1,positive
gempa bumi siberut kep tawa selasa april zona megathrust sumatera gempa lengkap rangkai gempagempa potensi gempa,13,positive
potensi gempa dahsyat zona megathrust tawa intai lepas lindu selasa dinihari mitigasi pada simak edisi baru koran tempo korantempodigital korantempo,12,positive
kenal megathrust tawa zona gempa picu tsunami,7,positive
gempa megathrust tawa gempa pusat megathrustnya pulau siberut pagai potensi gempa koran tempo,19,positive
gempa tawa kemarin danny hilman kategori gempa gempa megathrust gempa tawa kali area pinggir megathrust sumatera,12,positive
pakar geologi bahaya megathrust kuat skala richter segmen gempa,0,neutral
sejarah gempa pulau tawa kali catat gempa zona megathrust picu tsunami tewas orang,9,positive
gempa zona megathrust tawa potensi magnitudo,7,positive
rata jawabalinusa tenggara ratus kolonial catat jadi cir megathrust jawa,2,positive
aceh sumut sumbar wilayah pantai barat waspada,4,positive
tanda gempa megathrust gejala sunda megathrust hati hati waspada,9,positive
serial gempa zona megathrust tawa sumbar pekan besar energi tara kali bom atom jpn amp picu tsunami dangkal amp thrust potensi gempa besar mari siap mitigasinya,34,positive
gempa megathrust tawa tunggu ilmuwan alas beritajogja jogja jogjaistimewa,5,positive
gempa tawa kuat rangkai gempa zona megathrust segmen mentawaisiberut zona simpan energi gempa,10,positive
gempa segmen megathrust tawa picu gempa segmen dekat jelas bmkg,10,positive
tawa kena gempa yuk kenal zona megathrust tawa cbupdate cewekbanget cewekbangetid eyourself gridnetwork,8,positive
gempa tawa kuat guncang sumatera gempa bumi rangkai gempa zona megathrust segmen mentawaisiberut,7,positive
ingat gempa itu megathrust satu segmen alami gempa richter moga siap matang lindung amin,17,positive
megathrust tawa satusatunya lepas energi februari via infosumbar megathrust tawa gempa,5,positive
gempa tawa pagi catat usgs kuat magnitudo dalam karakteristik lokasi fix gempa megathrust moga gempa kurang potensi maksimum energi lepas segmen megathrust magnitudo,20,positive
gempa tektonik magnitudo wilayah pantai barat sumatera kabupaten pulau mantawai selasa pagi jenis gempa bumi dangkal gempa zona megathrust segmen tawa siberut iptek adadikompas,15,positive
gempa tektonik magnitudo wilayah pantai barat sumatera kabupaten pulau mantawai selasa pagi jenis gempa bumi dangkal gempa zona megathrust segmen tawa siberut iptek adadikompas,15,positive
gempa gempa foreshock gempa megathrust jepang gempa jepang maret gempa kuat maret,22,positive
zona megathrust tawa acap picu gempa bumi tsunami,4,positive
zona megathrust tawa gempa,4,positive
gempa guncang zona megathrust segmen tawa siberut kali,1,positive
kepala pusat gempa bumi tsunami bmkg daryono sebut gempa zona megathrust segmen tawa siberut tunggu ilmuwan alas,12,positive
zona megathrust tawa picu gempa jelas bmkg,5,positive
bmkg lapor tsunami amat gempa padang magnitudo mentawaisiberut selasa kuat gempa baru magnitudo daryono gempa megathrust event smartnews,20,positive
waspada gempa tawa karakteristik megathrust bmkg ingat tsunami cabut via,4,positive
gempa megathrust sumber gempa tawa,8,positive
gempa megathrust magnitudo signifikan tsunami bentuk akibat angkat dasar laut sumber gempa ukur amplitudo tsunami rusak,22,positive
ujung gunung laut selusup zona megathrust p siberut gempa tawa dinihari letup magnitudo baharu getar capai intensitas mmi siberut darat sumatera dekat getar batas mmi,3,positive
minilempeng kontinental sunda eurasia lempeng oseanik lempeng india utara lempeng australia selatan temu bentuk zona subduksi amp kawasan bangkit gempa bumi acap zona megathrust,12,positive
bmkg beber risiko megathrust tawa siberut pascagempa,0,neutral
gempa megathrust tawa siberut tunggu ilmuwan,5,positive
waspada gempa tawa karakteristik megathrust bmkg ingat tsunami cabut gempahariini gempamentawai tribunmedan updategempamentawai via,4,positive
gempa tawa gempa megathrust sebab tsunami,11,positive
waspada bmkg karakteristik gempa tawa padang gempa megathrust,11,positive
pasee gsp floating kena tsunami meter sesuai kaji gempa megathrust auto kubur masal,8,positive
gsp ide karno kali anak krakatau batuk nyemburin awan panas nyebabin tsunami biaya bangun resiko potensi bencana selat sunda anak krakatau tumbuh amp kembang gempa megathrust intai,-1,negative
gsp ide karno kali anak krakatau batuk nyemburin awan panas nyebabin tsunami biaya bangun resiko potensi bencana selat sunda anak krakatau tumbuh amp kembang gempa megathrust intai,-1,negative
ingat wilayah aceh kena gempa megathrust mall sarinah kena hidup roti hidup roh,8,positive
keluarga adeknya ruwat patah megathrust pantai selatan jawa ditanem sana biar gempa megathrust,6,positive
gempa magnitudo jalur megathrust guncang bengkulu,-3,negative
gempa jalur megathrust magnitudo guncang bengkulu selatan beritaterkini bukanberitabiasa sindonews news,-3,negative
gempa magnitudo dalam guncang bengkulu selatan sindonews bukanberitabiasa gempa bengkuluselatan,8,positive
gempa magnitudo dalam guncang bengkulu selatan sindonews bukanberitabiasa gempa bengkuluselatan,8,positive
update mag dalam hypocenter mekanisme dominan thrusting deformasi zona transisi megathrustbenioff,6,positive
uncover efektif hiposenter gempa jarak jarak selisih p wave si wave berat patok gempa dangkalsesarnon megathrust,15,positive
uncover ujung b megathrust situ lepas energi hahhaja tau sih pakar,-7,negative
uncover bareng lepas energi jalur megathrust amp sumber gempa kaya patah mbak mantel bumi dalam asumsi lempeng samudra menujam bawah tarik bawah dicianjur kemarin kurleb patah,0,neutral
uncover mas hubung pusat gempa jalur subduksi dalam tanah utara jawabisa lempeng tenggelam mantel bumi energi lepas energi rasa ujung subduksi jawa selatanmegathrust,6,positive
cog benioffnya megathrust jawa,0,neutral
diwangga gsp daerah dikit kena megathrust ngebacot tanggal expired ya laku,-7,negative
beuh repot ya demo alas panjang kuasa demo jabat tuman yusril bilang gempa megathrust perintah ada milu demo adem ayem perintah bikin megathrust buat,1,positive
domybest megathrust,0,neutral
ooooh ya kayak iya deh pas wc salah yuzu dtgnya telat shinkansennya rada kacau habis gempa kayak daerah megathrust ya gempa gede kemarin ingat tsunami tgh malam untung cepat cabut,11,positive
zona megathrust,0,neutral
tambah alas alas potensi gempa lempeng megathrust pulau jawa,10,positive
habis maghrib baca potensi tsunami bantul tinggi akibat potensi megathrust magnitude pas adzan isya langsung gempa barat daya kulonprogo inti ajar mitigasi,28,positive
uncover model tsunami megathrust banyak banten prediksi utara jakarta model daerah jawa jawa timur bal nusa tenggara nusa tenggara fatal,7,positive
kalurahan bantul fokus meta rawan tsunami megathrust wilayah beritajogja jogja jogjaistimewa,-2,negative
bmkg potensi megathrust tawa gempa turki,7,positive
aktivitas megathrust nias simeulue picu ggempa dangkal laut aceh singkil sabtu maret rasa wilayah sumatera utara gempaacehsingkil gempaaceh megathrustniassimeulue gempadangkal gempadangkallaut earthquakeaceh earthquake,-5,negative
gempa bumi kuat guncang wilayah kota singkil aceh akibat aktivitas megathrust niassimeulue,-1,negative
gempa guncang singkil aceh akibat aktivitas megathrust niassimeulue tempotekno,-2,negative
sheeztohoku megathrust fukushima daiichi,0,neutral
megathrust niassimeulue mag mar wib lok tenggara kabacehsingkil kedlmn rasa pulau aceh singkil silangit pakpak bharat sipoholon iv mmi aceh selatan gunung sitoli sirombu kab nias iii mmibmkg,-6,negative
sumbar ancam megathrust tawa bmkg gempa turki,0,neutral
ancam megathrust tawa bmkg potensi gempa sr tsunami,3,positive
gempa guncang pesisir barat lampung bmkg zona megathrust tempotekno,1,positive
pas buka media sosial rame prediksi gempa lokasi indonesia parno megathrust,19,positive
bmkg milik seismograf adang jalur megathrust,-6,negative
pastiny kira jalur gempa ya jepang prediksi indonesia kena gempa megathrust hebat jabat indonesia diam kasih suluh naik standard bangun gedung v,11,positive
potensi mah seismic gap megathrust selat sunda tuh salah satu ya tau,2,positive
lupa bmkg memposting jadi gempa who knows nature will decide right bmkg ajar metode valid setdknya kasih edukasi megathrust sesarfault aware,4,positive
ssgeo prediksi gempa bumi kuat wilayah indonesia kanal youtubenya gempa gempamegathrust bmkg,13,positive
wilayah sumbar rasa guncang gempa padang padang pesisir selatan kerinci gempa gempamegathrust bmkg,3,positive
min banget gempa tanah papua tanda megathrust gempa takut,8,positive
uncover zona megathrust min,0,neutral
uncover mjb megathrust muncul tsunami aceh ya,5,positive
gempa bumi magnitudo guncang lebak tumbu lempeng zona megathrust,1,positive
bahas asik nih beda harrp gempa osilator tesla akan bukti kilat butuh tenaga hasil energi wajar ramal kena megathrust,10,positive
ilmuwan prediksi tanda ya cermat soonlater tau pasti prediksi sesar lembang megathrust selatan jawa soonlater,7,positive
zona gempa selatan jawa barat tenggara sumatera simpan sumber potensial gempa megathrust kuat gempa potensi tinggi tsunami maksimum meter iptek adadikompas,17,positive
asosiasi bidang kontak lempang zona megathrust daryono bmkg newsupdate update news text,5,positive
prediksi gempa bumi mana skala sunda megathrust ancam sebut angka diskusi akademik sensasional,3,positive
sooner orang later definitive time region turki alami gempa bumi ribu jakarta pusat gempa kena dampak gempa sunda megathrust,6,positive
gempa bumi magnitudo selatan banten asosiasi lempeng zona megathrust,7,positive
gempa selatan banten milik dalam mekanisme gesernaik oblique thrust asosiasi bidang kontak lempang zona megathrust,13,positive
bencana gempa turki pikir bnpb bmkg instansi kait kes anteng ya urus mitigasi ancam megathrust selatan jawa liput,5,positive
nofiati ilmu standar gempa prediksi ilmu alat contoh gempa megathrust jawa sumatera ijin tuhan senoga lindung allah swt,29,positive
uncover kayak megathrust selatan jawa bayang ya mas,3,positive
gempa turki sesar selatan jawa jawa barat bangun kuat,6,positive
ngeri ngeri ya allah turki inalilahiwainailaihirojiun bayang megathrust,3,positive
gempa kuat samudra hindia belah selatan jawa timur senin wib informasi bmkg gempa kuat gempa potensi tsunami iptek adadikompas,16,positive
gempa kuat samudra hindia belah selatan jawa timur senin wib informasi bmkg gempa kuat gempa potensi tsunami iptek adadikompas,16,positive
gempa megathrust pacitan jenis dangkal,5,positive
gempa megathrust guncang pacitan jatim potensi tsunami,4,positive
pacitan jawa timur guncang gempa megathrust,1,positive
megathrust,0,neutral
ale megathrust abang,0,neutral
megathrust ramal prabu jayabaya gempa makan korban jiwa,3,positive
megathrust ramal prabu jayabaya gempa makan korban jiwa lengkapcepatberitanya beritaterkini berita news beritanasional,-1,negative
gunung son of krakatoa sebab jadi megathrust super gwempa sulit rumput goyang,6,positive
tahun mati pagi sakit sore mati sore sakit pagi mati the day megathrust gempa tsunami meter,8,positive
indonesia berita ingat megathrust hujat bikin berita mitigasi maki,-16,negative
orang komoditas barang udara laut militer serang kalah telah tenggelam tsunami gempa megathrust abu vulkanik pekan kemarin gunung erupsi bareng,-2,negative
selamat lupa waspada gempa bumi megathrust intai indonesia,13,positive
didu catat ya trump geser perang asia pasific stabilitas politik singkir fufufafa bapak raja korup dunia bencana ancam gempa megathrust mata ekonomi politik aman tangan,-11,negative
lagilagi berita megathrust ancam tsunami lhaaa tsunami korupsi ratus triliun rakyat indonesia mah santuy cuy,-12,negative
dekade tsunami aceh brin ajak warga waspada potensi ancam tsunami jakarta jam,3,positive
tsunami hantam jakarta jam megathrust selat sunda pecah,-5,negative
akibat mabok agama amp cinta alam akibat timbul kutu uji hal aceh gunung lewotobi,-2,negative
megathrust ramai bicara jelang muncul rencana bangun ikn,9,positive
brin tsunami jakarta jam gempa megathrust,4,positive
back potensi megathrust selat sundajuga ancam selatan jakarta patahancesar aktif utara tanah cenderung lunak cepat gelombang gempa giat bahas tuntas,15,positive
tsunami hantam jakarta jam megathrust selat sunda pecah com,-5,negative
bmkg gempa megathrust ri tunggu zona merah,9,positive
tsunami hantam jakarta jam megathrust selat sunda pecah,-5,negative
tsunami hantam jakarta jam megathrust selat sunda pecah,-5,negative
gempa megathrust prediksi kesiapsiagaan kunci selamat nyawa mitigasi bencana megathrust gempa mitigasibencana bmkg,14,positive
bmkg sorot zona bahaya megathrust selat sunda letak wilayah padat duduk megathrust mentawaisiberut gempa seismic gap potensi picu tsunami gempa kuat,8,positive
mnrt bmkg amp pusat studi gempa nas brkt zona megathrust potensi magnitudo max acehandaman niassimeulue mentawaisiberut selat sundabanten jawa barat amp balintt utara sulawesi,14,positive
gempa megathrust zona temu lempeng tektonik subduksi lempeng masuk lempeng gempa kuat sr potensi picu tsunami,12,positive
bmkg ingat potensi gempa megathrust indonesia tinggal tunggu,11,positive
bmkg gempa megathrust ri tunggu zona merah,9,positive
bmkg gempa megathrust ri tunggu zona merah,9,positive
ancam megathrust bayang destinasi wisata bmkg mitigasi kunci bmkg megathrust wisata parawisata mitigasibencana mitigasi,1,positive
gempa megathrust ancam laku wisata bmkg saran,2,positive
salah mimpi mimpiin megathrust nyata,0,neutral
riset brin potensi tsunami jakarta jam megathrust selatan jawa,3,positive
rangka kenang tsunami aceh teliti pusat riset bencana geologi badan riset inovasi nasional brin nuraini rahma hanifa ajak masyarakat waspada,6,positive
tanggal timeline youtube penuh channel news amp negeri ingat tahuntsunamiaceh gue tontonin takut amp lupa megathrust amp prediksi govt kayak usaha mitigasi,1,positive
pantai selatan jawa teman gugus mitigasi lebak selatan pakai kisah leluhur bayah kumbah wilayah bayah sawarna cuci salah media edukasi waspada megathrust pantai selatan jawa barat,-3,negative
masyarakat banda aceh mayoritas indonesia milik tahu gempa bumi tsunami arif humaniora adadikompas,13,positive
gempa ikut tsunami aceh buka sadar indonesia rentan bencana siaga hadap gempa megathrust tanda arif baca humaniora adadikompas,6,positive
gempa bumi megathrust timbul ancam signifikan picu tsunami hancur wilayah pesisir hitung menit,-2,negative
byunbaek kayak megathrust pulau jawa pas aceh dipredisksi denial,0,neutral
kenang tsunami aceh teliti brin ajak masyarakat waspada potensi gempa megathrust selatan jawa,14,positive
tsunami aceh ajar mitigasi bencana akibat gempa megathrust,1,positive
hoax benar otw gempa megathrust,1,positive
dekade tsunami aceh ancam megathrust gempa ikut tsunami aceh buka sadar indonesia rentan bencana siaga hadap gempa megathrust tanda baca kompas,-5,negative
sedih lihat video tsunami aceh banget libur jawa jalan berita radio tsunami koran berita gila gila gila ya allah astaghfirullah bayang megathrust pulau jawa ancurnya,11,positive
mas arif terima kasih tulis catat kritis moga masyarakat indonesia kesiapsiagaan bencana tsunami budaya depan salam sehat,3,positive
tanggal desember sktr wib gempa besar tiga sejarah kuat episentrum lepas pantai barat aceh gempa megathrust laut kenal komunitas ilmiah gempa sumatra andam,18,positive
pantesan megathrust ngincer indonesia mbatin muak plisss tahan ya orang baik,1,positive
kiro ate sono gempa megathrust gede tsunami guede eh tibak e ganok gunung raung e sg mbledosh cih,6,positive
oh kira gempa mentrigger tsunami doang syarat megathrust,7,positive
gempa skala megathrust mag catat selatan jawa,4,positive
terima kasih kak salam izin bahan baca ebook tempopublishing tema gempa megathrust milik database digital datatempo langsung link,8,positive
moga ya jawa megathrust rezim kena dampak keri kaca azab mimpi zalim langgar ham jabat korup binasa,-18,negative
min sumber ya megathrust pancing megathrust,4,positive
gempa titik megathrust goyang sukabumi magnitudo,-3,negative
gempa megathrust aceh desember rekam st antartica,6,positive
diorama tsunami aceh desember museum tsunami aceh kuat gempa megathrust bangkit tsunami sapu pesisir banda aceh puncak tinggi tsunami capai meter pantai lhoknga aceh,10,positive
desember megathrust sumatera andam patah picu gempa magnitudo serta tsunami sobek dasar laut tara jarak jakarta ntb ilustrasi pacific coastal and marine science center,4,positive
ancam gempa megathrust nyata saran bmkg laku wisata hindar tahan wisata pantai,8,positive
rame ikn muncul berita megathrust jakarta,-1,negative
gempa guncang sukabumi jawa barat dalam titik koordinat zona megathrust,1,positive
om malam gempa megathrust jawa ngeronda,3,positive
titik drtd pas megathrust moga ya,5,positive
garis pas megathrust kah,0,neutral
gempa guncang sukabumi jawa barat dalam titik koordinat zona megathrust via gempabumi gempaterkini bmkg gempahariini sukabumi jawabarat lautselatan zonamegathrust gempa,5,positive
pas garis megathrust,0,neutral
eh zona megathrust pas banget titik,1,positive
gempa megathrust sih,4,positive
pakar megathrust tawa intai sumbar energi simpan,-1,negative
badan meteorologi klimatologi geofisika bmkg ingat sumber gempa besarmegathrustyang ancam malu utara malu utara daerah rawan gempa bumi tsunami,2,positive
megathrusttsunami ancam malu jelas amp rencana bmkg,1,positive
akun tiktok tampil konten ramal gempa megathrust tsunami pihakpihak wenang masyarakat percaya informasi hoax,2,positive
akun tiktok tampil konten ramal gempa megathrust tsunami pihakpihak wenang masyarakat percaya informasi hoax,2,positive
tinggal tunggu kena megathrust hha,-1,negative
ya pulau jawa bwh ancam megathrust salah lgbt cek rumah bangun bencana rumah tanah lapang kumpul tas darurat salah lgbt mah tahu benar cemas,-4,negative
ciputat waspada megathrust gas yaallah tolong tbtb takut,3,positive
gempa hasil patah megathrust milik magnitudo capai,8,positive
bayang oleh mesin cuci gluduk gluduk jalan bawa baju baju ku getar megathrust versi mesin cuci,8,positive
antri rame langsung sepi tawa megathrust is real,4,positive
kayak megathrust benar deh management building kantor ada seminar mitigasi,3,positive
amat jawa barat kiri kanan prediksi bmkg gempa megathrust tinggal tunggu,10,positive
mental orang indonesia ya ditunjukin allah wkwkwk megathrust,12,positive
prediksi bmkg gempa megathrust tinggal tunggu,9,positive
kaya sarkas ya maksud kabar gempa megathrust,15,positive
eko hoki ah lupa ya gempa megathrusttsunami anak krakatau datengnya prediksi indonesia hoki kalimantan,15,positive
gempa megathrust jadi hubung naik ikan muka laut yuk cari gempa megathrust hubung naik ikan muka laut trivia biro landsea dynamic,14,positive
direktorat sosialisasi kesiapsiagaan satu didik hadap potensi bencana alam isu megathrust potensi indonesia yuk saksi gelar wicara temansma tahu sekolahamanbencana,19,positive
apkah segg brutal sebab meropide gempa megathrust kalah getar experimental field generator,-1,negative
aguan megathrust selat sunda hitung,1,positive
gedung tahan gempa magnitudo antisipasi megathrust kemen luncur buku kompilasi rencana bangun tingkat padangekspres,11,positive
negara lo isi orangorang miskin miskin goblok pelihara rezim setan kena megathrust pmerintah lo sibuk bikin miniatur kalimantan sono but ok wow taiwan gay azab ya bunda astaghfirullah,-10,negative
pembully support bullying sih kak bangga banget ngetweet bullying akan kayak selamat dunia gempa megathrust,15,positive
antisipasi megathrust wamen ana kusumastuti gedung tahan gempa,10,positive
gedung tahan gempa magnitudo antisipasi megathrust kemen luncur buku kompilasi rencana bangun tingkat jawapos tangsel tangerangselatan news berita,10,positive
ancam megathrust genggam sang khalik,-4,negative
langsung mbak megathrust tidur,6,positive
upaya tingkat kesiapsiagaan hadap ancam bencana megathrust kawasan pesisir prodi si awat unpad kampus pangandaran selenggara giat simulasi bencana megathrust simega psdku unpad pangandaran beritaunpad,-4,negative
berita kait isu gempa megathrust lambat laun kurang intensitas sama kurang berita hiruk pikuk megah bangun ikn,-4,negative
pantai selatan gadang gadang alami megathrust,-10,negative
kakak ikn megathrust sih dadak berita siar kemarin pilpres ganti presiden kayak gencar banget berita,-1,negative
ya bahagia zaman duga orang riah ya tukar mercon nuklir ya megathrust dukhon tau nyata benar ya yakin salah zaman pergi,29,positive
media asing sorot gempa megathrust ri,4,positive
aceh cerita gempa megathrust guncang desember picu tsunami meter ribu jiwa tewas luka aceh alarm mitigasi bencana acehmeututo,-6,negative
bmkg gempa megathrust ri tunggu zona merah,9,positive
gue homophobic bubar lo sanaaa bubaaarrr bikin megathrust benar ya anyiiiingggg jiji banget gue,3,positive
bmkg gempa megathrust ri tunggu zona merah,9,positive
oprec kkn jawa potensi kena megathrust bjill daftar takut malu sulawesi ealah dah aman kalimantan oprec ya allah,10,positive
megathrust intai isi tas siaga bencana,-3,negative
mahasiswa awat psdku unpad pangandaran gelar simulasi bencana megathrust,2,positive
sabar poros bumi geser indonesia pindah posisi kutub itu selamat megathrust ya,14,positive
gempa megathrust dab,4,positive
masii dosaaa suka tkt pas begitu gempa megathrust viral,10,positive
tunggu megathrust,1,positive
wamen terima kunjung kepala dwikorita karnawati kantor menteri jumat temu bahas mitigasi bencana hidrometeorologi tepat arus nataru mitigasi gempa megathrust koordinasi tangan gunung lewotobi,12,positive
palang merah jepang pmi pemkab jember komitmen kerja kesiapsiagaan megathrust,6,positive
siap masyarakat hadap bencana mitigasibencana ya jalan living harmony with disaster kuat mitigasi hadap potensi bencana longsor gempabumi megathrust banjir angin erupsi indonesia,4,positive
megathrust lihat mimpin pulau jawa kaya langsung puter,8,positive
gue senang banget megathrust kayak ngehype pas shooting,6,positive
negaranegara risiko kena gempa bumi megathrust liput indonesia jepang chili selandia lokasi lingkar api pasifik lempeng tektonik kumpul rentan gempa bumi zona subduksi skala,-1,negative
ya allah deh instansi polri megathrust benar deh kantor polii reta bikin ambles kerak bumi,2,positive
bmkg meta pulau nak megathrust pertamatama laku lacak letak ada kapal selam bawa torpedo penghulu ledak kongresakutujaditidaksenang rakyatyangnantinyapastiakanjadikorbanlagi,-2,negative
heboh isu gempa megathrust ri tinggal tunggu bmkg ingat mitigasi jelas via edu,9,positive
megathrust tsunami rata,1,positive
hadap megathrust kantor sar palembang gelar latih urban sar via id,5,positive
hadap megathrust kantor sar palembang gelar latih urban sar com,5,positive
contoh zona megathrust bengkulu pulau tawa selatan jawa pulau savu pulau lombok aceh aceh sumatera barat sumatera utara bengkulu pulau jawa nusa tenggara barat nusa tenggara timur ajar peta geografi usgs temu lucu,6,positive
megathrust banyak pahala,5,positive
oligarki kukuh dinas metrologi informasi kait gempa megathrust,9,positive
none kena megathrust kena brengsek,-11,negative
upaya mitigasi dut tau tbtb megathrust,-3,negative
