full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
@tamsul1971 @OposisiCerdas Bener juga beuh repot juga ya. Didemo mrk ada alasan perpanjang kekuasaan. Ga didemo para pejabatnya tuman Yusril juga pernah bilang kalo ada gempa Megathrust pemerintah ga bisa mengadakan pemilu Jangan2 kalo demonya cm adem ayem pemerintah bakal bikin Megathrust buatan...,tamsul oposisicerdas bener juga beuh repot juga didemo alasan perpanjang kekuasaan didemo para pejabatnya tuman yusril juga pernah bilang kalo gempa megathrust pemerintah bisa mengadakan pemilu jangan kalo demonya adem ayem pemerintah bakal bikin megathrust buatan,tamsul oposisicerdas benar juga beuh repot juga didemo alasan perpanjang kekuasaan didemo para pejabatnya tuman yusril juga pernah bilang kalau gempa megathrust pemerintah bisa mengadakan pemilu jangan kalau demonya adem ayem pemerintah bakal bikin megathrust buatan,"['tamsul', 'oposisicerdas', 'benar', 'juga', 'beuh', 'repot', 'juga', 'didemo', 'alasan', 'perpanjang', 'kekuasaan', 'didemo', 'para', 'pejabatnya', 'tuman', 'yusril', 'juga', 'pernah', 'bilang', 'kalau', 'gempa', 'megathrust', 'pemerintah', 'bisa', 'mengadakan', 'pemilu', 'jangan', 'kalau', 'demonya', 'adem', 'ayem', 'pemerintah', 'bakal', 'bikin', 'megathrust', 'buatan']","['tamsul', 'oposisicerdas', 'beuh', 'repot', 'didemo', 'alasan', 'perpanjang', 'kekuasaan', 'didemo', 'pejabatnya', 'tuman', 'yusril', 'bilang', 'gempa', 'megathrust', 'pemerintah', 'mengadakan', 'pemilu', 'demonya', 'adem', 'ayem', 'pemerintah', 'bikin', 'megathrust', 'buatan']",tamsul oposisicerdas beuh repot demo alas panjang kuasa demo jabat tuman yusril bilang perintah ada milu demo adem ayem perintah bikin buat,-3,negative
@____domybest Nyaris Megathrust,domybest nyaris megathrust,domybest nyaris megathrust,"['domybest', 'nyaris', 'megathrust']","['domybest', 'megathrust']",domybest,0,neutral
@ckyuzu 2 taun lalu... ooooh 2021 ya? Kyknya iya deh. Pas WC2021 kalo g salah inget yuzu dtgnya agak telat krn shinkansennya rada kacau krn hbs gempa. Kyknya emg di sana daerah megathrust yak. Gempanya gede2 yg 2022 kmrn ada peringatan tsunaminya tgh mlm. Untung cpt dicabut,ckyuzu taun lalu ooooh  kyknya wc kalo salah inget yuzu dtgnya agak telat shinkansennya rada kacau gempa kyknya sana daerah megathrust gempanya gede  kmrn peringatan tsunaminya untung dicabut,ckyuzu tahun lalu ooooh kayaknya wc kalau salah ingat yuzu dtgnya agak telat shinkansennya rada kacau gempa kayaknya sana daerah megathrust gempanya gede kemarin peringatan tsunaminya untung dicabut,"['ckyuzu', 'tahun', 'lalu', 'ooooh', 'kayaknya', 'wc', 'kalau', 'salah', 'ingat', 'yuzu', 'dtgnya', 'agak', 'telat', 'shinkansennya', 'rada', 'kacau', 'gempa', 'kayaknya', 'sana', 'daerah', 'megathrust', 'gempanya', 'gede', 'kemarin', 'peringatan', 'tsunaminya', 'untung', 'dicabut']","['ckyuzu', 'ooooh', 'kayaknya', 'wc', 'salah', 'yuzu', 'dtgnya', 'telat', 'shinkansennya', 'rada', 'kacau', 'gempa', 'kayaknya', 'daerah', 'megathrust', 'gempanya', 'gede', 'kemarin', 'peringatan', 'tsunaminya', 'untung', 'dicabut']",ckyuzu ooooh kayak wc salah yuzu dtgnya telat shinkansennya rada kacau kayak daerah gede kemarin ingat untung cabut,-5,negative
Tepat di zona megathrust,tepat zona megathrust,tepat zona megathrust,"['tepat', 'zona', 'megathrust']","['zona', 'megathrust']",zona,0,neutral
@geloraco Nambah lagi alasannya. Dulu alasannya karena ada potensi gempa besar lempeng megathrust di pulau Jawa.,geloraco nambah lagi alasannya dulu alasannya karena potensi gempa besar lempeng megathrust pulau jawa,geloraco menambah lagi alasannya dulu alasannya karena potensi gempa besar lempeng megathrust pulau jawa,"['geloraco', 'menambah', 'lagi', 'alasannya', 'dulu', 'alasannya', 'karena', 'potensi', 'gempa', 'besar', 'lempeng', 'megathrust', 'pulau', 'jawa']","['geloraco', 'menambah', 'alasannya', 'alasannya', 'potensi', 'gempa', 'lempeng', 'megathrust', 'pulau', 'jawa']",geloraco tambah alas alas potensi lempeng pulau,10,positive
Habis maghrib td padhl lg baca potensi tsunami bantul dg ketinggian 15-20m akibat potensi megathrust 8.8 magnitude Pas adzan Isya langsung gempa 5.2 -5.6 barat daya kulonprogo Intinya belajar mitigasi itu penting,habis maghrib padhl baca potensi tsunami bantul ketinggian m akibat potensi megathrust magnitude adzan isya langsung gempa barat daya kulonprogo intinya belajar mitigasi penting,habis maghrib padahal baca potensi tsunami bantul ketinggian sama akibat potensi megathrust magnitude adzan isya langsung gempa barat daya kulonprogo intinya belajar mitigasi penting,"['habis', 'maghrib', 'padahal', 'baca', 'potensi', 'tsunami', 'bantul', 'ketinggian', 'sama', 'akibat', 'potensi', 'megathrust', 'magnitude', 'adzan', 'isya', 'langsung', 'gempa', 'barat', 'daya', 'kulonprogo', 'intinya', 'belajar', 'mitigasi', 'penting']","['habis', 'maghrib', 'baca', 'potensi', 'tsunami', 'bantul', 'ketinggian', 'akibat', 'potensi', 'megathrust', 'magnitude', 'adzan', 'isya', 'langsung', 'gempa', 'barat', 'daya', 'kulonprogo', 'intinya', 'belajar', 'mitigasi']",habis maghrib baca potensi bantul tinggi akibat potensi magnitude adzan isya langsung barat daya kulonprogo inti ajar mitigasi,25,positive
@Jogja_Uncover Nah pemodelan tsunami megathrust itu selama ini kebanyakan hanya banten dan diprediksi sampai utara jakarta setinggi 2m. Sedikit sekali pemodelan di luar daerah itu. Misal jawa tengah jawa timur bali nusa tenggara. Padahal misal terjadi di nusa tenggara bisa lebih fatal,jogjauncover pemodelan tsunami megathrust selama kebanyakan hanya banten diprediksi sampai utara jakarta setinggi sedikit sekali pemodelan luar daerah misal jawa tengah jawa timur bali nusa tenggara padahal misal terjadi nusa tenggara bisa lebih fatal,jogjauncover pemodelan tsunami megathrust selama kebanyakan hanya banten diprediksi sampai utara jakarta setinggi sedikit sekali pemodelan luar daerah misal jawa tengah jawa timur bali nusa tenggara padahal misal terjadi nusa tenggara bisa lebih fatal,"['jogjauncover', 'pemodelan', 'tsunami', 'megathrust', 'selama', 'kebanyakan', 'hanya', 'banten', 'diprediksi', 'sampai', 'utara', 'jakarta', 'setinggi', 'sedikit', 'sekali', 'pemodelan', 'luar', 'daerah', 'misal', 'jawa', 'tengah', 'jawa', 'timur', 'bali', 'nusa', 'tenggara', 'padahal', 'misal', 'terjadi', 'nusa', 'tenggara', 'bisa', 'lebih', 'fatal']","['jogjauncover', 'pemodelan', 'tsunami', 'megathrust', 'kebanyakan', 'banten', 'diprediksi', 'utara', 'jakarta', 'pemodelan', 'daerah', 'jawa', 'jawa', 'timur', 'bali', 'nusa', 'tenggara', 'nusa', 'tenggara', 'fatal']",jogjauncover model banyak banten prediksi utara jakarta model daerah timur bal nusa tenggara nusa tenggara fatal,7,positive
5 Kalurahan di Bantul Jadi Fokus Pemetaan Rawan Tsunami Megathrust Ini Wilayahnya https://t.co/Hhf88NtBA0 #beritajogja #jogja #jogjaistimewa https://t.co/hklYmIzkwk,kalurahan bantul jadi fokus pemetaan rawan tsunami megathrust wilayahnya tcohhfntba beritajogja jogja jogjaistimewa tcohklymizkwk,kalurahan bantul jadi fokus pemetaan rawan tsunami megathrust wilayahnya tcohhfntba beritajogja jogja jogjaistimewa tcohklymizkwk,"['kalurahan', 'bantul', 'jadi', 'fokus', 'pemetaan', 'rawan', 'tsunami', 'megathrust', 'wilayahnya', 'tcohhfntba', 'beritajogja', 'jogja', 'jogjaistimewa', 'tcohklymizkwk']","['kalurahan', 'bantul', 'fokus', 'pemetaan', 'rawan', 'tsunami', 'megathrust', 'wilayahnya', 'tcohhfntba', 'beritajogja', 'jogja', 'jogjaistimewa', 'tcohklymizkwk']",kalurahan bantul fokus meta rawan wilayah tcohhfntba beritajogja jogja jogjaistimewa tcohklymizkwk,-2,negative
BMKG Ungkap Potensi Megathrust Mentawai Mirip Gempa Turki https://t.co/53lnyxXEDS,bmkg ungkap potensi megathrust mentawai mirip gempa turki tcolnyxxeds,bmkg ungkap potensi megathrust mentawai mirip gempa turki tcolnyxxeds,"['bmkg', 'ungkap', 'potensi', 'megathrust', 'mentawai', 'mirip', 'gempa', 'turki', 'tcolnyxxeds']","['bmkg', 'potensi', 'megathrust', 'mentawai', 'gempa', 'turki', 'tcolnyxxeds']",bmkg potensi tawa turki tcolnyxxeds,7,positive
Aktivitas Megathrust Nias Simeulue picu Ggempa dangkal laut Aceh Singkil pada Sabtu 11 Maret 2023 dirasakan hingga wilayah Sumatera Utara #gempaacehsingkil #gempaaceh #megathrustniassimeulue #gempadangkal #gempadangkallaut #earthquakeaceh #earthquake https://t.co/cyyoCwkIm2,aktivitas megathrust nias simeulue picu ggempa dangkal laut aceh singkil pada sabtu maret  dirasakan hingga wilayah sumatera utara gempaacehsingkil gempaaceh megathrustniassimeulue gempadangkal gempadangkallaut earthquakeaceh earthquake tcocyyocwkim,aktivitas megathrust nias simeulue picu ggempa dangkal laut aceh singkil pada sabtu maret dirasakan hingga wilayah sumatera utara gempaacehsingkil gempaaceh megathrustniassimeulue gempadangkal gempadangkallaut earthquakeaceh earthquake tcocyyocwkim,"['aktivitas', 'megathrust', 'nias', 'simeulue', 'picu', 'ggempa', 'dangkal', 'laut', 'aceh', 'singkil', 'pada', 'sabtu', 'maret', 'dirasakan', 'hingga', 'wilayah', 'sumatera', 'utara', 'gempaacehsingkil', 'gempaaceh', 'megathrustniassimeulue', 'gempadangkal', 'gempadangkallaut', 'earthquakeaceh', 'earthquake', 'tcocyyocwkim']","['aktivitas', 'megathrust', 'nias', 'simeulue', 'picu', 'ggempa', 'dangkal', 'laut', 'aceh', 'singkil', 'sabtu', 'maret', 'dirasakan', 'wilayah', 'sumatera', 'utara', 'gempaacehsingkil', 'gempaaceh', 'megathrustniassimeulue', 'gempadangkal', 'gempadangkallaut', 'earthquakeaceh', 'earthquake', 'tcocyyocwkim']",aktivitas nias simeulue picu ggempa dangkal laut aceh singkil sabtu maret rasa wilayah sumatera utara gempaacehsingkil gempaaceh megathrustniassimeulue gempadangkal gempadangkallaut earthquakeaceh earthquake tcocyyocwkim,-5,negative
Gempa Bumi Berkekuatan M5 2 Mengguncang Wilayah Kota Singkil Aceh akibat Aktivitas Megathrust Nias-Simeulue https://t.co/La5bm5xcC7,gempa bumi berkekuatan mengguncang wilayah kota singkil aceh akibat aktivitas megathrust niassimeulue tcolabmxcc,gempa bumi berkekuatan mengguncang wilayah kota singkil aceh akibat aktivitas megathrust niassimeulue tcolabmxcc,"['gempa', 'bumi', 'berkekuatan', 'mengguncang', 'wilayah', 'kota', 'singkil', 'aceh', 'akibat', 'aktivitas', 'megathrust', 'niassimeulue', 'tcolabmxcc']","['gempa', 'bumi', 'berkekuatan', 'mengguncang', 'wilayah', 'kota', 'singkil', 'aceh', 'akibat', 'aktivitas', 'megathrust', 'niassimeulue', 'tcolabmxcc']",bumi kuat guncang wilayah kota singkil aceh akibat aktivitas niassimeulue tcolabmxcc,-1,negative
Gempa M5 2 Guncang Singkil Aceh Akibat Aktivitas Megathrust Nias-Simeulue https://t.co/FXaz5OUF2n #TempoTekno,gempa guncang singkil aceh akibat aktivitas megathrust niassimeulue tcofxazoufn tempotekno,gempa guncang singkil aceh akibat aktivitas megathrust niassimeulue tcofxazoufn tempotekno,"['gempa', 'guncang', 'singkil', 'aceh', 'akibat', 'aktivitas', 'megathrust', 'niassimeulue', 'tcofxazoufn', 'tempotekno']","['gempa', 'guncang', 'singkil', 'aceh', 'akibat', 'aktivitas', 'megathrust', 'niassimeulue', 'tcofxazoufn', 'tempotekno']",guncang singkil aceh akibat aktivitas niassimeulue tcofxazoufn tempotekno,-2,negative
Sheez...Tohoku Megathrust =&gt; Fukushima Daiichi,sheeztohoku megathrust fukushima daiichi,sheeztohoku megathrust fukushima daiichi,"['sheeztohoku', 'megathrust', 'fukushima', 'daiichi']","['sheeztohoku', 'megathrust', 'fukushima', 'daiichi']",sheeztohoku fukushima daiichi,0,neutral
Megathrust Nias-Simeulue Mag. 5 3 11-Mar-23 11:03:48 WIB Lok:1.96 LU 97.85 BT (42 km Tenggara KAB-ACEHSINGKIL) Kedlmn:19 Km dirasakan di Kepulauan Banyak Aceh Singkil Silangit Pakpak Bharat Sipoholon IV MMI Aceh Selatan Gunung Sitoli dan Sirombu Kab. Nias III MMI::BMKG https://t.co/YlxlnG7XIO,megathrust niassimeulue mar  lok  tenggara kabacehsingkil kedlmn dirasakan kepulauan banyak aceh singkil silangit pakpak bharat sipoholon aceh selatan gunung sitoli sirombu nias mmibmkg tcoylxlngxio,megathrust niassimeulue mar lok tenggara kabacehsingkil kedlmn dirasakan kepulauan banyak aceh singkil silangit pakpak bharat sipoholon aceh selatan gunung sitoli sirombu nias mmibmkg tcoylxlngxio,"['megathrust', 'niassimeulue', 'mar', 'lok', 'tenggara', 'kabacehsingkil', 'kedlmn', 'dirasakan', 'kepulauan', 'banyak', 'aceh', 'singkil', 'silangit', 'pakpak', 'bharat', 'sipoholon', 'aceh', 'selatan', 'gunung', 'sitoli', 'sirombu', 'nias', 'mmibmkg', 'tcoylxlngxio']","['megathrust', 'niassimeulue', 'mar', 'lok', 'tenggara', 'kabacehsingkil', 'kedlmn', 'dirasakan', 'kepulauan', 'aceh', 'singkil', 'silangit', 'pakpak', 'bharat', 'sipoholon', 'aceh', 'selatan', 'gunung', 'sitoli', 'sirombu', 'nias', 'mmibmkg', 'tcoylxlngxio']",niassimeulue mar lok tenggara kabacehsingkil kedlmn rasa pulau aceh singkil silangit pakpak bharat sipoholon aceh selatan gunung sitoli sirombu nias mmibmkg tcoylxlngxio,-6,negative
Sumbar Diancam Megathrust Mentawai BMKG: Mirip Gempa Turki https://t.co/d8ykONKQ7X,sumbar diancam megathrust mentawai bmkg mirip gempa turki tcodykonkqx,sumbar diancam megathrust mentawai bmkg mirip gempa turki tcodykonkqx,"['sumbar', 'diancam', 'megathrust', 'mentawai', 'bmkg', 'mirip', 'gempa', 'turki', 'tcodykonkqx']","['sumbar', 'diancam', 'megathrust', 'mentawai', 'bmkg', 'gempa', 'turki', 'tcodykonkqx']",sumbar ancam tawa bmkg turki tcodykonkqx,0,neutral
Ancaman Megathrust Mentawai BMKG: Berpotensi Gempa 8 9 SR dan Tsunami https://t.co/cGzG0Ho0qM,ancaman megathrust mentawai bmkg berpotensi gempa tsunami tcocgzghoqm,ancaman megathrust mentawai bmkg berpotensi gempa tsunami tcocgzghoqm,"['ancaman', 'megathrust', 'mentawai', 'bmkg', 'berpotensi', 'gempa', 'tsunami', 'tcocgzghoqm']","['ancaman', 'megathrust', 'mentawai', 'bmkg', 'berpotensi', 'gempa', 'tsunami', 'tcocgzghoqm']",ancam tawa bmkg potensi tcocgzghoqm,3,positive
Gempa M5 3 Guncang Pesisir Barat Lampung BMKG: dari Zona Megathrust https://t.co/BTpWjaomnp #TempoTekno,gempa guncang pesisir barat lampung bmkg dari zona megathrust tcobtpwjaomnp tempotekno,gempa guncang pesisir barat lampung bmkg dari zona megathrust tcobtpwjaomnp tempotekno,"['gempa', 'guncang', 'pesisir', 'barat', 'lampung', 'bmkg', 'dari', 'zona', 'megathrust', 'tcobtpwjaomnp', 'tempotekno']","['gempa', 'guncang', 'pesisir', 'barat', 'lampung', 'bmkg', 'zona', 'megathrust', 'tcobtpwjaomnp', 'tempotekno']",guncang pesisir barat lampung bmkg zona tcobtpwjaomnp tempotekno,1,positive
pas buka media sosial kok rame prediksi gempa di beberapa lokasi di Indonesia. jadi parno #megathrust #2023,buka media sosial rame prediksi gempa beberapa lokasi indonesia jadi parno megathrust ,buka media sosial rame prediksi gempa beberapa lokasi indonesia jadi parno megathrust,"['buka', 'media', 'sosial', 'rame', 'prediksi', 'gempa', 'beberapa', 'lokasi', 'indonesia', 'jadi', 'parno', 'megathrust']","['buka', 'media', 'sosial', 'rame', 'prediksi', 'gempa', 'lokasi', 'indonesia', 'parno', 'megathrust']",buka media sosial rame prediksi lokasi parno,16,positive
BMKG Miliki 414 Seismograf Adang Jalur Megathrust https://t.co/aUG6zVEAuk,bmkg miliki seismograf adang jalur megathrust tcoaugzveauk,bmkg miliki seismograf adang jalur megathrust tcoaugzveauk,"['bmkg', 'miliki', 'seismograf', 'adang', 'jalur', 'megathrust', 'tcoaugzveauk']","['bmkg', 'miliki', 'seismograf', 'adang', 'jalur', 'megathrust', 'tcoaugzveauk']",bmkg milik seismograf adang jalur tcoaugzveauk,-6,negative
@infoBMKG @AkewRobert Pastiny emg blm bisa. Tpi perkiraan jalur gempa ya bisa. Kn Jepang sendiri udh prediksi klo Indo akan kena gempa Megathrust. Tpi emg hebat pejabat Indo diem aj bukannya kasih penyuluhan dan menaikkan standard dlm pembangunan gedung :v,infobmkg akewrobert pastiny bisa perkiraan jalur gempa bisa jepang sendiri prediksi indo akan kena gempa megathrust hebat pejabat indo diem bukannya kasih penyuluhan menaikkan standard pembangunan gedung,infobmkg akewrobert pastiny bisa perkiraan jalur gempa bisa jepang sendiri prediksi indonesia akan kena gempa megathrust hebat pejabat indonesia diam bukannya kasih penyuluhan menaikkan standard pembangunan gedung,"['infobmkg', 'akewrobert', 'pastiny', 'bisa', 'perkiraan', 'jalur', 'gempa', 'bisa', 'jepang', 'sendiri', 'prediksi', 'indonesia', 'akan', 'kena', 'gempa', 'megathrust', 'hebat', 'pejabat', 'indonesia', 'diam', 'bukannya', 'kasih', 'penyuluhan', 'menaikkan', 'standard', 'pembangunan', 'gedung']","['infobmkg', 'akewrobert', 'pastiny', 'perkiraan', 'jalur', 'gempa', 'jepang', 'prediksi', 'indonesia', 'kena', 'gempa', 'megathrust', 'hebat', 'pejabat', 'indonesia', 'diam', 'kasih', 'penyuluhan', 'menaikkan', 'standard', 'pembangunan', 'gedung']",infobmkg akewrobert pastiny kira jalur jepang prediksi kena hebat jabat diam kasih suluh naik standard bangun gedung,7,positive
@yaniarsim Potensi mah pasti ada. Seismic Gap di Megathrust selat sunda tuh salah satunya. tapi ya kapan terjadinya gaada yang tau.,yaniarsim potensi pasti seismic megathrust selat sunda salah satunya tapi kapan terjadinya gaada yang,yaniarsim potensi pasti seismic megathrust selat sunda salah satunya tapi kapan terjadinya tidak ada yang,"['yaniarsim', 'potensi', 'pasti', 'seismic', 'megathrust', 'selat', 'sunda', 'salah', 'satunya', 'tapi', 'kapan', 'terjadinya', 'tidak', 'ada', 'yang']","['yaniarsim', 'potensi', 'seismic', 'megathrust', 'selat', 'sunda', 'salah', 'satunya']",yaniarsim potensi seismic selat sunda salah satu,2,positive
@FredomMan123 @infoBMKG @siresek_ Betul. Jangan lupa BMKG baru memposting *SETELAH* kejadian gempa. Who knows nature will decide right. BMKG bs aja belajar dr metode ini. Sbaiknya kalau valid atau tidak setdknya bisa kasih edukasi ttg megathrust dan sesar/fault lainnya. Jadi kita lebih aware.,fredomman infobmkg siresek betul jangan lupa bmkg baru memposting setelah kejadian gempa knows nature will decide right bmkg belajar metode sbaiknya kalau valid atau tidak setdknya bisa kasih edukasi megathrust sesarfault lainnya jadi kita lebih aware,fredomman infobmkg siresek betul jangan lupa bmkg baru memposting setelah kejadian gempa knows nature will decide right bmkg belajar metode sebaiknya kalau valid atau tidak setdknya bisa kasih edukasi megathrust sesarfault lainnya jadi kita lebih aware,"['fredomman', 'infobmkg', 'siresek', 'betul', 'jangan', 'lupa', 'bmkg', 'baru', 'memposting', 'setelah', 'kejadian', 'gempa', 'knows', 'nature', 'will', 'decide', 'right', 'bmkg', 'belajar', 'metode', 'sebaiknya', 'kalau', 'valid', 'atau', 'tidak', 'setdknya', 'bisa', 'kasih', 'edukasi', 'megathrust', 'sesarfault', 'lainnya', 'jadi', 'kita', 'lebih', 'aware']","['fredomman', 'infobmkg', 'siresek', 'lupa', 'bmkg', 'memposting', 'kejadian', 'gempa', 'knows', 'nature', 'will', 'decide', 'right', 'bmkg', 'belajar', 'metode', 'valid', 'setdknya', 'kasih', 'edukasi', 'megathrust', 'sesarfault', 'aware']",fredomman infobmkg siresek lupa bmkg memposting jadi knows nature will decide right bmkg ajar metode valid setdknya kasih edukasi sesarfault aware,4,positive
SSGeo memprediksi gempa bumi berkekuatan lebih dari M6 akan terjadi di beberapa wilayah di Indonesia. Hal ini disampaikan melalui kanal Youtube-nya. #Gempa #GempaMegathrust #BMKG https://t.co/2WaxB49Cmj,ssgeo memprediksi gempa bumi berkekuatan lebih dari akan terjadi beberapa wilayah indonesia disampaikan melalui kanal youtubenya gempa gempamegathrust bmkg tcowaxbcmj,ssgeo memprediksi gempa bumi berkekuatan lebih dari akan terjadi beberapa wilayah indonesia disampaikan melalui kanal youtubenya gempa gempamegathrust bmkg tcowaxbcmj,"['ssgeo', 'memprediksi', 'gempa', 'bumi', 'berkekuatan', 'lebih', 'dari', 'akan', 'terjadi', 'beberapa', 'wilayah', 'indonesia', 'disampaikan', 'melalui', 'kanal', 'youtubenya', 'gempa', 'gempamegathrust', 'bmkg', 'tcowaxbcmj']","['ssgeo', 'memprediksi', 'gempa', 'bumi', 'berkekuatan', 'wilayah', 'indonesia', 'kanal', 'youtubenya', 'gempa', 'gempamegathrust', 'bmkg', 'tcowaxbcmj']",ssgeo prediksi bumi kuat wilayah kanal youtubenya gempamegathrust bmkg tcowaxbcmj,13,positive
Empat wilayah di Sumbar dapat merasakan guncangan gempa hari ini diantaranya di Padang Padang Panjang Pesisir Selatan dan Kerinci. #Gempa #GempaMegathrust #BMKG https://t.co/8AICVp7ba1,empat wilayah sumbar dapat merasakan guncangan gempa hari diantaranya padang padang panjang pesisir selatan kerinci gempa gempamegathrust bmkg tcoaicvpba,empat wilayah sumbar dapat merasakan guncangan gempa hari diantaranya padang padang panjang pesisir selatan kerinci gempa gempamegathrust bmkg tcoaicvpba,"['empat', 'wilayah', 'sumbar', 'dapat', 'merasakan', 'guncangan', 'gempa', 'hari', 'diantaranya', 'padang', 'padang', 'panjang', 'pesisir', 'selatan', 'kerinci', 'gempa', 'gempamegathrust', 'bmkg', 'tcoaicvpba']","['wilayah', 'sumbar', 'merasakan', 'guncangan', 'gempa', 'padang', 'padang', 'pesisir', 'selatan', 'kerinci', 'gempa', 'gempamegathrust', 'bmkg', 'tcoaicvpba']",wilayah sumbar rasa guncang padang padang pesisir selatan kerinci gempamegathrust bmkg tcoaicvpba,3,positive
Min sering banget gempa di Tanah Papua. Apakah ini pertanda megathrust? Atau hanya gempa biasa? Jadi takut saya. ,sering banget gempa tanah papua apakah pertanda megathrust atau hanya gempa biasa jadi takut saya,sering banget gempa tanah papua apakah pertanda megathrust atau hanya gempa biasa jadi takut saya,"['sering', 'banget', 'gempa', 'tanah', 'papua', 'apakah', 'pertanda', 'megathrust', 'atau', 'hanya', 'gempa', 'biasa', 'jadi', 'takut', 'saya']","['banget', 'gempa', 'tanah', 'papua', 'pertanda', 'megathrust', 'gempa', 'takut']",banget tanah papua tanda takut,8,positive
@Jogja_Uncover Ini zona megathrust min?,jogjauncover zona megathrust,jogjauncover zona megathrust,"['jogjauncover', 'zona', 'megathrust']","['jogjauncover', 'zona', 'megathrust']",jogjauncover zona,0,neutral
@bdaksobhya @Jogja_Uncover Mjb. Megathrust ini awal mula muncul tsunami Aceh waktu itu ya?,bdaksobhya jogjauncover megathrust awal mula muncul tsunami aceh waktu,bdaksobhya jogjauncover megathrust awal mula muncul tsunami aceh waktu,"['bdaksobhya', 'jogjauncover', 'megathrust', 'awal', 'mula', 'muncul', 'tsunami', 'aceh', 'waktu']","['bdaksobhya', 'jogjauncover', 'megathrust', 'muncul', 'tsunami', 'aceh']",bdaksobhya jogjauncover muncul aceh,1,positive
Gempa Bumi Magnitudo 5 2 Guncang Lebak Karena Tumbukan Lempeng Zona Megathrust https://t.co/2neAv6fRGb,gempa bumi magnitudo guncang lebak karena tumbukan lempeng zona megathrust tconeavfrgb,gempa bumi magnitudo guncang lebak karena tumbukan lempeng zona megathrust tconeavfrgb,"['gempa', 'bumi', 'magnitudo', 'guncang', 'lebak', 'karena', 'tumbukan', 'lempeng', 'zona', 'megathrust', 'tconeavfrgb']","['gempa', 'bumi', 'magnitudo', 'guncang', 'lebak', 'tumbukan', 'lempeng', 'zona', 'megathrust', 'tconeavfrgb']",bumi magnitudo guncang lebak tumbu lempeng zona tconeavfrgb,1,positive
@bdleonanda Akhirnya ada yang bahas... Asik nih. Berbeda dgn HARRP. Gempa ini... Osilator Tesla seakan terbukti dgn adanya kilatan² besar. Tp butuh tenaga besar untuk menghasilkan energi sebesar itu. Tp menjadi wajar JK banyak yg meramal +62 kena megathrust,bdleonanda akhirnya yang bahas asik berbeda harrp gempa osilator tesla seakan terbukti adanya kilatan besar butuh tenaga besar untuk menghasilkan energi sebesar menjadi wajar banyak meramal kena megathrust,bdleonanda akhirnya yang bahas asik berbeda harrp gempa osilator tesla seakan terbukti adanya kilatan besar butuh tenaga besar untuk menghasilkan energi sebesar menjadi wajar banyak meramal kena megathrust,"['bdleonanda', 'akhirnya', 'yang', 'bahas', 'asik', 'berbeda', 'harrp', 'gempa', 'osilator', 'tesla', 'seakan', 'terbukti', 'adanya', 'kilatan', 'besar', 'butuh', 'tenaga', 'besar', 'untuk', 'menghasilkan', 'energi', 'sebesar', 'menjadi', 'wajar', 'banyak', 'meramal', 'kena', 'megathrust']","['bdleonanda', 'bahas', 'asik', 'berbeda', 'harrp', 'gempa', 'osilator', 'tesla', 'seakan', 'terbukti', 'kilatan', 'butuh', 'tenaga', 'menghasilkan', 'energi', 'wajar', 'meramal', 'kena', 'megathrust']",bdleonanda bahas asik beda harrp osilator tesla akan bukti kilat butuh tenaga hasil energi wajar ramal kena,10,positive
@DaniSaja18 @DokterTifa Dia ilmuwan memprediksi karena memang sudah ada tanda2 nya.. Cermati kata Soon/later dia pun belum bisa tau kapan pastinya terjadi. Kalo masalah prediksi Sesar Lembang Megathrust Selatan Jawa juga Soon/Later pasti terjadi.,danisaja doktertifa ilmuwan memprediksi karena memang sudah tanda cermati kata soonlater belum bisa kapan pastinya terjadi kalo masalah prediksi sesar lembang megathrust selatan jawa juga soonlater pasti terjadi,danisaja doktertifa ilmuwan memprediksi karena memang sudah tanda cermati kata soonlater belum bisa kapan pastinya terjadi kalau masalah prediksi sesar lembang megathrust selatan jawa juga soonlater pasti terjadi,"['danisaja', 'doktertifa', 'ilmuwan', 'memprediksi', 'karena', 'memang', 'sudah', 'tanda', 'cermati', 'kata', 'soonlater', 'belum', 'bisa', 'kapan', 'pastinya', 'terjadi', 'kalau', 'masalah', 'prediksi', 'sesar', 'lembang', 'megathrust', 'selatan', 'jawa', 'juga', 'soonlater', 'pasti', 'terjadi']","['danisaja', 'doktertifa', 'ilmuwan', 'memprediksi', 'tanda', 'cermati', 'soonlater', 'pastinya', 'prediksi', 'sesar', 'lembang', 'megathrust', 'selatan', 'jawa', 'soonlater']",danisaja doktertifa ilmuwan prediksi tanda cermat soonlater pasti prediksi sesar lembang selatan soonlater,7,positive
