Review text,teks_bersih
koinnya kok gamasuk,koinnya gamasuk
Gopay yg terbaik pokoknya,Gopay terbaik pokoknya
"slaslu ada kejutan ,",slaslu kejutan
sangat membantu disaat membutuhkan,sangat membantu disaat membutuhkan
coin gopayku selalu hilang,coin gopayku selalu hilang
semoga Bisa Pinjam darurat,semoga Bisa Pinjam darurat
capat dan mudah,capat mudah
mntao,mntao
best dech,best dech
tapi belum tau cara tukar nya,tapi belum cara tukar
mantabbb,mantabbb
sangat puas dengan adanya gopay,sangat puas dengan adanya gopay
EWALLET TERCEPAT DAN TERPERCAYA SANGAT REKOMENDASI BANGET ⭐⭐⭐⭐,EWALLET TERCEPAT TERPERCAYA SANGAT REKOMENDASI BANGET
selalu bisa di andalkkan,selalu bisa andalkkan
lebih aman dari dana,lebih aman dari dana
gopay berguna aku mau jajan tinggal belii tanpa pergi good job bgt sih,gopay berguna jajan tinggal belii tanpa pergi good
ok jadi transaksi lebih mudah,jadi transaksi lebih mudah
kenapa tidak bisa fitur hapus akun padahal tidak ada pinjaman sama sekali,kenapa tidak bisa fitur hapus akun padahal tidak pinjaman sama sekali
baru pertama pake gopay semoga bisa betah bayak peromo mudah dalam hal apapun,baru pertama pake gopay semoga bisa betah bayak peromo mudah dalam apapun
gopay aku terhapus tidak bisa di downloat lagi,gopay terhapus tidak bisa downloat lagi
semoga apk ini bisa di percaya,semoga bisa percaya
luarbiasa,luarbiasa
bagus banget tapi kalo mau tuap pake koin gabisa,bagus banget tapi kalo tuap pake koin gabisa
Ok bnget top ap dapet poin terus makin untung,bnget dapet poin terus makin untung
mantap deh applikasi,mantap applikasi
"males bgt top up kena biaya admin, hadeh....",males kena biaya admin hadeh
sangat membantu top lah,sangat membantu
"Baru pertama kali pakai aplikasi gopay, semoga lancar dalam bertransaksi. jaya selalu buat aplikasinya dan semakin sukses 👍👍👍",Baru pertama kali pakai aplikasi gopay semoga lancar dalam bertransaksi jaya selalu buat aplikasinya semakin sukses
manta ..dan bagus xx,manta bagus
aneh ada aktivitas yang gak wajar,aneh aktivitas yang wajar
minn akun saya ada kndala gbsa login itu knpa yaa,minn akun saya kndala gbsa login knpa
semua menjadi mudah dan praktis dengan gopay,semua menjadi mudah praktis dengan gopay
aplikasi ini bagus banget Uda semuanya gratis apalagi coba yang kurang buruan di download,aplikasi bagus banget semuanya gratis apalagi coba yang kurang buruan download
terima kasih sangat lancar,terima kasih sangat lancar
smga tmbh. keren dan gokil,smga tmbh keren gokil
sngat puas,sngat puas
mantap terpercaya,mantap terpercaya
tolong itu Apaan namanya yang gosok2 dibuang aja om. mempersulit pas mau Bagikan bukti transfer bikin Gopay ga respon. malah bikin ribet.,tolong Apaan namanya yang gosok2 dibuang mempersulit Bagikan bukti transfer bikin Gopay respon malah bikin ribet
baru mencoba ya kk,baru mencoba
"Gaush nyusahi lah gopay pake acara gabisa transaksi karena ada aktivitas tidak wajar,padahal sebelum update bagus aj gada kek gtu,padahal dananya mau gw beliin obat knp smpe kek gni,balas email gw pihak gopay",Gaush nyusahi gopay pake acara gabisa transaksi karena aktivitas tidak wajarpadahal sebelum update bagus gada gtupadahal dananya beliin obat smpe gnibalas email pihak gopay
josz,josz
saya kirim uang ke gopay kok blm masok ya 50rb ya,saya kirim uang gopay masok 50rb
penagihan pinjaman y terlalu berlebihan kasar gak kaya aplikasi kredivo telat seminggu aje santai ini baru telat 2 hari udh kaya maling d teriaki terus ogah pake lagi,penagihan pinjaman terlalu berlebihan kasar kaya aplikasi kredivo telat seminggu santai baru telat hari kaya maling teriaki terus ogah pake lagi
"aneh tidak bisa menggunakan voucher, padhal akun pribadi dan sudh upgrade dengan data diri pribadi, sudah setahun lebih seperti ini",aneh tidak bisa menggunakan voucher padhal akun pribadi sudh upgrade dengan data diri pribadi sudah setahun lebih seperti
mempersulit pengguna pada saat masuk ke akun dan membuang buang banyak waktu tidak seperti aplikasi lain,mempersulit pengguna pada saat masuk akun membuang buang banyak waktu tidak seperti aplikasi lain
blm bs pinjam,pinjam
քǟӄǟɨ gopay transaksi cepat dn mudah jg murah,քǟӄǟɨ gopay transaksi cepat mudah murah
apk agak eror mulu klau di buka kadang kita upgrade plus bahkan ganti nomor telepon gak ada hasilnya memuaskan bahkan saya kecewa pengisian saldo rekening saya di gopay bahkan tidak dapat di akses untuk pembayaran,agak eror mulu klau buka kadang kita upgrade plus bahkan ganti nomor telepon hasilnya memuaskan bahkan saya kecewa pengisian saldo rekening saya gopay bahkan tidak dapat akses untuk pembayaran
"saldo terpotong tiba-tiba yang katanya karena mendaftar Sticker ly, padahal tidak pernah merasa mendaftar kan untuk berlangganan premium..",saldo terpotong tibatiba yang katanya karena mendaftar Sticker padahal tidak pernah merasa mendaftar untuk berlangganan premium
jelas sekali pelayanannya,jelas sekali pelayanannya
"setiap kali melakukan pembayaran gabisa jawabannya ""kami mendeteksi aktivitas gak wajar""; kecewa banget sama gopay padahal dulu suka banget makenya, sekarang gabisa di pake, setiap kali pembayaran pasti gitu mulu, ""GAK BISA LANJUTIN TRANSAKSI INI Kami mendeteksi aktivitas gak wajar, jadi lagi dicek dulu. Silakan coba lagi nanti, mana udah laporin ke cashtemercervis TPI jawabannya gak masuk sama masal, mlh makin muter"", apk GK recoment asli😡😡😡🤬🤬🤬🤬",setiap kali melakukan pembayaran gabisa jawabannya kami mendeteksi aktivitas wajar kecewa banget sama gopay padahal dulu suka banget makenya sekarang gabisa pake setiap kali pembayaran pasti gitu mulu BISA LANJUTIN TRANSAKSI Kami mendeteksi aktivitas wajar jadi lagi dicek dulu Silakan coba lagi nanti mana udah laporin cashtemercervis jawabannya masuk sama masal makin muter recoment asli
"mantap,sangat mudah untuk melakukan transaksi pembayaran",mantapsangat mudah untuk melakukan transaksi pembayaran
pake gopay bayaran murah Meria,pake gopay bayaran murah Meria
makin parahhhh setelah pemeliharaan malah gak bisa ikut turnamen tag² harian atau mingguan sama sekaliiiii!,makin parahhhh setelah pemeliharaan malah bisa ikut turnamen tag² harian atau mingguan sama sekaliiiii
bagi wdp gratis lagi donggg,bagi gratis lagi donggg
"saya sangat kecewa sekali dengan gopay,terutama gopay pinjam,saya sudah melunasi semua tagihan pinjaman,eh pinjam lagi tidak dikasih,saya sudah percaya sama apk ini,timbal baliknya menyakitkan brengsek,dah jelas kalian jajaran lintah darat,saya bela belain nutup pinjaman hasil jual ini jual itu,mo pinjam lagi di tolak alasan ga jelas kredit score dll,di apk tertulis stop judi,PINJOL kalian yg harus di STOP !!!",saya sangat kecewa sekali dengan gopayterutama gopay pinjamsaya sudah melunasi semua tagihan pinjamaneh pinjam lagi tidak dikasihsaya sudah percaya sama initimbal baliknya menyakitkan brengsekdah jelas kalian jajaran lintah daratsaya bela belain nutup pinjaman hasil jual jual itumo pinjam lagi tolak alasan jelas kredit score dlldi tertulis stop judiPINJOL kalian harus STOP
"mau buat go pay later,nggak bisa terus 🤦🏻‍♀️🤦🏻‍♀️",buat laternggak bisa terus
Dahlah hp ku gak suppoert Masak harus hp baru dulu bisa akses,Dahlah suppoert Masak harus baru dulu bisa akses
"Dari dulu juga gak pernah tertarik sih sama aplikasi ini, saya download aplikasi gopay karena buat top up aplikasi floq, eh pas saya coba top up dari bank btn ke akun gopay saya sebesar Rp1.000.000 malah ga masuk, di komplain lewat live chat malah ga jelas kelanjutannya, kecewa banget sih kalo sampe ga ditanggapin🙃💔",Dari dulu juga pernah tertarik sama aplikasi saya download aplikasi gopay karena buat aplikasi floq saya coba dari bank akun gopay saya sebesar Rp1000000 malah masuk komplain lewat live chat malah jelas kelanjutannya kecewa banget kalo sampe ditanggapin
sangat puas cepat banget transaksinya,sangat puas cepat banget transaksinya
Slow respon banget kalau ada masalah Terus kek gak peduli sama masalah cuman disuruh ngulangin isi prosedur Mulu gak ada diproses an,Slow respon banget kalau masalah Terus peduli sama masalah cuman disuruh ngulangin prosedur Mulu diproses
aplikasi paling jelekkk,aplikasi paling jelekkk
kebanyakan notif,kebanyakan notif
sattt bagud,sattt bagud
sangat membantu kebutuhan saya,sangat membantu kebutuhan saya
bayar tagihan ga pernah telat kok tau2 payletter diblokir. tapi gpp terima kasih juga sih jd belajar dan kerja lebih keras lg supaya bisa memenuhi kebutuhan tanpa hutang apalagi hutang sama gopay...wkwkwkwk,bayar tagihan pernah telat tau2 payletter diblokir tapi terima kasih juga belajar kerja lebih keras supaya bisa memenuhi kebutuhan tanpa hutang apalagi hutang sama gopaywkwkwkwk
sangat baik jadi kalok mau top ap ga usah jauh-jauh,sangat baik jadi kalok usah jauhjauh
sangat menyenangkan dan memudahkan memakai GOPAY,sangat menyenangkan memudahkan memakai GOPAY
bagus banget aplikasi nya terus gampang banget kalo mau top up,bagus banget aplikasi terus gampang banget kalo
we gopay katanya to up gratis 100 dm yang Arga nya 16 000 100% uang kembali kok saldo ku gak kembali sih padahal pertama transaksi ajg lah tolong kembalikan saldo ku we gw dapat member ship ml sama vaucer game 10.000 sering dapat di gg gif arena ada tulisan promo tidak memenuhi syarat ajg gopay,gopay katanya gratis yang Arga uang kembali saldo kembali padahal pertama transaksi tolong kembalikan saldo dapat member ship sama vaucer game 10000 sering dapat arena tulisan promo tidak memenuhi syarat gopay
Susah donwlot,Susah donwlot
"aplikasi nya sangat bagus untuk pembayaran atau pembelian secara cepat, rekomedasi banget pokoknya 👍👍👍",aplikasi sangat bagus untuk pembayaran atau pembelian secara cepat rekomedasi banget pokoknya
gopay emang lebih gampang baik ga sperti yang lain,gopay emang lebih gampang baik sperti yang lain
yang penting aman,yang penting aman
Tf cepaat ddan gratis,cepaat ddan gratis
sngt puas,sngt puas
always the best perform,always best perform
allhamdulilah amanah,allhamdulilah amanah
"woi aplikasi bug, nggak bisa transaksi aktifitas mencurigakan apaan anjir ngak jelas banget, MOHON INI SEGERA DI PERBAIKI !!!!!!!!!!!!!!",aplikasi nggak bisa transaksi aktifitas mencurigakan apaan anjir ngak jelas banget MOHON SEGERA PERBAIKI
"mudah, cepat, mantap",mudah cepat mantap
"semoga aman nyaman, dn amanah 😊",semoga aman nyaman amanah
lagi anak baru jadi blom terlalu paham,lagi anak baru jadi blom terlalu paham
mantap walaupun error dikit,mantap walaupun error dikit
good fast respon,good fast respon
top 👍,
mantaap GK lancar jaya,mantaap lancar jaya
Aplikasi jelek suka mempersulit penggunanya untuk klaim hadiah kartu gosok😡😡😡😡😡😡💔💔💔😤😤😤😤😤😔😔😔,Aplikasi jelek suka mempersulit penggunanya untuk klaim hadiah kartu gosok
ITS the best,best
sangat memudah kan,sangat memudah
"mempermudah..,,,👍 aplikasinya ok. bisa buat transaksi meskipun lagi ga ada kuota data.",mempermudah aplikasinya bisa buat transaksi meskipun lagi kuota data
hanya bintang yang berbicara,hanya bintang yang berbicara
sejauh ini sangat bagus dan memuaskan,sejauh sangat bagus memuaskan
aku mengalami gak bisa transfer fitur masukkan pin gak muncul,mengalami bisa transfer fitur masukkan muncul
gopay pinjaman tidak bisa,gopay pinjaman tidak bisa
"aplikasi mudah, banyak promo",aplikasi mudah banyak promo
"ribet bet verifikasi wajah,udh di coba di tempat yg agak terang gabisa,di tempat agak gelap gabisa,padahal udh keliatan jelas mukanya",ribet verifikasi wajahudh coba tempat agak terang gabisadi tempat agak gelap gabisapadahal keliatan jelas mukanya
tidak bisaa transaksi,tidak bisaa transaksi
min saya tidak pernah berlangganan aplikasi lain lewat gopay tapi ini kok bisa2 nya ada history pembayaran langganan dan saldo saya juga tersedot tolong min ini di tindak lanjut🙏🙏,saya tidak pernah berlangganan aplikasi lain lewat gopay tapi bisa2 history pembayaran langganan saldo saya juga tersedot tolong tindak lanjut
baiiiikkkkkk,baiiiikkkkkk
buat kalian yang ngarep wdp 1 rupiah mimpi anying itu scam gw dapet tuh promo tapi banyak kendala terus entah pembayaran yang delay kena aktifitas gk wajar dll..,buat kalian yang ngarep rupiah mimpi anying scam dapet promo tapi banyak kendala terus entah pembayaran yang delay kena aktifitas wajar
pertahankan,pertahankan
"kecewa gak bisa lanjutin pembayaran transaksi karena ada aktivitas gak wajar, padahal gak ngapa-ngapain.Tolong dibantu dari pihak Gopay secepatnya karena saya masih punya uang di aplikasi gopay. sengaja kasih bintang lima biar dibaca",kecewa bisa lanjutin pembayaran transaksi karena aktivitas wajar padahal ngapangapainTolong dibantu dari pihak Gopay secepatnya karena saya masih punya uang aplikasi gopay sengaja kasih bintang lima biar dibaca
ganas',ganas
Terimakasih GoPay atas kerjasamanya. Semoga sehat dan sukses selalu ya. Salam #enjoykeun,Terimakasih GoPay atas kerjasamanya Semoga sehat sukses selalu Salam enjoykeun
"pembayaran berhasil,item game tidak masuk,ditunggu setelah 1 hari juga tidak masuk,saldo belum dikembalikan.chat customer service cuman didiemin🫩",pembayaran berhasilitem game tidak masukditunggu setelah hari juga tidak masuksaldo belum dikembalikanchat customer service cuman didiemin
muantab bingit,muantab bingit
bagus mantap,bagus mantap
saldo tiba tiba hilang pasword di ganti gimana keamanan gopay bisa di bajak,saldo tiba tiba hilang pasword ganti gimana keamanan gopay bisa bajak
diskonnya sangat bagus🥰🥰🥰,diskonnya sangat bagus
saya kehilangan uang karena membayar gogle play secara sendiri,saya kehilangan uang karena membayar gogle play secara sendiri
masih coba pakai gopay,masih coba pakai gopay
"Keren,saya suka pake aplikasinya",Kerensaya suka pake aplikasinya
sangat bagus sekali buat transaksi apapun makasih,sangat bagus sekali buat transaksi apapun makasih
jos apk gopay transaksi cepat,gopay transaksi cepat
bagus pokoknya,bagus pokoknya
saldo gw sering ke kuras gk jelas,saldo sering kuras jelas
mempermudah bertrandaksi dengan GoPay,mempermudah bertrandaksi dengan GoPay
APAKAH BEGITU SULIT UNTUK MEMBERIKAN KEMUDAHAN BAGI PENGGUNA UNTUK MELIHAT DETAIL RUNUT PERTRANSAKSI YANG DILAKUKAN?,APAKAH BEGITU SULIT UNTUK MEMBERIKAN KEMUDAHAN BAGI PENGGUNA UNTUK MELIHAT DETAIL RUNUT PERTRANSAKSI YANG DILAKUKAN
mantap bisa top up,mantap bisa
"LELET BGT PAS MAU BAYAR, PADAHAL JARINGAN BAGUS",LELET BAYAR PADAHAL JARINGAN BAGUS
bagus tapi ad ituh uwang sayah hilang,bagus tapi ituh uwang sayah hilang
"Makin kreatif, makin keren...",Makin kreatif makin keren
Saya baru pakai tpi ok bagus,Saya baru pakai bagus
sangat membantu dan aplikasi gopay bagus,sangat membantu aplikasi gopay bagus
mantapppooo,mantapppooo
sangat membantu dan sangat praktis.🤩 terimakasih gopay,sangat membantu sangat praktis terimakasih gopay
cs nya gajelasr ribet cash back ga pernah ada,gajelasr ribet cash back pernah
keren abisss,keren abisss
"bagus , sangat bermanfaat",bagus sangat bermanfaat
bagus untuk 2025,bagus untuk 2025
mantap selalu,mantap selalu
cocok,cocok
sangat bagus.mudah cepat .tapi 1 knpa pngajuan pnjman atau playleter susah didapat...,sangat bagusmudah cepat tapi knpa pngajuan pnjman atau playleter susah didapat
"respon cs lambat sekali, saya topup kartu flazz ga masuk, padahal notifikasi topup sudah berhasil dan saldo gopay saya terpotong. ketika menghubungi cs responsnya lamban dan jelimet. tau tau chatnya ditutup begitu aja",respon lambat sekali saya topup kartu flazz masuk padahal notifikasi topup sudah berhasil saldo gopay saya terpotong ketika menghubungi responsnya lamban jelimet chatnya ditutup begitu
jos jis,
mudah di oprasikan gk ribet kayak bank digital yg lain,mudah oprasikan ribet kayak bank digital lain
"uang gw ditilep ,masa mau dipake malah ada notif ada aktivitas mencurigakan,gausah didownload aja deh",uang ditilep masa dipake malah notif aktivitas mencurigakangausah didownload
sya senang dengan aplikasi ini,senang dengan aplikasi
kenapa gak bisa scan QR dari storage ?,kenapa bisa scan dari storage
bagus cepat bikin akunya,bagus cepat bikin akunya
"aplikasi jelek masa gabisa top up game ml, jelek mengecewakan padahal saldo gw banyak aplikasi jelek uninstall aja",aplikasi jelek masa gabisa game jelek mengecewakan padahal saldo banyak aplikasi jelek uninstall
Katanya gratis biaya admin ternyata di potong juga di gopay nya 2k sama aja boong,Katanya gratis biaya admin ternyata potong juga gopay sama boong
"aplikasi kasih jago lagi eror, sudah buat akunnya ga bisa masuk lagi, padahal ada uang nya di situ bingung, dah lah gopay jangan kerja sama, sama si jago baru mau mulai masuk ke aplikasi nya gak bisa masuk aduh payah dah, saya kecewa pokoknya jago kurang bagus suka eror",aplikasi kasih jago lagi eror sudah buat akunnya bisa masuk lagi padahal uang situ bingung gopay jangan kerja sama sama jago baru mulai masuk aplikasi bisa masuk aduh payah saya kecewa pokoknya jago kurang bagus suka eror
aplikasi jelek,aplikasi jelek
layan mebantu,layan mebantu
min sekarang kenapa even undnag teman gabisa ya susah dapat rewards nya,sekarang kenapa even undnag teman gabisa susah dapat rewards
ganggu lagi main,ganggu lagi main
sangat bagus dan dia punya promo 100%,sangat bagus punya promo
Gopay yang terdepan..👍👍hemat tanpa biaya potongan kirim kemanapun,Gopay yang terdepanhemat tanpa biaya potongan kirim kemanapun
aplikasih yg baik dan berguna untuk smuanya,aplikasih baik berguna untuk smuanya
gampang dan mudah digunakan,gampang mudah digunakan
"saya tidak bisa login ke akun saya karna no hp saya tidak aktif dan email tidak terlalu verifikasi,di akun tsbt Masi ada saldo,saya hubungi cs memalui email,namun cs hanya menjawab tidak bisa menindak lanjuti masalah saya di karnakan tidak sesuai dengan s&k yang berlaku,lantas bagaimana mana gopay?",saya tidak bisa login akun saya karna saya tidak aktif email tidak terlalu verifikasidi akun tsbt Masi saldosaya hubungi memalui emailnamun hanya menjawab tidak bisa menindak lanjuti masalah saya karnakan tidak sesuai dengan yang berlakulantas bagaimana mana gopay
sangat keren,sangat keren
terimakasih bang,terimakasih bang
𝙢𝙖𝙣𝙩𝙖𝙥,𝙢𝙖𝙣𝙩𝙖𝙥
makin mrah untuk semua ya saya sgat ska dgan ini,makin mrah untuk semua saya sgat dgan
sangat bagus dan GK ribet untuk transaksi nya,sangat bagus ribet untuk transaksi
transaksi jauh cepat dan mudah 👍👍👍,transaksi jauh cepat mudah
sangat mempermudah terima kasih,sangat mempermudah terima kasih
murah dan praktis,murah praktis
"buat apk ini memang bagus tapi sekarang gk bisa ngutang lagi disini padahal tiap bulannya nyetornya gk pernah telat,sekarang mau ngajuin ditolak terus",buat memang bagus tapi sekarang bisa ngutang lagi disini padahal tiap bulannya nyetornya pernah telatsekarang ngajuin ditolak terus
puas banget aku,puas banget
mntap aplikasinya,mntap aplikasinya
ini cara mau bayar SPKLU kenapa gabisa? aplikasi bodoh udah terlanjur isi saldo disini,cara bayar SPKLU kenapa gabisa aplikasi bodoh udah terlanjur saldo disini
"hadehhh,kenapa gabisa masuk akun gopay,disuruh hapus dulu aplikasi nya,pas udah di coba tetep gabisa hadehh,mana di dalem akun saya ada 50rb",hadehhhkenapa gabisa masuk akun gopaydisuruh hapus dulu aplikasi nyapas udah coba tetep gabisa hadehhmana dalem akun saya 50rb
mantap gopay 👍👍👍👍👍,mantap gopay
apk bagus,bagus
banyak promo dan diskonnya,banyak promo diskonnya
"pakai aplikasi gopay,ngatur keuangan tambah mudah ga pake ribet",pakai aplikasi gopayngatur keuangan tambah mudah pake ribet
gak bisa diinstal. Tidak kompatibel dengan hp 😂,bisa diinstal Tidak kompatibel dengan
mudh di gunakan tranfer 1 gratisan lagi,mudh gunakan tranfer gratisan lagi
"halo pihak developer gopay yang terhormat,saya ingin melakukan transaksi pembayaran/top up game karena mengalami aktivitas tidak wajar tolong bantu secepatnya agar akun gopay saya agar kembali normal trimakasih🙏🫶🏻",halo pihak developer gopay yang terhormatsaya ingin melakukan transaksi pembayarantop game karena mengalami aktivitas tidak wajar tolong bantu secepatnya agar akun gopay saya agar kembali normal trimakasih
apk ini sanggat tidak berguna bikin ribet dan mempersulit bikin orang pusing janggan di dowload,sanggat tidak berguna bikin ribet mempersulit bikin orang pusing janggan dowload
aplikasinya bagus dan murah,aplikasinya bagus murah
iyaiya sederhana dan mudah untuk digunakan sebagai alat komunikasi,iyaiya sederhana mudah untuk digunakan sebagai alat komunikasi
kenapa ya gak bisa verifikasi muka sama ktp,kenapa bisa verifikasi muka sama
manttaappppp,manttaappppp
aplikasi pembayaran yang sangat mudah digunakan,aplikasi pembayaran yang sangat mudah digunakan
"bagus untuk menyimpan uang l,agar tidak hilang!",bagus untuk menyimpan uang lagar tidak hilang
sangat menarik dan simpel,sangat menarik simpel
oc sekali,sekali
transfer tanpa ribet,transfer tanpa ribet
aplikasi nya jelek sering ganguan saat menggunakan qris,aplikasi jelek sering ganguan saat menggunakan qris
Segala urusan transaksi jadi lebih mudah.. makasih GoPay,Segala urusan transaksi jadi lebih mudah makasih GoPay
gopay bagus dan berguna untuk saya karena bisa membantu transfer pulsa dan untuk membantu saya juga Terima kasih Goapay,gopay bagus berguna untuk saya karena bisa membantu transfer pulsa untuk membantu saya juga Terima kasih Goapay
e walet yg sangat membantu,walet sangat membantu
GoPay keren...🙏🙏,GoPay keren
saya tertarik dengan berbagai macam fitur lengkap dan bebas biaya transfer dan top up,saya tertarik dengan berbagai macam fitur lengkap bebas biaya transfer
gimana ini tiap klik mau bayar saat transaksi kok ngk muncul muncul layarnya hadeh apa gunanya gopay kuisi,gimana tiap klik bayar saat transaksi muncul muncul layarnya hadeh gunanya gopay kuisi
bagus Skali dan sangat jelas..,bagus Skali sangat jelas
banyak promo coin dan bebas transfer kemana aja,banyak promo coin bebas transfer kemana
sy bru pakai gopay dn semoga Transaksi lancar tdk ad kndla..,pakai gopay semoga Transaksi lancar kndla
bagus cepak hemat mudah aman,bagus cepak hemat mudah aman
diskon ok👍🏻,diskon
aplikasi sangat baik saya sukaa,aplikasi sangat baik saya sukaa
bagus sekali tapi saya Mahi 1 saldo nya,bagus sekali tapi saya Mahi saldo
terbaik dah,terbaik
sekarang lebih mudah tarik tunai di indomaret,sekarang lebih mudah tarik tunai indomaret
mantap kali aplikasi nya apa lagi pass baru nge install dikasihh rp.(.1.),mantap kali aplikasi lagi pass baru install dikasihh
masih bingung sihh tapii baguss,masih bingung sihh tapii baguss
Mengapa saya gagal terus upgrade gopay pluss? semua nomor lama yang sudah tidak dipakai di gopay/gojek sudah penghapusan akun. Bagaimana cara saya dapat upgrade gopay pluss dengan nomor baru? Mohon bantuannya segera,Mengapa saya gagal terus upgrade gopay pluss semua nomor lama yang sudah tidak dipakai gopaygojek sudah penghapusan akun Bagaimana cara saya dapat upgrade gopay pluss dengan nomor baru Mohon bantuannya segera
mantap simpel di gunakan nya,mantap simpel gunakan
🥰,
aplikasi perfect,aplikasi perfect
"halo admin kenapa sekarang gopay suka ng-bug, setiap buka gopay dan main game nya suka closing sendiri mohon benerin, apa yang salah trimakasih",halo admin kenapa sekarang gopay suka ngbug setiap buka gopay main game suka closing sendiri mohon benerin yang salah trimakasih
ganti no telp ga bisa kalo sdh dipakai apk gojek yg lain.. endingnya suruh pakai no telp yg lain sdh di endorse.... kaku dan ga jelas,ganti telp bisa kalo dipakai gojek lain endingnya suruh pakai telp lain endorse kaku jelas
gopay nya seru ada permainan nya dan juga kalau kita bosen tinggal main aja dan juga dapat coin dari gopay ayo donglot sekarang,gopay seru permainan juga kalau kita bosen tinggal main juga dapat coin dari gopay donglot sekarang
"jenis payment apa aja ada,trus murah lagi..tambah transaksi free berulang ulang",jenis payment adatrus murah lagitambah transaksi free berulang ulang
aplikasi ini sangat absurd mengapa? karena saya ingin transfer malah tidak bisa saya sangat kesal dan mengapa saya menilai nya bintang 5? agar semua orang yang hendak mendownload sadar bahwa aplikasi ini kadang errorr,aplikasi sangat absurd mengapa karena saya ingin transfer malah tidak bisa saya sangat kesal mengapa saya menilai bintang agar semua orang yang hendak mendownload sadar bahwa aplikasi kadang errorr
aplikasi yg salah efektif,aplikasi salah efektif
bagus tuk kirim uang,bagus kirim uang
"Luar biasa, mantap pokoknya apk ini gopay the best",Luar biasa mantap pokoknya gopay best
Karena harga yang terjangkau dan dapat dipercaya untuk menjadi aplikasi terbaik,Karena harga yang terjangkau dapat dipercaya untuk menjadi aplikasi terbaik
Mantaff,Mantaff
terimakasih...sangat membantu ..dan beemanfaat,terimakasihsangat membantu beemanfaat
baik bagus,baik bagus
mudah dan fleksibel,mudah fleksibel
saya belum mencoba nya jd saya beri bintang 3 dulu,saya belum mencoba saya beri bintang dulu
banyak gangguan,banyak gangguan
bagus aplikasi nya banyak bonus,bagus aplikasi banyak bonus
gopay mantap jdi ptaktis,gopay mantap ptaktis
aplikasi LEMOOOOOTTTT😴,aplikasi LEMOOOOOTTTT
sangat berguna untuk transaksi dan pembayaran,sangat berguna untuk transaksi pembayaran
Mantap Gan 🙏🏻🙏🏻👍🏻,Mantap
sanggat puwas pake gopay,sanggat puwas pake gopay
d coba dulu kalau bagus bintang 5,coba dulu kalau bagus bintang
suka banget sama aplikasi iniii🫰🫰,suka banget sama aplikasi iniii
sangat bgs,sangat
ᑲіsᥲ 𝗍᥆⍴ ᥙ⍴ ძᥲrі g᥆⍴ᥲᥡ🫶🫶,ᑲіsᥲ ძᥲrі g᥆ᥲᥡ
tidak bisa transaksi,tidak bisa transaksi
mantap cuy,mantap
maa Syaa Allah,Syaa Allah
memuaskan pokonya,memuaskan pokonya
payahhhh gak jelasas saldo masih banyak tapi pas pembayaran selalu gk bisa,payahhhh jelasas saldo masih banyak tapi pembayaran selalu bisa
buat iklan gajelas maksa download,buat iklan gajelas maksa download
"sudah seminggu dana refund tidak dikembalikan top up e money dr gopay bermasalah setelah top up kartu e money tidak terbaca, dana gopay sdh terpotong, mengajukan pengaduan diputer2 skrinsut transaksi, datangi pihak bank juga sdh dan seminggu berlalu dana masih belum di refund",sudah seminggu dana refund tidak dikembalikan money gopay bermasalah setelah kartu money tidak terbaca dana gopay terpotong mengajukan pengaduan diputer2 skrinsut transaksi datangi pihak bank juga seminggu berlalu dana masih belum refund
aplikasi nya cocok banget buat di pake usaha sampingan,aplikasi cocok banget buat pake usaha sampingan
sangat nyama dan aman bangett,sangat nyama aman bangett
gopay tolol udh pake bertahun2 gk bisa minjem,gopay tolol pake bertahun2 bisa minjem
iya Saya suka dengan hadiah poin..,Saya suka dengan hadiah poin
"Tolong dong perbaiki, masa dapet WEEKLY DIAMOND PASS diGG GIFT tapi ga bisa ditukerin/diklaim",Tolong dong perbaiki masa dapet WEEKLY DIAMOND PASS diGG GIFT tapi bisa ditukerindiklaim
aplikasi gopay ini sangat mudah untuk digunakan,aplikasi gopay sangat mudah untuk digunakan
"sayang limit saya g pinjm saya gk pernah naik, udah setahun pake",sayang limit saya pinjm saya pernah naik udah setahun pake
Semoga amanah. di lancarkan. segala nya 👍🏻👍🏻👍🏻👍🏻👍🏻,Semoga amanah lancarkan segala
udah top up game tapi diamond nya ga masuk. udah nge report juga tapi dibales begitu gitu aja,udah game tapi diamond masuk udah report juga tapi dibales begitu gitu
Good joo#,Good
ini aplikasi bagus bangettt,aplikasi bagus bangettt
sangat bagus dan elegan sangat mempermudah masyarakat 👍,sangat bagus elegan sangat mempermudah masyarakat
aplikasi curang. gopay pet sudah cek in tiap hari. tinggal 2 atau 3x selalu mengulang ke awal. dari krjaan cek in tapi mengulang. dengan gopay hadiah. saat dapat yang nominal bsr tau2 bug trs lgsg gagal. parah. tidak usah buat mcam2 kalau tidak mau rugi,aplikasi curang gopay sudah tiap hari tinggal atau selalu mengulang awal dari krjaan tapi mengulang dengan gopay hadiah saat dapat yang nominal tau2 lgsg gagal parah tidak usah buat mcam2 kalau tidak rugi
semoga berhasil dan selalu sukses untuk bermanfaat buat kita semuanya Amin yah Allah SWT,semoga berhasil selalu sukses untuk bermanfaat buat kita semuanya Amin Allah
samgat membantu dalam stiap transaksi dan mudah dalam pemakaian aplikasi E walet ini.,samgat membantu dalam stiap transaksi mudah dalam pemakaian aplikasi walet
