Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
oi itu gimana gw check in check in gopay coins tapi gak masuk gopay coins nya aneh,gimana check check gopay coins tapi masuk gopay coins aneh,bagaimana check check gopay coins tapi masuk gopay coins aneh,"['bagaimana', 'check', 'check', 'gopay', 'coins', 'tapi', 'masuk', 'gopay', 'coins', 'aneh']","['check', 'check', 'gopay', 'coins', 'masuk', 'gopay', 'coins', 'aneh']",check check gopay coins masuk gopay coins aneh
pokok nya mantep deh,pokok mantep,pokok mantap,"['pokok', 'mantap']","['pokok', 'mantap']",pokok mantap
suka ngebug dan sering gak bisa bayar padahal udah dipencet terus ama suka ngelag,suka ngebug sering bisa bayar padahal udah dipencet terus suka ngelag,suka ngebug sering bisa bayar padahal sudah dipencet terus suka ngelag,"['suka', 'ngebug', 'sering', 'bisa', 'bayar', 'padahal', 'sudah', 'dipencet', 'terus', 'suka', 'ngelag']","['suka', 'ngebug', 'bayar', 'dipencet', 'suka', 'ngelag']",suka ngebug bayar pencet suka ngelag
semoga lebih baik Dan tidak lemot,semoga lebih baik tidak lemot,semoga lebih baik tidak lemot,"['semoga', 'lebih', 'baik', 'tidak', 'lemot']","['semoga', 'lemot']",moga lot
mudah dan komplit,mudah komplit,mudah komplit,"['mudah', 'komplit']","['mudah', 'komplit']",mudah komplit
"SUDAH KEDUA KALI AKUN SAYA DI HACK DAN SEKARANG SAYA TDK BISA LOG IN SAMA SEKALI!!! cs nya lambat banget menangani keluhan, beda dengan shopeepay",sudah kedua kali akun saya hack sekarang saya bisa sama sekali lambat banget menangani keluhan beda dengan shopeepay,sudah kedua kali akun saya hack sekarang saya bisa sama sekali lambat banget menangani keluhan beda dengan shopeepay,"['sudah', 'kedua', 'kali', 'akun', 'saya', 'hack', 'sekarang', 'saya', 'bisa', 'sama', 'sekali', 'lambat', 'banget', 'menangani', 'keluhan', 'beda', 'dengan', 'shopeepay']","['kali', 'akun', 'hack', 'lambat', 'banget', 'menangani', 'keluhan', 'beda', 'shopeepay']",kali akun hack lambat banget tangan keluh beda shopeepay
"Bagus , tingkat kan keamanan privasi nya😁🤑",bagus tingkat keamanan privasi,bagus tingkat keamanan privasi,"['bagus', 'tingkat', 'keamanan', 'privasi']","['bagus', 'tingkat', 'keamanan', 'privasi']",bagus tingkat aman privasi
sangat nyaman setiap kali bertransaksi,sangat nyaman setiap kali bertransaksi,sangat nyaman setiap kali bertransaksi,"['sangat', 'nyaman', 'setiap', 'kali', 'bertransaksi']","['nyaman', 'kali', 'bertransaksi']",nyaman kali transaksi
pokok nya bagus apk nya GK kikir,pokok bagus kikir,pokok bagus kikir,"['pokok', 'bagus', 'kikir']","['pokok', 'bagus', 'kikir']",pokok bagus kikir
Sejauh ini Baguss,sejauh baguss,sejauh bagus,"['sejauh', 'bagus']",['bagus'],bagus
gsk bisa medstar premiom,bisa medstar premiom,bisa medstar premiom,"['bisa', 'medstar', 'premiom']","['medstar', 'premiom']",medstar premiom
min akunku knp eror,akunku eror,akunku eror,"['akunku', 'eror']","['akunku', 'eror']",akun eror
mudah dan ngk ribet,mudah ribet,mudah ribet,"['mudah', 'ribet']","['mudah', 'ribet']",mudah ribet
benerin dulu aplikasi nya napa org mau bayar top up game ga bisa eror bae cepet² benerin cs nya,benerin dulu aplikasi napa bayar game bisa eror cepet benerin,benerin dulu aplikasi kenapa bayar game bisa eror cepat benerin,"['benerin', 'dulu', 'aplikasi', 'kenapa', 'bayar', 'game', 'bisa', 'eror', 'cepat', 'benerin']","['benerin', 'aplikasi', 'bayar', 'game', 'eror', 'cepat', 'benerin']",benerin aplikasi bayar game eror cepat benerin
pas gk ada duit butuh sat set.... eh untung ada gopay bs lancar hr ini.. alhamdulillah,duit butuh untung gopay lancar alhamdulillah,duit butuh untung gopay lancar alhamdulillah,"['duit', 'butuh', 'untung', 'gopay', 'lancar', 'alhamdulillah']","['duit', 'butuh', 'untung', 'gopay', 'lancar', 'alhamdulillah']",duit butuh untung gopay lancar alhamdulillah
"ini kenapa ya? ada aktivifatas g wajar, udh pakai bantuan juga ga bisa, mohon di perbaiki ya gopay",kenapa aktivifatas wajar pakai bantuan juga bisa mohon perbaiki gopay,kenapa aktivifatas wajar pakai bantuan juga bisa mohon perbaiki gopay,"['kenapa', 'aktivifatas', 'wajar', 'pakai', 'bantuan', 'juga', 'bisa', 'mohon', 'perbaiki', 'gopay']","['aktivifatas', 'wajar', 'pakai', 'bantuan', 'mohon', 'perbaiki', 'gopay']",aktivifatas wajar pakai bantu mohon baik gopay
"ngisi saldo lwt gopay buat kartu kereta, saldonya ketarik, tapi saldo kartu keretanya ga nambah. gimana si",ngisi saldo gopay buat kartu kereta saldonya ketarik tapi saldo kartu keretanya nambah gimana,ngisi saldo gopay buat kartu kereta saldonya tertarik tapi saldo kartu keretanya menambah bagaimana,"['ngisi', 'saldo', 'gopay', 'buat', 'kartu', 'kereta', 'saldonya', 'tertarik', 'tapi', 'saldo', 'kartu', 'keretanya', 'menambah', 'bagaimana']","['ngisi', 'saldo', 'gopay', 'kartu', 'kereta', 'saldonya', 'tertarik', 'saldo', 'kartu', 'keretanya', 'menambah']",ngisi saldo gopay kartu kereta saldo tarik saldo kartu kereta tambah
ga ada bonus,bonus,bonus,['bonus'],['bonus'],bonus
"selalu ada harga murah!!,benar adanya biarpun tidak semuanya😁sukses selalu GoPay",selalu harga murahbenar adanya biarpun tidak semuanyasukses selalu gopay,selalu harga murahbenar adanya biarpun tidak semuanyasukses selalu gopay,"['selalu', 'harga', 'murahbenar', 'adanya', 'biarpun', 'tidak', 'semuanyasukses', 'selalu', 'gopay']","['harga', 'murahbenar', 'biarpun', 'semuanyasukses', 'gopay']",harga murahbenar biarpun semuanyasukses gopay
mudah cepet,mudah cepet,mudah cepat,"['mudah', 'cepat']","['mudah', 'cepat']",mudah cepat
mudah digunakan bagus banget terimakasih,mudah digunakan bagus banget terimakasih,mudah digunakan bagus banget terimakasih,"['mudah', 'digunakan', 'bagus', 'banget', 'terimakasih']","['mudah', 'bagus', 'banget', 'terimakasih']",mudah bagus banget terimakasih
sangat baik dan ramah bisa buat nambah uang jajan,sangat baik ramah bisa buat nambah uang jajan,sangat baik ramah bisa buat menambah uang jajan,"['sangat', 'baik', 'ramah', 'bisa', 'buat', 'menambah', 'uang', 'jajan']","['ramah', 'menambah', 'uang', 'jajan']",ramah tambah uang jajan
saldo tabungan ke gopay ga ada ngaco,saldo tabungan gopay ngaco,saldo tabungan gopay mengaco,"['saldo', 'tabungan', 'gopay', 'mengaco']","['saldo', 'tabungan', 'gopay', 'mengaco']",saldo tabung gopay aco
mantap bgt sih,mantap,mantap,['mantap'],['mantap'],mantap
sesuai aplikasi,sesuai aplikasi,sesuai aplikasi,"['sesuai', 'aplikasi']","['sesuai', 'aplikasi']",sesuai aplikasi
"mohon untuk kembalikan uang transaksi saya sebesar Rp 16.600, di karna kan saya transaksi top up game tidak masuk",mohon untuk kembalikan uang transaksi saya sebesar  karna saya transaksi game tidak masuk,mohon untuk kembalikan uang transaksi saya sebesar karena saya transaksi game tidak masuk,"['mohon', 'untuk', 'kembalikan', 'uang', 'transaksi', 'saya', 'sebesar', 'karena', 'saya', 'transaksi', 'game', 'tidak', 'masuk']","['mohon', 'kembalikan', 'uang', 'transaksi', 'transaksi', 'game', 'masuk']",mohon kembali uang transaksi transaksi game masuk
fitur nya banyak&promo nya jg,fitur banyakpromo,fitur banyakpromo,"['fitur', 'banyakpromo']","['fitur', 'banyakpromo']",fitur banyakpromo
Manatap,manatap,manatap,['manatap'],['manatap'],manatap
lama x memroses transaksi ngak kayak DANA,lama memroses transaksi ngak kayak dana,lama memroses transaksi tidak kayak dana,"['lama', 'memroses', 'transaksi', 'tidak', 'kayak', 'dana']","['memroses', 'transaksi', 'kayak', 'dana']",memroses transaksi kayak dana
laporan-laporan masalah yang tidak pernah diproses atau tidak pernah selesai,laporanlaporan masalah yang tidak pernah diproses atau tidak pernah selesai,laporanlaporan masalah yang tidak pernah diproses atau tidak pernah selesai,"['laporanlaporan', 'masalah', 'yang', 'tidak', 'pernah', 'diproses', 'atau', 'tidak', 'pernah', 'selesai']","['laporanlaporan', 'diproses', 'selesai']",laporanlaporan proses selesai
aplikasi gopay sangat membantu👍🏻 kerennn top,aplikasi gopay sangat membantu kerennn,aplikasi gopay sangat membantu keren,"['aplikasi', 'gopay', 'sangat', 'membantu', 'keren']","['aplikasi', 'gopay', 'membantu', 'keren']",aplikasi gopay bantu keren
saya baru baru pertama kali nya di aplikasi gopay saya rasa aplikasi nya sangat membantu untuk kehidupan sehari-hari mu dan kebutuhan lainnya,saya baru baru pertama kali aplikasi gopay saya rasa aplikasi sangat membantu untuk kehidupan seharihari kebutuhan lainnya,saya baru baru pertama kali aplikasi gopay saya rasa aplikasi sangat membantu untuk kehidupan seharihari kebutuhan lainnya,"['saya', 'baru', 'baru', 'pertama', 'kali', 'aplikasi', 'gopay', 'saya', 'rasa', 'aplikasi', 'sangat', 'membantu', 'untuk', 'kehidupan', 'seharihari', 'kebutuhan', 'lainnya']","['kali', 'aplikasi', 'gopay', 'aplikasi', 'membantu', 'kehidupan', 'seharihari', 'kebutuhan']",kali aplikasi gopay aplikasi bantu hidup seharihari butuh
"cepat, lancar mantaplah",cepat lancar mantaplah,cepat lancar mantaplah,"['cepat', 'lancar', 'mantaplah']","['cepat', 'lancar', 'mantaplah']",cepat lancar mantap
Aplikasi transaksi efektif,aplikasi transaksi efektif,aplikasi transaksi efektif,"['aplikasi', 'transaksi', 'efektif']","['aplikasi', 'transaksi', 'efektif']",aplikasi transaksi efektif
mantap enak dan gampang di gunakannya,mantap enak gampang gunakannya,mantap enak gampang gunakannya,"['mantap', 'enak', 'gampang', 'gunakannya']","['mantap', 'enak', 'gampang', 'gunakannya']",mantap enak gampang guna
mohon maaf trimksih masuknya sigap cepat tanggap ...mklum orang kampung pake gopay,mohon maaf trimksih masuknya sigap cepat tanggap mklum orang kampung pake gopay,mohon maaf trimksih masuknya sigap cepat tanggap mklum orang kampung pakai gopay,"['mohon', 'maaf', 'trimksih', 'masuknya', 'sigap', 'cepat', 'tanggap', 'mklum', 'orang', 'kampung', 'pakai', 'gopay']","['mohon', 'maaf', 'trimksih', 'masuknya', 'sigap', 'cepat', 'tanggap', 'mklum', 'orang', 'kampung', 'pakai', 'gopay']",mohon maaf trimksih masuk sigap cepat tanggap mklum orang kampung pakai gopay
mempermudah segalanya,mempermudah segalanya,mempermudah segalanya,"['mempermudah', 'segalanya']",['mempermudah'],mudah
saya kasih 4 bintang dulu saya baru mencoba aplikasi ini.,saya kasih bintang dulu saya baru mencoba aplikasi,saya kasih bintang dulu saya baru mencoba aplikasi,"['saya', 'kasih', 'bintang', 'dulu', 'saya', 'baru', 'mencoba', 'aplikasi']","['kasih', 'bintang', 'mencoba', 'aplikasi']",kasih bintang coba aplikasi
aman dengan xaman,aman dengan xaman,aman dengan xaman,"['aman', 'dengan', 'xaman']","['aman', 'xaman']",aman xaman
"lemot banget sih, lagi buru-buru mau trf malah gagal trus segala kesalahan teknis, hadeeh.",lemot banget lagi buruburu malah gagal trus segala kesalahan teknis hadeeh,lemot banget lagi buruburu malah gagal terus segala kesalahan teknis hadeeh,"['lemot', 'banget', 'lagi', 'buruburu', 'malah', 'gagal', 'terus', 'segala', 'kesalahan', 'teknis', 'hadeeh']","['lemot', 'banget', 'buruburu', 'gagal', 'kesalahan', 'teknis', 'hadeeh']",lot banget buruburu gagal salah teknis hadeeh
menjadi mudah,menjadi mudah,menjadi mudah,"['menjadi', 'mudah']",['mudah'],mudah
semoga mudah sgl nya ada nya gopay,semoga mudah gopay,semoga mudah gopay,"['semoga', 'mudah', 'gopay']","['semoga', 'mudah', 'gopay']",moga mudah gopay
kenapa beberapa hari ini setiap pagi selalu susah buat transfer...padahal sebelom nya gak pernah ada trouble... please tolong di perbaiki...,kenapa beberapa hari setiap pagi selalu susah buat transferpadahal sebelom pernah trouble please tolong perbaiki,kenapa beberapa hari setiap pagi selalu susah buat transferpadahal sebelom pernah trouble please tolong perbaiki,"['kenapa', 'beberapa', 'hari', 'setiap', 'pagi', 'selalu', 'susah', 'buat', 'transferpadahal', 'sebelom', 'pernah', 'trouble', 'please', 'tolong', 'perbaiki']","['pagi', 'susah', 'transferpadahal', 'sebelom', 'trouble', 'please', 'tolong', 'perbaiki']",pagi susah transferpadahal bom trouble please tolong baik
Cashback undang teman ga masuk,cashback undang teman masuk,cashback undang teman masuk,"['cashback', 'undang', 'teman', 'masuk']","['cashback', 'undang', 'teman', 'masuk']",cashback undang teman masuk
tidak bisa transfer padahal baru top up dari Alfamidi ahirnya dana saya nyangkut tdk dapat digunakan,tidak bisa transfer padahal baru dari alfamidi ahirnya dana saya nyangkut dapat digunakan,tidak bisa transfer padahal baru dari alfamidi ahirnya dana saya nyangkut dapat digunakan,"['tidak', 'bisa', 'transfer', 'padahal', 'baru', 'dari', 'alfamidi', 'ahirnya', 'dana', 'saya', 'nyangkut', 'dapat', 'digunakan']","['transfer', 'alfamidi', 'ahirnya', 'dana', 'nyangkut']",transfer alfamidi ahirnya dana nyangkut
"sejauh ini aman n berfungsi banget buat transaksi sehari"".. 👍👍",sejauh aman berfungsi banget buat transaksi sehari,sejauh aman berfungsi banget buat transaksi sehari,"['sejauh', 'aman', 'berfungsi', 'banget', 'buat', 'transaksi', 'sehari']","['aman', 'berfungsi', 'banget', 'transaksi', 'sehari']",aman fungsi banget transaksi hari
mau uograde ke gopay plus kameranya g bisa dibuka. komplain ditanya alesannya dah dikasih suruh milih salah satu lah g da pilihan apa yang mesti gw pilih?,uograde gopay plus kameranya bisa dibuka komplain ditanya alesannya dikasih suruh milih salah satu pilihan yang mesti pilih,uograde gopay plus kameranya bisa dibuka komplain ditanya alesannya dikasih suruh memilih salah satu pilihan yang mesti pilih,"['uograde', 'gopay', 'plus', 'kameranya', 'bisa', 'dibuka', 'komplain', 'ditanya', 'alesannya', 'dikasih', 'suruh', 'memilih', 'salah', 'satu', 'pilihan', 'yang', 'mesti', 'pilih']","['uograde', 'gopay', 'plus', 'kameranya', 'dibuka', 'komplain', 'alesannya', 'dikasih', 'suruh', 'memilih', 'salah', 'pilihan', 'mesti', 'pilih']",uograde gopay plus kamera buka komplain alesannya kasih suruh pilih salah pilih mesti pilih
intinya apk ini its the best 😍,intinya best,intinya best,"['intinya', 'best']","['intinya', 'best']",inti best
"ga cocok di qku sumpah ngapaain biaya token listrik di naikin 1,400 m3njafi 2000 segitu aja padahal udah kaya di cekik apalagi naik lagi plisss ini keputusan pihal pln nya atau emang dari gopay nya",cocok sumpah ngapaain biaya token listrik naikin  mnjafi  segitu padahal udah kaya cekik apalagi naik lagi plisss keputusan pihal atau emang dari gopay,cocok sumpah ngapaain biaya token listrik naikin mnjafi segitu padahal sudah kayak cekik apalagi naik lagi plisss keputusan pihal atau memang dari gopay,"['cocok', 'sumpah', 'ngapaain', 'biaya', 'token', 'listrik', 'naikin', 'mnjafi', 'segitu', 'padahal', 'sudah', 'kayak', 'cekik', 'apalagi', 'naik', 'lagi', 'plisss', 'keputusan', 'pihal', 'atau', 'memang', 'dari', 'gopay']","['cocok', 'sumpah', 'ngapaain', 'biaya', 'token', 'listrik', 'naikin', 'mnjafi', 'segitu', 'kayak', 'cekik', 'plisss', 'keputusan', 'pihal', 'gopay']",cocok sumpah ngapaain biaya token listrik naikin mnjafi segitu kayak cekik plisss putus pihal gopay
Mantoel,mantoel,mantoel,['mantoel'],['mantoel'],mantoel
"Aplikasi gopay sangat membantu & memprmudah transaksi keuangan kita semua, trimakasih",aplikasi gopay sangat membantu memprmudah transaksi keuangan kita semua trimakasih,aplikasi gopay sangat membantu memprmudah transaksi keuangan kita semua trimakasih,"['aplikasi', 'gopay', 'sangat', 'membantu', 'memprmudah', 'transaksi', 'keuangan', 'kita', 'semua', 'trimakasih']","['aplikasi', 'gopay', 'membantu', 'memprmudah', 'transaksi', 'keuangan', 'trimakasih']",aplikasi gopay bantu memprmudah transaksi uang trimakasih
berat ini update versi terbaru jadi lemot sumpah malu maluin aja loe gopay Ampe bikin ngantri pembayaran gegara lemot loading terus,berat update versi terbaru jadi lemot sumpah malu maluin gopay ampe bikin ngantri pembayaran gegara lemot loading terus,berat update versi terbaru jadi lemot sumpah malu maluin gopay sampai bikin mengantri pembayaran gegara lemot loading terus,"['berat', 'update', 'versi', 'terbaru', 'jadi', 'lemot', 'sumpah', 'malu', 'maluin', 'gopay', 'sampai', 'bikin', 'mengantri', 'pembayaran', 'gegara', 'lemot', 'loading', 'terus']","['berat', 'update', 'versi', 'terbaru', 'lemot', 'sumpah', 'malu', 'maluin', 'gopay', 'bikin', 'mengantri', 'pembayaran', 'gegara', 'lemot', 'loading']",berat update versi baru lot sumpah malu maluin gopay bikin antri bayar gegara lot loading
"saya belum coba,aman gk ya nyimpen uang di gopay?",saya belum cobaaman nyimpen uang gopay,saya belum cobaaman menyimpan uang gopay,"['saya', 'belum', 'cobaaman', 'menyimpan', 'uang', 'gopay']","['cobaaman', 'menyimpan', 'uang', 'gopay']",cobaaman simpan uang gopay
semoga Makai gopey menyenangkan,semoga makai gopey menyenangkan,semoga makai gopey menyenangkan,"['semoga', 'makai', 'gopey', 'menyenangkan']","['semoga', 'makai', 'gopey', 'menyenangkan']",moga maka gopey senang
pembayaran pdam saya udah satu hari masih proses,pembayaran pdam saya udah satu hari masih proses,pembayaran pdam saya sudah satu hari masih proses,"['pembayaran', 'pdam', 'saya', 'sudah', 'satu', 'hari', 'masih', 'proses']","['pembayaran', 'pdam', 'proses']",bayar pdam proses
Tooop membantu banget...,tooop membantu banget,tooop membantu banget,"['tooop', 'membantu', 'banget']","['tooop', 'membantu', 'banget']",tooop bantu banget
"manteeep bener, banyak promonya check in dan main game nya dapet koin banyakk, makasii gopayyy🫰😘",manteeep bener banyak promonya check main game dapet koin banyakk makasii gopayyy,manteeep benar banyak promonya check main game dapat koin banyakk makasii gopayyy,"['manteeep', 'benar', 'banyak', 'promonya', 'check', 'main', 'game', 'dapat', 'koin', 'banyakk', 'makasii', 'gopayyy']","['manteeep', 'promonya', 'check', 'main', 'game', 'koin', 'banyakk', 'makasii', 'gopayyy']",manteeep promonya check main game koin banyakk makasii gopayyy
"sangat bagus, aman, dan murah murah di aplikasinya 😍",sangat bagus aman murah murah aplikasinya,sangat bagus aman murah murah aplikasinya,"['sangat', 'bagus', 'aman', 'murah', 'murah', 'aplikasinya']","['bagus', 'aman', 'murah', 'murah', 'aplikasinya']",bagus aman murah murah aplikasi
mantap dan bagus membatu,mantap bagus membatu,mantap bagus membatu,"['mantap', 'bagus', 'membatu']","['mantap', 'bagus', 'membatu']",mantap bagus batu
kok susah x qrisnya,susah qrisnya,susah qrisnya,"['susah', 'qrisnya']","['susah', 'qrisnya']",susah qrisnya
saya top-up gopay dari m-banking bca keterangan transaksi berhasil tapi saldo di gopay belum masuk meskipun sudah di refresh berkali-kali ini gimana uang saldo saya belum masuk,saya topup gopay dari mbanking keterangan transaksi berhasil tapi saldo gopay belum masuk meskipun sudah refresh berkalikali gimana uang saldo saya belum masuk,saya topup gopay dari mbanking keterangan transaksi berhasil tapi saldo gopay belum masuk meskipun sudah refresh berkalikali bagaimana uang saldo saya belum masuk,"['saya', 'topup', 'gopay', 'dari', 'mbanking', 'keterangan', 'transaksi', 'berhasil', 'tapi', 'saldo', 'gopay', 'belum', 'masuk', 'meskipun', 'sudah', 'refresh', 'berkalikali', 'bagaimana', 'uang', 'saldo', 'saya', 'belum', 'masuk']","['topup', 'gopay', 'mbanking', 'keterangan', 'transaksi', 'berhasil', 'saldo', 'gopay', 'masuk', 'refresh', 'berkalikali', 'uang', 'saldo', 'masuk']",topup gopay mbanking terang transaksi hasil saldo gopay masuk refresh berkalikali uang saldo masuk
lancar,lancar,lancar,['lancar'],['lancar'],lancar
terima kasih.,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']",terima kasih
"punya voucher banyak mau di pakai tapi tiba tiba hilang , hilang semua lohh , kalau cuma 1 si it's okayy, tolong lah gopay jangan begituu",punya voucher banyak pakai tapi tiba tiba hilang hilang semua lohh kalau cuma okayy tolong gopay jangan begituu,punya voucher banyak pakai tapi tiba tiba hilang hilang semua loh kalau cuma okayy tolong gopay jangan begituu,"['punya', 'voucher', 'banyak', 'pakai', 'tapi', 'tiba', 'tiba', 'hilang', 'hilang', 'semua', 'loh', 'kalau', 'cuma', 'okayy', 'tolong', 'gopay', 'jangan', 'begituu']","['voucher', 'pakai', 'hilang', 'hilang', 'loh', 'okayy', 'tolong', 'gopay', 'begituu']",voucher pakai hilang hilang loh okayy tolong gopay begituu
Best App ever,best ever,best ever,"['best', 'ever']","['best', 'ever']",best ever
gopay pinjm di tolak terus,gopay pinjm tolak terus,gopay pinjm tolak terus,"['gopay', 'pinjm', 'tolak', 'terus']","['gopay', 'pinjm', 'tolak']",gopay pinjm tolak
gopay is the best,gopay best,gopay best,"['gopay', 'best']","['gopay', 'best']",gopay best
uang aman transaksi cepat,uang aman transaksi cepat,uang aman transaksi cepat,"['uang', 'aman', 'transaksi', 'cepat']","['uang', 'aman', 'transaksi', 'cepat']",uang aman transaksi cepat
"gopay error kah? dari kemarin gak masuk mulu coin gopay, trus gk bisa mengurangi ruby. tolong perbaiki secepatnya",gopay error dari kemarin masuk mulu coin gopay trus bisa mengurangi ruby tolong perbaiki secepatnya,gopay error dari kemarin masuk mulu coin gopay terus bisa mengurangi ruby tolong perbaiki secepatnya,"['gopay', 'error', 'dari', 'kemarin', 'masuk', 'mulu', 'coin', 'gopay', 'terus', 'bisa', 'mengurangi', 'ruby', 'tolong', 'perbaiki', 'secepatnya']","['gopay', 'error', 'kemarin', 'masuk', 'mulu', 'coin', 'gopay', 'mengurangi', 'ruby', 'tolong', 'perbaiki', 'secepatnya']",gopay error kemarin masuk mulu coin gopay kurang ruby tolong baik cepat
semoga event untuk para pengguna bisa lebih sering diadakan.,semoga event untuk para pengguna bisa lebih sering diadakan,semoga event untuk para pengguna bisa lebih sering diadakan,"['semoga', 'event', 'untuk', 'para', 'pengguna', 'bisa', 'lebih', 'sering', 'diadakan']","['semoga', 'event', 'pengguna', 'diadakan']",moga event guna ada
dapat uang,dapat uang,dapat uang,"['dapat', 'uang']",['uang'],uang
KEREN BANGET DAH.... BELUM TOP UP DAH DI TRAKTIR 1GB pay yang sebelah susah banget buat chekout,keren banget belum traktir yang sebelah susah banget buat chekout,keren banget belum traktir yang sebelah susah banget buat chekout,"['keren', 'banget', 'belum', 'traktir', 'yang', 'sebelah', 'susah', 'banget', 'buat', 'chekout']","['keren', 'banget', 'traktir', 'sebelah', 'susah', 'banget', 'chekout']",keren banget traktir belah susah banget chekout
lengkap dan aman,lengkap aman,lengkap aman,"['lengkap', 'aman']","['lengkap', 'aman']",lengkap aman
gopay memang ok👍👍👍,gopay memang,gopay memang,"['gopay', 'memang']",['gopay'],gopay
tiba tiba udah gak premium tolol banget nih aplikasi,tiba tiba udah premium tolol banget aplikasi,tiba tiba sudah premium tolol banget aplikasi,"['tiba', 'tiba', 'sudah', 'premium', 'tolol', 'banget', 'aplikasi']","['premium', 'tolol', 'banget', 'aplikasi']",premium tolol banget aplikasi
"ini apk iklan ny makasa download jir, klo mw bnyk yg download minimal kg maksa ke play store lh cung kacung",iklan makasa download bnyk download minimal maksa play store cung kacung,iklan makasa download banyak download minimal maksa play store cung kacung,"['iklan', 'makasa', 'download', 'banyak', 'download', 'minimal', 'maksa', 'play', 'store', 'cung', 'kacung']","['iklan', 'makasa', 'download', 'download', 'minimal', 'maksa', 'play', 'store', 'cung', 'kacung']",iklan makasa download download minimal maksa play store cung kacung
senang sekali bisa pke Gopay ini mudah d gunakan dan cepat Pkoknya puas pke gopay,senang sekali bisa gopay mudah gunakan cepat pkoknya puas gopay,senang sekali bisa gopay mudah gunakan cepat pokoknya puas gopay,"['senang', 'sekali', 'bisa', 'gopay', 'mudah', 'gunakan', 'cepat', 'pokoknya', 'puas', 'gopay']","['senang', 'gopay', 'mudah', 'cepat', 'pokoknya', 'puas', 'gopay']",senang gopay mudah cepat pokok puas gopay
"bagus Apkasi ini,tapi cara mencairkan coin nya belum bisa saya🙏🙏",bagus apkasi initapi cara mencairkan coin belum bisa saya,bagus apkasi initapi cara mencairkan coin belum bisa saya,"['bagus', 'apkasi', 'initapi', 'cara', 'mencairkan', 'coin', 'belum', 'bisa', 'saya']","['bagus', 'apkasi', 'initapi', 'mencairkan', 'coin']",bagus apkasi initapi cair coin
"cepat, informatif, dan real-time.",cepat informatif realtime,cepat informatif realtime,"['cepat', 'informatif', 'realtime']","['cepat', 'informatif', 'realtime']",cepat informatif realtime
"dulu ok aplikasi ini ... tapi untuk sekarang saya berpindah ke aplikasi lain ... terlalu banyak mines hingga males nulis ... tak sebutkan 3 saja yg dari gopay pinjam ... 1). telat bayar gopay pinjam 1 hari sudah di maki maki hingga mengancam ... 2). tidak telat sama sekali saat pelunasan tapi tidak bisa pinjam ... 3). ada biaya tersembunyi yg jatuhnya memberatkan ... (ini masih di gopay pinjam belum lagi go food . gojek . tokopedia ""pernah zonk 400k , baru tau kalau toped masih satu atap"")",dulu aplikasi tapi untuk sekarang saya berpindah aplikasi lain terlalu banyak mines hingga males nulis sebutkan saja dari gopay pinjam telat bayar gopay pinjam hari sudah maki maki hingga mengancam tidak telat sama sekali saat pelunasan tapi tidak bisa pinjam biaya tersembunyi jatuhnya memberatkan masih gopay pinjam belum lagi food gojek tokopedia pernah zonk k baru kalau toped masih satu atap,dulu aplikasi tapi untuk sekarang saya berpindah aplikasi lain terlalu banyak mines hingga malas menulis sebutkan saja dari gopay pinjam telat bayar gopay pinjam hari sudah maki maki hingga mengancam tidak telat sama sekali saat pelunasan tapi tidak bisa pinjam biaya tersembunyi jatuhnya memberatkan masih gopay pinjam belum lagi food gojek tokopedia pernah zonk ke baru kalau toped masih satu atap,"['dulu', 'aplikasi', 'tapi', 'untuk', 'sekarang', 'saya', 'berpindah', 'aplikasi', 'lain', 'terlalu', 'banyak', 'mines', 'hingga', 'malas', 'menulis', 'sebutkan', 'saja', 'dari', 'gopay', 'pinjam', 'telat', 'bayar', 'gopay', 'pinjam', 'hari', 'sudah', 'maki', 'maki', 'hingga', 'mengancam', 'tidak', 'telat', 'sama', 'sekali', 'saat', 'pelunasan', 'tapi', 'tidak', 'bisa', 'pinjam', 'biaya', 'tersembunyi', 'jatuhnya', 'memberatkan', 'masih', 'gopay', 'pinjam', 'belum', 'lagi', 'food', 'gojek', 'tokopedia', 'pernah', 'zonk', 'ke', 'baru', 'kalau', 'toped', 'masih', 'satu', 'atap']","['aplikasi', 'berpindah', 'aplikasi', 'mines', 'malas', 'menulis', 'sebutkan', 'gopay', 'pinjam', 'telat', 'bayar', 'gopay', 'pinjam', 'maki', 'maki', 'mengancam', 'telat', 'pelunasan', 'pinjam', 'biaya', 'tersembunyi', 'jatuhnya', 'memberatkan', 'gopay', 'pinjam', 'food', 'gojek', 'tokopedia', 'zonk', 'toped', 'atap']",aplikasi pindah aplikasi mes malas tulis sebut gopay pinjam telat bayar gopay pinjam maki maki ancam telat lunas pinjam biaya sembunyi jatuh berat gopay pinjam food gojek tokopedia zonk toped atap
bagus bangt,bagus bangt,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
login ke 7 hari coin GK mau masuk aneh banget,login hari coin masuk aneh banget,login hari coin masuk aneh banget,"['login', 'hari', 'coin', 'masuk', 'aneh', 'banget']","['login', 'coin', 'masuk', 'aneh', 'banget']",login coin masuk aneh banget
