Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
"udah lama selalu pakai dana kenapa sekarang selalu lemot, dipake transaksi mau tf malah ngeleg terus ga bisa masukan pin beberapa kali dikeluarin gitu lagi gitu lagi",udah lama selalu pakai dana kenapa sekarang selalu lemot dipake transaksi malah ngeleg terus bisa masukan beberapa kali dikeluarin gitu lagi gitu lagi,sudah lama selalu pakai dana kenapa sekarang selalu lemot dipakai transaksi malah ngeleg terus bisa masukan beberapa kali dikeluarin begitu lagi begitu lagi,"['sudah', 'lama', 'selalu', 'pakai', 'dana', 'kenapa', 'sekarang', 'selalu', 'lemot', 'dipakai', 'transaksi', 'malah', 'ngeleg', 'terus', 'bisa', 'masukan', 'beberapa', 'kali', 'dikeluarin', 'begitu', 'lagi', 'begitu', 'lagi']","['pakai', 'dana', 'lemot', 'dipakai', 'transaksi', 'ngeleg', 'masukan', 'kali', 'dikeluarin']",pakai dana lot pakai transaksi ngeleg masuk kali dikeluarin,0,neutral
"MIN KENAPA SALDO SAYA TIDAK BERTAMBAH PADAHAL SAYA SUDAH MELAKUKAN TRANSAKSI DAN SUDAH BRRHASIL, TOLONGLAH DANA SAYA BUTUH UANG SAYAAAAA🙏🙏🙏",kenapa saldo saya tidak bertambah padahal saya sudah melakukan transaksi sudah brrhasil tolonglah dana saya butuh uang sayaaaaa,kenapa saldo saya tidak bertambah padahal saya sudah melakukan transaksi sudah brrhasil tolonglah dana saya butuh uang sayaaaaa,"['kenapa', 'saldo', 'saya', 'tidak', 'bertambah', 'padahal', 'saya', 'sudah', 'melakukan', 'transaksi', 'sudah', 'brrhasil', 'tolonglah', 'dana', 'saya', 'butuh', 'uang', 'sayaaaaa']","['saldo', 'bertambah', 'transaksi', 'brrhasil', 'tolonglah', 'dana', 'butuh', 'uang', 'sayaaaaa']",saldo tambah transaksi brrhasil tolong dana butuh uang sayaaaaa,11,positive
nomer dana sy udah premium tapi pas mau transfer ke bank lain malah di suruh premium in dulu akunnya? maksud nya gmnaaa?,nomer dana udah premium tapi transfer bank lain malah suruh premium dulu akunnya maksud gmnaaa,nomer dana sudah premium tapi transfer bank lain malah suruh premium dulu akunnya maksud gmnaaa,"['nomer', 'dana', 'sudah', 'premium', 'tapi', 'transfer', 'bank', 'lain', 'malah', 'suruh', 'premium', 'dulu', 'akunnya', 'maksud', 'gmnaaa']","['nomer', 'dana', 'premium', 'transfer', 'bank', 'suruh', 'premium', 'akunnya', 'maksud', 'gmnaaa']",nomer dana premium transfer bank suruh premium akun maksud gmnaaa,9,positive
gak bisa transaksi kenapa apk ini,bisa transaksi kenapa,bisa transaksi kenapa,"['bisa', 'transaksi', 'kenapa']",['transaksi'],transaksi,4,positive
aplikasi gajes tiba-tiba saldo di ambil tanapa sepengataun,aplikasi gajes tibatiba saldo ambil tanapa sepengataun,aplikasi gajes tibatiba saldo ambil tanapa sepengataun,"['aplikasi', 'gajes', 'tibatiba', 'saldo', 'ambil', 'tanapa', 'sepengataun']","['aplikasi', 'gajes', 'tibatiba', 'saldo', 'ambil', 'tanapa', 'sepengataun']",aplikasi gajes tibatiba saldo ambil tanapa sepengataun,-7,negative
semakin kesini semakin eror buat ngirim gk bisa terus,semakin kesini semakin eror buat ngirim bisa terus,semakin kesini semakin eror buat mengirim bisa terus,"['semakin', 'kesini', 'semakin', 'eror', 'buat', 'mengirim', 'bisa', 'terus']","['kesini', 'eror', 'mengirim']",kesini eror kirim,-2,negative
"nomor hp saya yang terpaut di KTP yang di daftarkan HILANG , mau ganti nomor hp baru ribet minta ampun mau chat sama Cust care nya pun sulit sekalinya masuk baru 1 mnit telat bales lngsng di end . aplikasi aneh",nomor saya yang terpaut yang daftarkan hilang ganti nomor baru ribet minta ampun chat sama cust care sulit sekalinya masuk baru mnit telat bales lngsng aplikasi aneh,nomor saya yang terpaut yang daftarkan hilang ganti nomor baru ribet meminta ampun chat sama cust care sulit sekalinya masuk baru mnit telat balas lngsng aplikasi aneh,"['nomor', 'saya', 'yang', 'terpaut', 'yang', 'daftarkan', 'hilang', 'ganti', 'nomor', 'baru', 'ribet', 'meminta', 'ampun', 'chat', 'sama', 'cust', 'care', 'sulit', 'sekalinya', 'masuk', 'baru', 'mnit', 'telat', 'balas', 'lngsng', 'aplikasi', 'aneh']","['nomor', 'terpaut', 'daftarkan', 'hilang', 'ganti', 'nomor', 'ribet', 'ampun', 'chat', 'cust', 'care', 'sulit', 'sekalinya', 'masuk', 'mnit', 'telat', 'balas', 'lngsng', 'aplikasi', 'aneh']",nomor paut daftar hilang ganti nomor ribet ampun chat cust care sulit sekali masuk mnit telat balas lngsng aplikasi aneh,1,positive
"Dana Cicil Kupret....Jangankan Dana , Token, Pulsa aja..Susah",dana cicil kupretjangankan dana token pulsa ajasusah,dana cicil kupretjangankan dana token pulsa ajasusah,"['dana', 'cicil', 'kupretjangankan', 'dana', 'token', 'pulsa', 'ajasusah']","['dana', 'cicil', 'kupretjangankan', 'dana', 'token', 'pulsa', 'ajasusah']",dana cicil kupretjangankan dana token pulsa ajasusah,5,positive
aplikasi ini mantap sih karena saya juga udh melakukan banyak transaksi dan terbukti aman tapi ada satu kendala dmn setelah update masa dana saya tiba tiba log out trus pas saya mau verifikasi(mau masuk) malah muter trus mohon di fix bug nya padahal jaringan lancar,aplikasi mantap karena saya juga melakukan banyak transaksi terbukti aman tapi satu kendala setelah update masa dana saya tiba tiba trus saya verifikasimau masuk malah muter trus mohon padahal jaringan lancar,aplikasi mantap karena saya juga melakukan banyak transaksi terbukti aman tapi satu kendala setelah update masa dana saya tiba tiba terus saya verifikasimau masuk malah muter terus mohon padahal jaringan lancar,"['aplikasi', 'mantap', 'karena', 'saya', 'juga', 'melakukan', 'banyak', 'transaksi', 'terbukti', 'aman', 'tapi', 'satu', 'kendala', 'setelah', 'update', 'masa', 'dana', 'saya', 'tiba', 'tiba', 'terus', 'saya', 'verifikasimau', 'masuk', 'malah', 'muter', 'terus', 'mohon', 'padahal', 'jaringan', 'lancar']","['aplikasi', 'mantap', 'transaksi', 'terbukti', 'aman', 'kendala', 'update', 'dana', 'verifikasimau', 'masuk', 'muter', 'mohon', 'jaringan', 'lancar']",aplikasi mantap transaksi bukti aman kendala update dana verifikasimau masuk muter mohon jaring lancar,12,positive
"Saya sangat dan sangat kecewa dengan akun dana ini, isi saldo buat pembayaran rumah sakit RAIB hitungan menit,sedangkan sudah pakai verifikasi wajah, pasword Doble2 masih di E M bat,mana tanggung jawab nya ini,,SDH AQ laporkan tapi jawabannya gak msk akal,percuma lapor ,sudah jelas bukan saya kirim,uuuch,,",saya sangat sangat kecewa dengan akun dana saldo buat pembayaran rumah sakit raib hitungan menitsedangkan sudah pakai verifikasi wajah pasword doble masih batmana tanggung jawab inisdh laporkan tapi jawabannya akalpercuma lapor sudah jelas bukan saya kirimuuuch,saya sangat sangat kecewa dengan akun dana saldo buat pembayaran rumah sakit raib hitungan menitsedangkan sudah pakai verifikasi wajah pasword doble masih batmana tanggung jawab inisdh laporkan tapi jawabannya akalpercuma lapor sudah jelas bukan saya kirimuuuch,"['saya', 'sangat', 'sangat', 'kecewa', 'dengan', 'akun', 'dana', 'saldo', 'buat', 'pembayaran', 'rumah', 'sakit', 'raib', 'hitungan', 'menitsedangkan', 'sudah', 'pakai', 'verifikasi', 'wajah', 'pasword', 'doble', 'masih', 'batmana', 'tanggung', 'jawab', 'inisdh', 'laporkan', 'tapi', 'jawabannya', 'akalpercuma', 'lapor', 'sudah', 'jelas', 'bukan', 'saya', 'kirimuuuch']","['kecewa', 'akun', 'dana', 'saldo', 'pembayaran', 'rumah', 'sakit', 'raib', 'hitungan', 'menitsedangkan', 'pakai', 'verifikasi', 'wajah', 'pasword', 'doble', 'batmana', 'tanggung', 'inisdh', 'laporkan', 'jawabannya', 'akalpercuma', 'lapor', 'kirimuuuch']",kecewa akun dana saldo bayar rumah sakit raib hitung menitsedangkan pakai verifikasi wajah pasword doble batmana tanggung inisdh lapor jawab akalpercuma lapor kirimuuuch,8,positive
kecewa karna gk bsa login,kecewa karna login,kecewa karena login,"['kecewa', 'karena', 'login']","['kecewa', 'login']",kecewa login,0,neutral
"Kenapa setelah di updete malah tidak bisa buat transaksi,mohon diperbaiki,",kenapa setelah updete malah tidak bisa buat transaksimohon diperbaiki,kenapa setelah updete malah tidak bisa buat transaksimohon diperbaiki,"['kenapa', 'setelah', 'updete', 'malah', 'tidak', 'bisa', 'buat', 'transaksimohon', 'diperbaiki']","['updete', 'transaksimohon', 'diperbaiki']",updete transaksimohon baik,3,positive
ya lumayan lah apk dana ini untuk kirim kecil kan,lumayan dana untuk kirim kecil,lumayan dana untuk kirim kecil,"['lumayan', 'dana', 'untuk', 'kirim', 'kecil']","['lumayan', 'dana', 'kirim']",lumayan dana kirim,7,positive
semakin kesini makin jelek aja udah males pake aplikasi dana lagi nomor hilang gak ada solusi seharusnya bisa masuk pake scan wajah doang dah lah uninstal pokonya sangat kecewa,semakin kesini makin jelek udah males pake aplikasi dana lagi nomor hilang solusi seharusnya bisa masuk pake scan wajah doang uninstal pokonya sangat kecewa,semakin kesini makin jelek sudah malas pakai aplikasi dana lagi nomor hilang solusi seharusnya bisa masuk pakai scan wajah doang uninstal pokoknya sangat kecewa,"['semakin', 'kesini', 'makin', 'jelek', 'sudah', 'malas', 'pakai', 'aplikasi', 'dana', 'lagi', 'nomor', 'hilang', 'solusi', 'seharusnya', 'bisa', 'masuk', 'pakai', 'scan', 'wajah', 'doang', 'uninstal', 'pokoknya', 'sangat', 'kecewa']","['kesini', 'jelek', 'malas', 'pakai', 'aplikasi', 'dana', 'nomor', 'hilang', 'solusi', 'masuk', 'pakai', 'scan', 'wajah', 'doang', 'uninstal', 'pokoknya', 'kecewa']",kesini jelek malas pakai aplikasi dana nomor hilang solusi masuk pakai scan wajah doang uninstal pokok kecewa,-2,negative
knp dlm 3 hari ni tdk bs melakukan transaksi... apa lg gangguan atau gmn.. setiap mau transaksi kok cm mutar2 gt aja.. padahl slma ini dana paling oke.. mohon info... diana udh d hubungi tapi tdk ada tanggapan,hari melakukan transaksi gangguan atau setiap transaksi mutar padahl slma dana paling mohon info diana hubungi tapi tanggapan,hari melakukan transaksi gangguan atau setiap transaksi mutar padahal slma dana paling mohon info diana hubungi tapi tanggapan,"['hari', 'melakukan', 'transaksi', 'gangguan', 'atau', 'setiap', 'transaksi', 'mutar', 'padahal', 'slma', 'dana', 'paling', 'mohon', 'info', 'diana', 'hubungi', 'tapi', 'tanggapan']","['transaksi', 'gangguan', 'transaksi', 'mutar', 'slma', 'dana', 'mohon', 'info', 'diana', 'hubungi', 'tanggapan']",transaksi ganggu transaksi mutar slma dana mohon info ana hubung tanggap,13,positive
setelah update saya tidak bisa masuk ke akun dana saya,setelah update saya tidak bisa masuk akun dana saya,setelah update saya tidak bisa masuk akun dana saya,"['setelah', 'update', 'saya', 'tidak', 'bisa', 'masuk', 'akun', 'dana', 'saya']","['update', 'masuk', 'akun', 'dana']",update masuk akun dana,1,positive
Payah,payah,payah,['payah'],['payah'],payah,0,neutral
knp dana cicil saya sudah di setujui. trus saldonya tidak bisa di gunakan..,dana cicil saya sudah setujui trus saldonya tidak bisa gunakan,dana cicil saya sudah setujui terus saldonya tidak bisa gunakan,"['dana', 'cicil', 'saya', 'sudah', 'setujui', 'terus', 'saldonya', 'tidak', 'bisa', 'gunakan']","['dana', 'cicil', 'setujui', 'saldonya']",dana cicil tuju saldo,9,positive
Sangat memudah kan kita,sangat memudah kita,sangat memudah kita,"['sangat', 'memudah', 'kita']",['memudah'],mudah,4,positive
Tolong perbaiki donk msa mw krm uang g bsa gmn c skrng bukanya tmbah baik mlh tmbh bruk hbs dperbarui,tolong perbaiki donk uang skrng bukanya tmbah baik tmbh bruk dperbarui,tolong perbaiki dong uang sekarang bukanya tambah baik tambah bruk dperbarui,"['tolong', 'perbaiki', 'dong', 'uang', 'sekarang', 'bukanya', 'tambah', 'baik', 'tambah', 'bruk', 'dperbarui']","['tolong', 'perbaiki', 'uang', 'bukanya', 'bruk', 'dperbarui']",tolong baik uang buka bruk dperbarui,9,positive
tulisan dana cicil z muncul tp nominal na gak ada,tulisan dana cicil muncul nominal,tulisan dana cicil muncul nominal,"['tulisan', 'dana', 'cicil', 'muncul', 'nominal']","['tulisan', 'dana', 'cicil', 'muncul', 'nominal']",tulis dana cicil muncul nominal,5,positive
tolong di update kembali limit dana cicil dan dana instan saya,tolong update kembali limit dana cicil dana instan saya,tolong update kembali limit dana cicil dana instan saya,"['tolong', 'update', 'kembali', 'limit', 'dana', 'cicil', 'dana', 'instan', 'saya']","['tolong', 'update', 'limit', 'dana', 'cicil', 'dana', 'instan']",tolong update limit dana cicil dana instan,11,positive
coba transaksi pencairan qris jgn sampai 24 jam. .kelemahannya hanya itu. sangat disayangkan.,coba transaksi pencairan qris sampai kelemahannya hanya sangat disayangkan,coba transaksi pencairan qris sampai kelemahannya hanya sangat disayangkan,"['coba', 'transaksi', 'pencairan', 'qris', 'sampai', 'kelemahannya', 'hanya', 'sangat', 'disayangkan']","['coba', 'transaksi', 'pencairan', 'qris', 'kelemahannya', 'disayangkan']",coba transaksi cair qris lemah sayang,13,positive
dana saya gak mau login,dana saya login,dana saya login,"['dana', 'saya', 'login']","['dana', 'login']",dana login,4,positive
walaupun mudah digunakan tapi duit saya TERSEDOT 83k gara gara dana dan dana tidak mau refund. Hal ini dikarenakan saya lagganan chat gpt PADAHAL sudah saya matikan lagganan tersebut tetapi uangnya masih tetap tersedot dan parahnya lagganan tersebut tidak diperpanjang oleh google otomatis duit saya hilang.,walaupun mudah digunakan tapi duit saya tersedot gara gara dana dana tidak refund dikarenakan saya lagganan chat padahal sudah saya matikan lagganan tersebut tetapi uangnya masih tetap tersedot parahnya lagganan tersebut tidak diperpanjang oleh google otomatis duit saya hilang,walaupun mudah digunakan tapi duit saya tersedot gara gara dana dana tidak refund dikarenakan saya lagganan chat padahal sudah saya matikan lagganan tersebut tetapi uangnya masih tetap tersedot parahnya lagganan tersebut tidak diperpanjang oleh google otomatis duit saya hilang,"['walaupun', 'mudah', 'digunakan', 'tapi', 'duit', 'saya', 'tersedot', 'gara', 'gara', 'dana', 'dana', 'tidak', 'refund', 'dikarenakan', 'saya', 'lagganan', 'chat', 'padahal', 'sudah', 'saya', 'matikan', 'lagganan', 'tersebut', 'tetapi', 'uangnya', 'masih', 'tetap', 'tersedot', 'parahnya', 'lagganan', 'tersebut', 'tidak', 'diperpanjang', 'oleh', 'google', 'otomatis', 'duit', 'saya', 'hilang']","['mudah', 'duit', 'tersedot', 'gara', 'gara', 'dana', 'dana', 'refund', 'lagganan', 'chat', 'matikan', 'lagganan', 'uangnya', 'tersedot', 'parahnya', 'lagganan', 'diperpanjang', 'google', 'otomatis', 'duit', 'hilang']",mudah duit sedot gara gara dana dana refund lagganan chat mati lagganan uang sedot parah lagganan panjang google otomatis duit hilang,14,positive
Alhamdulillah Aplikasi yg sangat bermanfaat 😊,alhamdulillah aplikasi sangat bermanfaat,alhamdulillah aplikasi sangat bermanfaat,"['alhamdulillah', 'aplikasi', 'sangat', 'bermanfaat']","['alhamdulillah', 'aplikasi', 'bermanfaat']",alhamdulillah aplikasi manfaat,6,positive
"uang gw balikin aplikasi respon lama bed uang gw udah mau seminggu belum balik"" pihak penerima belum menerima dana padahal gw udah kirim statusnya succes saldo gw ke potong gmn ini pihak dana ngak becus",uang balikin aplikasi respon lama uang udah seminggu belum balik pihak penerima belum menerima dana padahal udah kirim statusnya succes saldo potong pihak dana ngak becus,uang balikin aplikasi respon lama uang sudah seminggu belum balik pihak penerima belum menerima dana padahal sudah kirim statusnya succes saldo potong pihak dana tidak becus,"['uang', 'balikin', 'aplikasi', 'respon', 'lama', 'uang', 'sudah', 'seminggu', 'belum', 'balik', 'pihak', 'penerima', 'belum', 'menerima', 'dana', 'padahal', 'sudah', 'kirim', 'statusnya', 'succes', 'saldo', 'potong', 'pihak', 'dana', 'tidak', 'becus']","['uang', 'balikin', 'aplikasi', 'respon', 'uang', 'seminggu', 'penerima', 'menerima', 'dana', 'kirim', 'statusnya', 'succes', 'saldo', 'potong', 'dana', 'becus']",uang balikin aplikasi respon uang minggu terima terima dana kirim status succes saldo potong dana becus,13,positive
Kenapa Dana gak bisa jadi alternatif pembayaran Shopee?,kenapa dana bisa jadi alternatif pembayaran shopee,kenapa dana bisa jadi alternatif pembayaran shopee,"['kenapa', 'dana', 'bisa', 'jadi', 'alternatif', 'pembayaran', 'shopee']","['dana', 'alternatif', 'pembayaran', 'shopee']",dana alternatif bayar shopee,5,positive
semakin mudah bertransaksi,semakin mudah bertransaksi,semakin mudah bertransaksi,"['semakin', 'mudah', 'bertransaksi']","['mudah', 'bertransaksi']",mudah transaksi,8,positive
"aplikasi t44411 kucing,tiiba tiba sedot saldo gua sebesar 160rb tanpa konfirmasi dan masukan pin.aplikasi kacau.semoga bangkrut",aplikasi t kucingtiiba tiba sedot saldo sebesar rb tanpa konfirmasi masukan pinaplikasi kacausemoga bangkrut,aplikasi t kucingtiiba tiba sedot saldo sebesar ribu tanpa konfirmasi masukan pinaplikasi kacausemoga bangkrut,"['aplikasi', 't', 'kucingtiiba', 'tiba', 'sedot', 'saldo', 'sebesar', 'ribu', 'tanpa', 'konfirmasi', 'masukan', 'pinaplikasi', 'kacausemoga', 'bangkrut']","['aplikasi', 't', 'kucingtiiba', 'sedot', 'saldo', 'ribu', 'konfirmasi', 'masukan', 'pinaplikasi', 'kacausemoga', 'bangkrut']",aplikasi t kucingtiiba sedot saldo ribu konfirmasi masuk pinaplikasi kacausemoga bangkrut,-7,negative
"terakhir make Dana Buat isi pulsa, yakali nunggu 1 jam biar masuk, padahal banyak pelanggan rugi cok harus ke aplikasi lain lagi",terakhir make dana buat pulsa yakali nunggu biar masuk padahal banyak pelanggan rugi harus aplikasi lain lagi,terakhir memakai dana buat pulsa yakali menunggu biar masuk padahal banyak pelanggan rugi harus aplikasi lain lagi,"['terakhir', 'memakai', 'dana', 'buat', 'pulsa', 'yakali', 'menunggu', 'biar', 'masuk', 'padahal', 'banyak', 'pelanggan', 'rugi', 'harus', 'aplikasi', 'lain', 'lagi']","['memakai', 'dana', 'pulsa', 'yakali', 'menunggu', 'biar', 'masuk', 'pelanggan', 'rugi', 'aplikasi']",pakai dana pulsa yakali tunggu biar masuk langgan rugi aplikasi,-10,negative
saya sudah premium tpi belum bisa menggunakan fitur dana cicil tolong dong,saya sudah premium belum bisa menggunakan fitur dana cicil tolong dong,saya sudah premium belum bisa menggunakan fitur dana cicil tolong dong,"['saya', 'sudah', 'premium', 'belum', 'bisa', 'menggunakan', 'fitur', 'dana', 'cicil', 'tolong', 'dong']","['premium', 'fitur', 'dana', 'cicil', 'tolong']",premium fitur dana cicil tolong,9,positive
aplikasi ini sangat membantu dan mudah digunakan mentransfer dan menerima saldo dari kerabat..,aplikasi sangat membantu mudah digunakan mentransfer menerima saldo dari kerabat,aplikasi sangat membantu mudah digunakan mentransfer menerima saldo dari kerabat,"['aplikasi', 'sangat', 'membantu', 'mudah', 'digunakan', 'mentransfer', 'menerima', 'saldo', 'dari', 'kerabat']","['aplikasi', 'membantu', 'mudah', 'mentransfer', 'menerima', 'saldo', 'kerabat']",aplikasi bantu mudah transfer terima saldo kerabat,10,positive
aplikasi burukkkkkk. jelek,aplikasi burukkkkkk jelek,aplikasi burukkkkkk jelek,"['aplikasi', 'burukkkkkk', 'jelek']","['aplikasi', 'burukkkkkk', 'jelek']",aplikasi burukkkkkk jelek,-9,negative
"keseringan update jadi bloon aplikasi nya , payah",keseringan update jadi bloon aplikasi payah,keseringan update jadi bloon aplikasi payah,"['keseringan', 'update', 'jadi', 'bloon', 'aplikasi', 'payah']","['keseringan', 'update', 'bloon', 'aplikasi', 'payah']",sering update bloon aplikasi payah,-4,negative
kok sekarang jadi bug setelah di update selalu mentog waktu mau pembayaran kalo ngga kaya lemot banget padahal sinyal bagus tapi malah stuck,sekarang jadi setelah update selalu mentog waktu pembayaran kalo ngga kaya lemot banget padahal sinyal bagus tapi malah stuck,sekarang jadi setelah update selalu mentog waktu pembayaran kalau tidak kayak lemot banget padahal sinyal bagus tapi malah stuck,"['sekarang', 'jadi', 'setelah', 'update', 'selalu', 'mentog', 'waktu', 'pembayaran', 'kalau', 'tidak', 'kayak', 'lemot', 'banget', 'padahal', 'sinyal', 'bagus', 'tapi', 'malah', 'stuck']","['update', 'mentog', 'pembayaran', 'kayak', 'lemot', 'banget', 'sinyal', 'bagus', 'stuck']",update mentog bayar kayak lot banget sinyal bagus stuck,-4,negative
bagus 👍😂,bagus,bagus,['bagus'],['bagus'],bagus,2,positive
"aplikasi error' GK ada ikon daftar, sudah berkali2 download",aplikasi error ikon daftar sudah berkali download,aplikasi error ikon daftar sudah berkali download,"['aplikasi', 'error', 'ikon', 'daftar', 'sudah', 'berkali', 'download']","['aplikasi', 'error', 'ikon', 'daftar', 'berkali', 'download']",aplikasi error ikon daftar kali download,-8,negative
"APLIKASI PALING PARAH SEPANJANG SEJARAH , BISA NERIMA UANG TAPI TRANSAKSI KELUAR GAK BISA , UDAH LAKUIN SEGALA CARA TAPO TETEP GAK BISA , UDAH LAPORAN KE CS , EMAIL JUGA UDAH TAPI TIDAK ADA PENYELESEAIAN MASALAH ! APLIKASI PARAH , DUWIT AKU NGENDEP DI DALEM , UDAH 2 HARI INI GAK BISA TRANSAKSI KELUAR ! CS ADMIN GAK TANGGUNG JAWAB , GAK ADA TANGGUNG JAWAB DARI PIHAK APLIKASI ! DI EMAIL TIDAK RESPON ! PARAH !!!!",aplikasi paling parah sepanjang sejarah bisa nerima uang tapi transaksi keluar bisa udah lakuin segala cara tapo tetep bisa udah laporan email juga udah tapi tidak penyeleseaian masalah aplikasi parah duwit ngendep dalem udah hari bisa transaksi keluar admin tanggung jawab tanggung jawab dari pihak aplikasi email tidak respon parah,aplikasi paling parah sepanjang sejarah bisa menerima uang tapi transaksi keluar bisa sudah melakukan segala cara tapi tetap bisa sudah laporan email juga sudah tapi tidak penyeleseaian masalah aplikasi parah duwit ngendep dalem sudah hari bisa transaksi keluar admin tanggung jawab tanggung jawab dari pihak aplikasi email tidak respon parah,"['aplikasi', 'paling', 'parah', 'sepanjang', 'sejarah', 'bisa', 'menerima', 'uang', 'tapi', 'transaksi', 'keluar', 'bisa', 'sudah', 'melakukan', 'segala', 'cara', 'tapi', 'tetap', 'bisa', 'sudah', 'laporan', 'email', 'juga', 'sudah', 'tapi', 'tidak', 'penyeleseaian', 'masalah', 'aplikasi', 'parah', 'duwit', 'ngendep', 'dalem', 'sudah', 'hari', 'bisa', 'transaksi', 'keluar', 'admin', 'tanggung', 'jawab', 'tanggung', 'jawab', 'dari', 'pihak', 'aplikasi', 'email', 'tidak', 'respon', 'parah']","['aplikasi', 'parah', 'sejarah', 'menerima', 'uang', 'transaksi', 'laporan', 'email', 'penyeleseaian', 'aplikasi', 'parah', 'duwit', 'ngendep', 'dalem', 'transaksi', 'admin', 'tanggung', 'tanggung', 'aplikasi', 'email', 'respon', 'parah']",aplikasi parah sejarah terima uang transaksi lapor email penyeleseaian aplikasi parah duwit ngendep dalem transaksi admin tanggung tanggung aplikasi email respon parah,-19,negative
sampai sekarang uang saya tidak di kembalikan bantu refund saldo dana saya yang terpotong habis oleh transaksi otomatis saya sudah kirim email ke dana namun gak pernah di balas akun dana sangat rentan di hack,sampai sekarang uang saya tidak kembalikan bantu refund saldo dana saya yang terpotong habis oleh transaksi otomatis saya sudah kirim email dana namun pernah balas akun dana sangat rentan hack,sampai sekarang uang saya tidak kembalikan bantu refund saldo dana saya yang terpotong habis oleh transaksi otomatis saya sudah kirim email dana namun pernah balas akun dana sangat rentan hack,"['sampai', 'sekarang', 'uang', 'saya', 'tidak', 'kembalikan', 'bantu', 'refund', 'saldo', 'dana', 'saya', 'yang', 'terpotong', 'habis', 'oleh', 'transaksi', 'otomatis', 'saya', 'sudah', 'kirim', 'email', 'dana', 'namun', 'pernah', 'balas', 'akun', 'dana', 'sangat', 'rentan', 'hack']","['uang', 'kembalikan', 'bantu', 'refund', 'saldo', 'dana', 'terpotong', 'habis', 'transaksi', 'otomatis', 'kirim', 'email', 'dana', 'balas', 'akun', 'dana', 'rentan', 'hack']",uang kembali bantu refund saldo dana potong habis transaksi otomatis kirim email dana balas akun dana rentan hack,20,positive
"saya pengguna dana sudah lama tapi saya ga nyaman tiba tiba uang saya ke tarik sama pembayaran yang ga perlu, saya sangat percaya pada apl ini tapi kenapa saya tidak melakukan pembayaran tersebut tapi uang saya tetap hilang,!!",saya pengguna dana sudah lama tapi saya nyaman tiba tiba uang saya tarik sama pembayaran yang perlu saya sangat percaya pada tapi kenapa saya tidak melakukan pembayaran tersebut tapi uang saya tetap hilang,saya pengguna dana sudah lama tapi saya nyaman tiba tiba uang saya tarik sama pembayaran yang perlu saya sangat percaya pada tapi kenapa saya tidak melakukan pembayaran tersebut tapi uang saya tetap hilang,"['saya', 'pengguna', 'dana', 'sudah', 'lama', 'tapi', 'saya', 'nyaman', 'tiba', 'tiba', 'uang', 'saya', 'tarik', 'sama', 'pembayaran', 'yang', 'perlu', 'saya', 'sangat', 'percaya', 'pada', 'tapi', 'kenapa', 'saya', 'tidak', 'melakukan', 'pembayaran', 'tersebut', 'tapi', 'uang', 'saya', 'tetap', 'hilang']","['pengguna', 'dana', 'nyaman', 'uang', 'tarik', 'pembayaran', 'percaya', 'pembayaran', 'uang', 'hilang']",guna dana nyaman uang tarik bayar percaya bayar uang hilang,18,positive
semoga fitur dana cicilnya muncul,semoga fitur dana cicilnya muncul,semoga fitur dana cicilnya muncul,"['semoga', 'fitur', 'dana', 'cicilnya', 'muncul']","['semoga', 'fitur', 'dana', 'cicilnya', 'muncul']",moga fitur dana cicil muncul,6,positive
saya beri bintang 5 karna aplikasi ini bagus dan simpel untuk di gunakan,saya beri bintang karna aplikasi bagus simpel untuk gunakan,saya beri bintang karena aplikasi bagus simpel untuk gunakan,"['saya', 'beri', 'bintang', 'karena', 'aplikasi', 'bagus', 'simpel', 'untuk', 'gunakan']","['bintang', 'aplikasi', 'bagus', 'simpel']",bintang aplikasi bagus simpel,1,positive
tidak bisa membantu ketika uang hilang,tidak bisa membantu ketika uang hilang,tidak bisa membantu ketika uang hilang,"['tidak', 'bisa', 'membantu', 'ketika', 'uang', 'hilang']","['membantu', 'uang', 'hilang']",bantu uang hilang,6,positive
dana memang bagus,dana memang bagus,dana memang bagus,"['dana', 'memang', 'bagus']","['dana', 'bagus']",dana bagus,6,positive
saya sangat nyama,saya sangat nyama,saya sangat nyama,"['saya', 'sangat', 'nyama']",['nyama'],nyama,0,neutral
"Gimana sih dana masa melakukan pembayaran gak bisa sih malah ngebug, saya tunggu"" lama masih aja ngebug, kan habis pembaruan gmna sih saya sudah lama menggunakan dana",gimana dana masa melakukan pembayaran bisa malah ngebug saya tunggu lama masih ngebug habis pembaruan gmna saya sudah lama menggunakan dana,bagaimana dana masa melakukan pembayaran bisa malah ngebug saya tunggu lama masih ngebug habis pembaruan bagaimana saya sudah lama menggunakan dana,"['bagaimana', 'dana', 'masa', 'melakukan', 'pembayaran', 'bisa', 'malah', 'ngebug', 'saya', 'tunggu', 'lama', 'masih', 'ngebug', 'habis', 'pembaruan', 'bagaimana', 'saya', 'sudah', 'lama', 'menggunakan', 'dana']","['dana', 'pembayaran', 'ngebug', 'tunggu', 'ngebug', 'habis', 'pembaruan', 'dana']",dana bayar ngebug tunggu ngebug habis baru dana,13,positive
diana nya gak mampu ngatasin nya,diana mampu ngatasin,diana mampu ngatasin,"['diana', 'mampu', 'ngatasin']","['diana', 'ngatasin']",ana ngatasin,2,positive
