Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
peromo sulit diambil,peromo sulit diambil,peromo sulit diambil,"['peromo', 'sulit', 'diambil']","['peromo', 'sulit', 'diambil']",peromo sulit ambil,-5,negative
aplikasi nya bagus.. cuma aga lambat lowding nya..,aplikasi bagus cuma lambat lowding,aplikasi bagus cuma lambat lowding,"['aplikasi', 'bagus', 'cuma', 'lambat', 'lowding']","['aplikasi', 'bagus', 'lambat', 'lowding']",aplikasi bagus lambat lowding,-1,negative
gopai sangat bisa di percaya😊,gopai sangat bisa percaya,gopai sangat bisa percaya,"['gopai', 'sangat', 'bisa', 'percaya']","['gopai', 'percaya']",gopai percaya,2,positive
suka lemot sendiri padahal sinyal bagus,suka lemot sendiri padahal sinyal bagus,suka lemot sendiri padahal sinyal bagus,"['suka', 'lemot', 'sendiri', 'padahal', 'sinyal', 'bagus']","['suka', 'lemot', 'sinyal', 'bagus']",suka lot sinyal bagus,0,neutral
"gopay ini gmn ya? saya udah topup uang dari bca ke gopay, di bca udah ke potong, tapi di gopay belum masuk saldonya, udah saya refresh tapi tulisannya malah kesalahan teknis, tolong dong uang saya",gopay saya udah topup uang dari gopay udah potong tapi gopay belum masuk saldonya udah saya refresh tapi tulisannya malah kesalahan teknis tolong dong uang saya,gopay saya sudah topup uang dari gopay sudah potong tapi gopay belum masuk saldonya sudah saya refresh tapi tulisannya malah kesalahan teknis tolong dong uang saya,"['gopay', 'saya', 'sudah', 'topup', 'uang', 'dari', 'gopay', 'sudah', 'potong', 'tapi', 'gopay', 'belum', 'masuk', 'saldonya', 'sudah', 'saya', 'refresh', 'tapi', 'tulisannya', 'malah', 'kesalahan', 'teknis', 'tolong', 'dong', 'uang', 'saya']","['gopay', 'topup', 'uang', 'gopay', 'potong', 'gopay', 'masuk', 'saldonya', 'refresh', 'tulisannya', 'kesalahan', 'teknis', 'tolong', 'uang']",gopay topup uang gopay potong gopay masuk saldo refresh tulis salah teknis tolong uang,-2,negative
sangat membantu jdi keren 🥰👍,sangat membantu keren,sangat membantu keren,"['sangat', 'membantu', 'keren']","['membantu', 'keren']",bantu keren,3,positive
"Apk mu ngebug bangke, ga bisa masuk. Tiap di refresh ada tulisan ""ada kesalahan teknis""",ngebug bangke bisa masuk tiap refresh tulisan kesalahan teknis,ngebug bangkai bisa masuk tiap refresh tulisan kesalahan teknis,"['ngebug', 'bangkai', 'bisa', 'masuk', 'tiap', 'refresh', 'tulisan', 'kesalahan', 'teknis']","['ngebug', 'bangkai', 'masuk', 'refresh', 'tulisan', 'kesalahan', 'teknis']",ngebug bangkai masuk refresh tulis salah teknis,-9,negative
"ngelag parah ya ampun, sekarang aplikasi nya malah lagi down hadehhhh pdhl berguna bngt ni apk kalo lagi gada duit di mbank",ngelag parah ampun sekarang aplikasi malah lagi down hadehhhh pdhl berguna bngt kalo lagi gada duit mbank,ngelag parah ampun sekarang aplikasi malah lagi down hadehhhh padahal berguna banget kalau lagi tidak ada duit mbank,"['ngelag', 'parah', 'ampun', 'sekarang', 'aplikasi', 'malah', 'lagi', 'down', 'hadehhhh', 'padahal', 'berguna', 'banget', 'kalau', 'lagi', 'tidak', 'ada', 'duit', 'mbank']","['ngelag', 'parah', 'ampun', 'aplikasi', 'down', 'hadehhhh', 'berguna', 'banget', 'duit', 'mbank']",ngelag parah ampun aplikasi down hadehhhh guna banget duit mbank,-9,negative
TOLONG INI APK NYA KENAPA UDH ISI 1JT ADA NOTIFIKASI MASUK PAS DI CEK DI GOPAY BLM MASUK TOLONG KENDALA NYA,tolong kenapa notifikasi masuk gopay masuk tolong kendala,tolong kenapa notifikasi masuk gopay masuk tolong kendala,"['tolong', 'kenapa', 'notifikasi', 'masuk', 'gopay', 'masuk', 'tolong', 'kendala']","['tolong', 'notifikasi', 'masuk', 'gopay', 'masuk', 'tolong', 'kendala']",tolong notifikasi masuk gopay masuk tolong kendala,0,neutral
kenapa ini min ga habis top up saldo tp gabisa login jirr nge stack mulu,kenapa habis saldo gabisa login jirr stack mulu,kenapa habis saldo tidak bisa login anjir stack mulu,"['kenapa', 'habis', 'saldo', 'tidak', 'bisa', 'login', 'anjir', 'stack', 'mulu']","['habis', 'saldo', 'login', 'anjir', 'stack', 'mulu']",habis saldo login anjir stack mulu,8,positive
gangguan terus lelet,gangguan terus lelet,gangguan terus lelet,"['gangguan', 'terus', 'lelet']","['gangguan', 'lelet']",ganggu lelet,-4,negative
sinyal full. tapi kenapaa kok katanya ada masalh tekins segalaa. memang gagunaaa!,sinyal full tapi kenapaa katanya masalh tekins segalaa memang gagunaaa,sinyal full tapi kenapa katanya masalh tekins segalaa memang gagunaaa,"['sinyal', 'full', 'tapi', 'kenapa', 'katanya', 'masalh', 'tekins', 'segalaa', 'memang', 'gagunaaa']","['sinyal', 'full', 'masalh', 'tekins', 'segalaa', 'gagunaaa']",sinyal full masalh tekins segalaa gagunaaa,0,neutral
"apk jelek, sering gangguan topup ga msk, pernah topup 6jt respon cs sangat lama dan bertele tele. sdh kapok pke gopay.",jelek sering gangguan topup pernah topup respon sangat lama bertele tele kapok gopay,jelek sering gangguan topup pernah topup respon sangat lama bertele tele kapok gopay,"['jelek', 'sering', 'gangguan', 'topup', 'pernah', 'topup', 'respon', 'sangat', 'lama', 'bertele', 'tele', 'kapok', 'gopay']","['jelek', 'gangguan', 'topup', 'topup', 'respon', 'bertele', 'tele', 'kapok', 'gopay']",jelek ganggu topup topup respon tele tele kapok gopay,-10,negative
transfer dg gopay mudah..gratis pula,transfer gopay mudahgratis pula,transfer gopay mudahgratis pula,"['transfer', 'gopay', 'mudahgratis', 'pula']","['transfer', 'gopay', 'mudahgratis']",transfer gopay mudahgratis,0,neutral
Sering terjadi gangguan teknis... Gimana nih pihak gopay...,sering terjadi gangguan teknis gimana pihak gopay,sering terjadi gangguan teknis bagaimana pihak gopay,"['sering', 'terjadi', 'gangguan', 'teknis', 'bagaimana', 'pihak', 'gopay']","['gangguan', 'teknis', 'gopay']",ganggu teknis gopay,-4,negative
cacat x lelet,cacat lelet,cacat lelet,"['cacat', 'lelet']","['cacat', 'lelet']",cacat lelet,-5,negative
"makin sampah, koneksi lancar, aplikasi sering no internet, aplagi tiap kali mau bayar, masi mensing lamban, tpi malah serjng ga respon.",makin sampah koneksi lancar aplikasi sering internet aplagi tiap kali bayar masi mensing lamban malah serjng respon,makin sampah koneksi lancar aplikasi sering internet aplagi tiap kali bayar masih mensing lamban malah serjng respon,"['makin', 'sampah', 'koneksi', 'lancar', 'aplikasi', 'sering', 'internet', 'aplagi', 'tiap', 'kali', 'bayar', 'masih', 'mensing', 'lamban', 'malah', 'serjng', 'respon']","['sampah', 'koneksi', 'lancar', 'aplikasi', 'internet', 'aplagi', 'kali', 'bayar', 'mensing', 'lamban', 'serjng', 'respon']",sampah koneksi lancar aplikasi internet aplagi kali bayar sing lamban serjng respon,6,positive
tuh kan perasaan baru 3 minggu kemaren udah minta di update. masa cepet terus minta di update. bentar bentar update bentar bentar update. bete juga jadinya ini aplikasi di pake kaga cuman download doang terus di aktivin nomer sama aplikasi nya belum pernah pake transaksi. terus aja minta di update. kalo bentar lagi minta di upadte mending hapus gua mah. malah habis habisin memori aja,perasaan baru minggu kemaren udah minta update masa cepet terus minta update bentar bentar update bentar bentar update bete juga jadinya aplikasi pake kaga cuman download doang terus aktivin nomer sama aplikasi belum pernah pake transaksi terus minta update kalo bentar lagi minta upadte mending hapus malah habis habisin memori,perasaan baru minggu kemarin sudah meminta update masa cepat terus meminta update bentar bentar update bentar bentar update bete juga jadinya aplikasi pakai kagak cuman download doang terus aktivin nomer sama aplikasi belum pernah pakai transaksi terus meminta update kalau bentar lagi meminta upadte mending hapus malah habis habisin memori,"['perasaan', 'baru', 'minggu', 'kemarin', 'sudah', 'meminta', 'update', 'masa', 'cepat', 'terus', 'meminta', 'update', 'bentar', 'bentar', 'update', 'bentar', 'bentar', 'update', 'bete', 'juga', 'jadinya', 'aplikasi', 'pakai', 'kagak', 'cuman', 'download', 'doang', 'terus', 'aktivin', 'nomer', 'sama', 'aplikasi', 'belum', 'pernah', 'pakai', 'transaksi', 'terus', 'meminta', 'update', 'kalau', 'bentar', 'lagi', 'meminta', 'upadte', 'mending', 'hapus', 'malah', 'habis', 'habisin', 'memori']","['perasaan', 'minggu', 'kemarin', 'update', 'cepat', 'update', 'bentar', 'bentar', 'update', 'bentar', 'bentar', 'update', 'bete', 'aplikasi', 'pakai', 'kagak', 'cuman', 'download', 'doang', 'aktivin', 'nomer', 'aplikasi', 'pakai', 'transaksi', 'update', 'bentar', 'upadte', 'mending', 'hapus', 'habis', 'habisin', 'memori']",asa minggu kemarin update cepat update bentar bentar update bentar bentar update bete aplikasi pakai kagak cuman download doang aktivin nomer aplikasi pakai transaksi update bentar upadte mending hapus habis habisin memori,-3,negative
"14 desember 2025 sampai sekarang saya tidak bisa isi diamond game saya di karenakan ada masah,yaitu masalah ""kami mendeteksi aktivitas gak wajar,jadi di cek dulu.silakan coba lagi nanti,ya."" saya sangat putus asa kalau saya tidak bisa lagi top up di gopay baru kali ini ada masalah di gopay saya seperti ini jadi tolong di update lagi gopay nya agar bisa top up game seperti biasa lagi terima kasih salam sejahtera bagi kita semua",desember  sampai sekarang saya tidak bisa diamond game saya karenakan masahyaitu masalah kami mendeteksi aktivitas wajarjadi dulusilakan coba lagi nantiya saya sangat putus kalau saya tidak bisa lagi gopay baru kali masalah gopay saya seperti jadi tolong update lagi gopay agar bisa game seperti biasa lagi terima kasih salam sejahtera bagi kita semua,desember sampai sekarang saya tidak bisa diamond game saya karenakan masahyaitu masalah kami mendeteksi aktivitas wajarjadi dulusilakan coba lagi nantiya saya sangat putus kalau saya tidak bisa lagi gopay baru kali masalah gopay saya seperti jadi tolong update lagi gopay agar bisa game seperti biasa lagi terima kasih salam sejahtera bagi kita semua,"['desember', 'sampai', 'sekarang', 'saya', 'tidak', 'bisa', 'diamond', 'game', 'saya', 'karenakan', 'masahyaitu', 'masalah', 'kami', 'mendeteksi', 'aktivitas', 'wajarjadi', 'dulusilakan', 'coba', 'lagi', 'nantiya', 'saya', 'sangat', 'putus', 'kalau', 'saya', 'tidak', 'bisa', 'lagi', 'gopay', 'baru', 'kali', 'masalah', 'gopay', 'saya', 'seperti', 'jadi', 'tolong', 'update', 'lagi', 'gopay', 'agar', 'bisa', 'game', 'seperti', 'biasa', 'lagi', 'terima', 'kasih', 'salam', 'sejahtera', 'bagi', 'kita', 'semua']","['desember', 'diamond', 'game', 'karenakan', 'masahyaitu', 'mendeteksi', 'aktivitas', 'wajarjadi', 'dulusilakan', 'coba', 'nantiya', 'putus', 'gopay', 'kali', 'gopay', 'tolong', 'update', 'gopay', 'game', 'terima', 'kasih', 'salam', 'sejahtera']",desember diamond game karena masahyaitu deteksi aktivitas wajarjadi dulusilakan coba nantiya putus gopay kali gopay tolong update gopay game terima kasih salam sejahtera,16,positive
"bagusss, rekomen",bagusss rekomen,bagus rekomen,"['bagus', 'rekomen']","['bagus', 'rekomen']",bagus rekomen,2,positive
ini bagus,bagus,bagus,['bagus'],['bagus'],bagus,2,positive
Mantap bosku,mantap bosku,mantap bosku,"['mantap', 'bosku']","['mantap', 'bosku']",mantap bos,8,positive
ok gopay,gopay,gopay,['gopay'],['gopay'],gopay,0,neutral
bintang lima,bintang lima,bintang lima,"['bintang', 'lima']",['bintang'],bintang,0,neutral
"aplikaainya sangat bagus, tapi ada masalah di bagian gopay pet coin gopay saya tida masuk²",aplikaainya sangat bagus tapi masalah bagian gopay coin gopay saya tida masuk,aplikaainya sangat bagus tapi masalah bagian gopay coin gopay saya tida masuk,"['aplikaainya', 'sangat', 'bagus', 'tapi', 'masalah', 'bagian', 'gopay', 'coin', 'gopay', 'saya', 'tida', 'masuk']","['aplikaainya', 'bagus', 'gopay', 'coin', 'gopay', 'tida', 'masuk']",aplikaainya bagus gopay coin gopay tida masuk,-1,negative
"susah bgt minta pengembalian dana, berkali2 chat cs malah dibalas dgn AI, udh nunggu berjam2 malah ke reset chatnya. kenapa sih dipersulit????",susah minta pengembalian dana berkali chat malah dibalas nunggu berjam malah reset chatnya kenapa dipersulit,susah meminta pengembalian dana berkali chat malah dibalas menunggu berjam malah reset chatnya kenapa dipersulit,"['susah', 'meminta', 'pengembalian', 'dana', 'berkali', 'chat', 'malah', 'dibalas', 'menunggu', 'berjam', 'malah', 'reset', 'chatnya', 'kenapa', 'dipersulit']","['susah', 'pengembalian', 'dana', 'berkali', 'chat', 'dibalas', 'menunggu', 'berjam', 'reset', 'chatnya', 'dipersulit']",susah kembali dana kali chat balas tunggu jam reset chatnya sulit,6,positive
gua pake gopay 4 th blom pernah hilang saldo gk kaya di apk dana udah hilang 700 rb gua kesel amat,pake gopay blom pernah hilang saldo kaya dana udah hilang kesel amat,pakai gopay belum pernah hilang saldo kayak dana sudah hilang kesel amat,"['pakai', 'gopay', 'belum', 'pernah', 'hilang', 'saldo', 'kayak', 'dana', 'sudah', 'hilang', 'kesel', 'amat']","['pakai', 'gopay', 'hilang', 'saldo', 'kayak', 'dana', 'hilang', 'kesel']",pakai gopay hilang saldo kayak dana hilang kesel,4,positive
oke banget lancar untuk transaksi👍👍👍,banget lancar untuk transaksi,banget lancar untuk transaksi,"['banget', 'lancar', 'untuk', 'transaksi']","['banget', 'lancar', 'transaksi']",banget lancar transaksi,9,positive
saya senang pakai gopay,saya senang pakai gopay,saya senang pakai gopay,"['saya', 'senang', 'pakai', 'gopay']","['senang', 'pakai', 'gopay']",senang pakai gopay,5,positive
"terima kasih,aplikasi ini sangat membantu",terima kasihaplikasi sangat membantu,terima kasihaplikasi sangat membantu,"['terima', 'kasihaplikasi', 'sangat', 'membantu']","['terima', 'kasihaplikasi', 'membantu']",terima kasihaplikasi bantu,5,positive
this is very good,this very good,this very good,"['this', 'very', 'good']","['this', 'very', 'good']",this very good,5,positive
The best my gopay 100% original.. 👍👍👍,best gopay original,best gopay original,"['best', 'gopay', 'original']","['best', 'gopay', 'original']",best gopay original,0,neutral
saya puas pelayana anda,saya puas pelayana anda,saya puas pelayana anda,"['saya', 'puas', 'pelayana', 'anda']","['puas', 'pelayana']",puas pelayana,3,positive
sangat cocok buat kebutuhan,sangat cocok buat kebutuhan,sangat cocok buat kebutuhan,"['sangat', 'cocok', 'buat', 'kebutuhan']","['cocok', 'kebutuhan']",cocok butuh,-1,negative
Agak kecewa sih tiap lagi kepepet mau pinjam selalu di tolak padahal sebelumnya bagus ga pernah telat selalu tepat waktu malahan sebelumnya jatuh tempo udh di bayar.,agak kecewa tiap lagi kepepet pinjam selalu tolak padahal sebelumnya bagus pernah telat selalu tepat waktu malahan sebelumnya jatuh tempo bayar,agak kecewa tiap lagi kepepet pinjam selalu tolak padahal sebelumnya bagus pernah telat selalu tepat waktu malahan sebelumnya jatuh tempo bayar,"['agak', 'kecewa', 'tiap', 'lagi', 'kepepet', 'pinjam', 'selalu', 'tolak', 'padahal', 'sebelumnya', 'bagus', 'pernah', 'telat', 'selalu', 'tepat', 'waktu', 'malahan', 'sebelumnya', 'jatuh', 'tempo', 'bayar']","['kecewa', 'kepepet', 'pinjam', 'tolak', 'bagus', 'telat', 'jatuh', 'tempo', 'bayar']",kecewa pepet pinjam tolak bagus telat jatuh tempo bayar,-9,negative
sangat baik untuk berbagi terima kasih,sangat baik untuk berbagi terima kasih,sangat baik untuk berbagi terima kasih,"['sangat', 'baik', 'untuk', 'berbagi', 'terima', 'kasih']","['berbagi', 'terima', 'kasih']",bagi terima kasih,6,positive
makasi gopai,makasi gopai,terima kasih gopai,"['terima', 'kasih', 'gopai']","['terima', 'kasih', 'gopai']",terima kasih gopai,4,positive
gopay sya kenapa ngga bisa di buka. mohon bantuannya min,gopay kenapa ngga bisa buka mohon bantuannya,gopay kenapa tidak bisa buka mohon bantuannya,"['gopay', 'kenapa', 'tidak', 'bisa', 'buka', 'mohon', 'bantuannya']","['gopay', 'buka', 'mohon', 'bantuannya']",gopay buka mohon bantu,8,positive
terbaik👍💯,terbaik,terbaik,['terbaik'],['terbaik'],baik,3,positive
sangat mudah di gunakan dan banyak fitur fitur yang bagus 👍,sangat mudah gunakan banyak fitur fitur yang bagus,sangat mudah gunakan banyak fitur fitur yang bagus,"['sangat', 'mudah', 'gunakan', 'banyak', 'fitur', 'fitur', 'yang', 'bagus']","['mudah', 'fitur', 'fitur', 'bagus']",mudah fitur fitur bagus,6,positive
"ini baru pakai smngga,, saya bisa menikmati,, dgn senang pakai gopay ini",baru pakai smngga saya bisa menikmati senang pakai gopay,baru pakai smngga saya bisa menikmati senang pakai gopay,"['baru', 'pakai', 'smngga', 'saya', 'bisa', 'menikmati', 'senang', 'pakai', 'gopay']","['pakai', 'smngga', 'menikmati', 'senang', 'pakai', 'gopay']",pakai smngga nikmat senang pakai gopay,8,positive
sangat cocok untuk kammiii,sangat cocok untuk kammiii,sangat cocok untuk kammiii,"['sangat', 'cocok', 'untuk', 'kammiii']","['cocok', 'kammiii']",cocok kammiii,4,positive
4 bintang dulu baru mau coba,bintang dulu baru coba,bintang dulu baru coba,"['bintang', 'dulu', 'baru', 'coba']","['bintang', 'coba']",bintang coba,2,positive
TPI katanya buat pengguna pertama cashback masak aku gk ad,katanya buat pengguna pertama cashback masak,katanya buat pengguna pertama cashback masak,"['katanya', 'buat', 'pengguna', 'pertama', 'cashback', 'masak']","['pengguna', 'cashback', 'masak']",guna cashback masak,3,positive
bagus sekali aman dan dapat di percaya,bagus sekali aman dapat percaya,bagus sekali aman dapat percaya,"['bagus', 'sekali', 'aman', 'dapat', 'percaya']","['bagus', 'aman', 'percaya']",bagus aman percaya,4,positive
terimakasih sudah memperbaiki sistem nya,terimakasih sudah memperbaiki sistem,terimakasih sudah memperbaiki sistem,"['terimakasih', 'sudah', 'memperbaiki', 'sistem']","['terimakasih', 'memperbaiki', 'sistem']",terimakasih baik sistem,4,positive
the best 👍,best,best,['best'],['best'],best,0,neutral
knp gak bisa tup up pas aku mau bayar malah ada tulisan gak bisa lanjutkan transaksi ini tangung jawab min katanya aktivitas tak wajar,bisa bayar malah tulisan bisa lanjutkan transaksi tangung jawab katanya aktivitas wajar,bisa bayar malah tulisan bisa lanjutkan transaksi tangung jawab katanya aktivitas wajar,"['bisa', 'bayar', 'malah', 'tulisan', 'bisa', 'lanjutkan', 'transaksi', 'tangung', 'jawab', 'katanya', 'aktivitas', 'wajar']","['bayar', 'tulisan', 'lanjutkan', 'transaksi', 'tangung', 'aktivitas', 'wajar']",bayar tulis lanjut transaksi tangung aktivitas wajar,10,positive
bagus gopay,bagus gopay,bagus gopay,"['bagus', 'gopay']","['bagus', 'gopay']",bagus gopay,2,positive
aplikasinya mantap keren lancar jaya josss gak ada iklan,aplikasinya mantap keren lancar jaya josss iklan,aplikasinya mantap keren lancar jaya josss iklan,"['aplikasinya', 'mantap', 'keren', 'lancar', 'jaya', 'josss', 'iklan']","['aplikasinya', 'mantap', 'keren', 'lancar', 'jaya', 'josss', 'iklan']",aplikasi mantap keren lancar jaya josss iklan,9,positive
"Coba gopay pinjam nya bisa di tf ke seabank atau dana,pasti lebih praktis",coba gopay pinjam bisa seabank atau danapasti lebih praktis,coba gopay pinjam bisa seabank atau danapasti lebih praktis,"['coba', 'gopay', 'pinjam', 'bisa', 'seabank', 'atau', 'danapasti', 'lebih', 'praktis']","['coba', 'gopay', 'pinjam', 'seabank', 'danapasti', 'praktis']",coba gopay pinjam seabank danapasti praktis,6,positive
"Gopay anjink, gua udah berhasil chek in gopay coins malah gak bisa masuk gopay coinsnya, padahal udah di refresh berkali-kali tetep aja gak bisa 👊",gopay anjink udah berhasil chek gopay coins malah bisa masuk gopay coinsnya padahal udah refresh berkalikali tetep bisa,gopay anjink sudah berhasil chek gopay coins malah bisa masuk gopay coinsnya padahal sudah refresh berkalikali tetap bisa,"['gopay', 'anjink', 'sudah', 'berhasil', 'chek', 'gopay', 'coins', 'malah', 'bisa', 'masuk', 'gopay', 'coinsnya', 'padahal', 'sudah', 'refresh', 'berkalikali', 'tetap', 'bisa']","['gopay', 'anjink', 'berhasil', 'chek', 'gopay', 'coins', 'masuk', 'gopay', 'coinsnya', 'refresh', 'berkalikali']",gopay anjink hasil chek gopay coins masuk gopay coinsnya refresh berkalikali,2,positive
setelah di update sering force close!,setelah update sering force close,setelah update sering force close,"['setelah', 'update', 'sering', 'force', 'close']","['update', 'force', 'close']",update force close,-2,negative
"transfer dari gopay ke OCBC NISP tapi kesalahan saya pilih OCBC NISP USS, dan saya gak punya rekening OCBC NISP USS kenapa rekening yang saya masukan terdaftar padahal saya masukan rekening saya OCBC NISP, bukan OCBC NISP USS,",transfer dari gopay ocbc nisp tapi kesalahan saya pilih ocbc nisp saya punya rekening ocbc nisp kenapa rekening yang saya masukan terdaftar padahal saya masukan rekening saya ocbc nisp bukan ocbc nisp,transfer dari gopay ocbc nisp tapi kesalahan saya pilih ocbc nisp saya punya rekening ocbc nisp kenapa rekening yang saya masukan terdaftar padahal saya masukan rekening saya ocbc nisp bukan ocbc nisp,"['transfer', 'dari', 'gopay', 'ocbc', 'nisp', 'tapi', 'kesalahan', 'saya', 'pilih', 'ocbc', 'nisp', 'saya', 'punya', 'rekening', 'ocbc', 'nisp', 'kenapa', 'rekening', 'yang', 'saya', 'masukan', 'terdaftar', 'padahal', 'saya', 'masukan', 'rekening', 'saya', 'ocbc', 'nisp', 'bukan', 'ocbc', 'nisp']","['transfer', 'gopay', 'ocbc', 'nisp', 'kesalahan', 'pilih', 'ocbc', 'nisp', 'rekening', 'ocbc', 'nisp', 'rekening', 'masukan', 'terdaftar', 'masukan', 'rekening', 'ocbc', 'nisp', 'ocbc', 'nisp']",transfer gopay ocbc nisp salah pilih ocbc nisp rekening ocbc nisp rekening masuk daftar masuk rekening ocbc nisp ocbc nisp,-11,negative
karna jika transaksi tidak ada bayar admin,karna jika transaksi tidak bayar admin,karena jika transaksi tidak bayar admin,"['karena', 'jika', 'transaksi', 'tidak', 'bayar', 'admin']","['transaksi', 'bayar', 'admin']",transaksi bayar admin,5,positive
Sagat bagus,sagat bagus,sagat bagus,"['sagat', 'bagus']","['sagat', 'bagus']",sagat bagus,2,positive
"apk gopay gak ngembaliin cashback saya, tolong apk gopay kembalikan cashback saya.",gopay ngembaliin cashback saya tolong gopay kembalikan cashback saya,gopay ngembaliin cashback saya tolong gopay kembalikan cashback saya,"['gopay', 'ngembaliin', 'cashback', 'saya', 'tolong', 'gopay', 'kembalikan', 'cashback', 'saya']","['gopay', 'ngembaliin', 'cashback', 'tolong', 'gopay', 'kembalikan', 'cashback']",gopay ngembaliin cashback tolong gopay kembali cashback,3,positive
selalu puas dg perangkat ini,selalu puas perangkat,selalu puas perangkat,"['selalu', 'puas', 'perangkat']","['puas', 'perangkat']",puas perangkat,3,positive
"sukaa bgt, bisa tf ga pake ktp CINTAA GOPAYYY SELAMANYAAA. Pls Gopay jgn ilangin fitur ini pls",sukaa bisa pake cintaa gopayyy selamanyaaa gopay ilangin fitur,suka bisa pakai cintaa gopayyy selamanyaaa gopay ilangin fitur,"['suka', 'bisa', 'pakai', 'cintaa', 'gopayyy', 'selamanyaaa', 'gopay', 'ilangin', 'fitur']","['suka', 'pakai', 'cintaa', 'gopayyy', 'selamanyaaa', 'gopay', 'ilangin', 'fitur']",suka pakai cintaa gopayyy selamanyaaa gopay ilangin fitur,3,positive
min kok gak bisa bayar rp1 100 dm,bisa bayar,bisa bayar,"['bisa', 'bayar']",['bayar'],bayar,1,positive
saya suks,saya suks,saya suks,"['saya', 'suks']",['suks'],suks,0,neutral
temen temen gw dapat pocer baru dowlod sedangkan gw gak pernah salam sekali dapat pocer,temen temen dapat pocer baru dowlod sedangkan pernah salam sekali dapat pocer,teman teman dapat pocer baru dowlod sedangkan pernah salam sekali dapat pocer,"['teman', 'teman', 'dapat', 'pocer', 'baru', 'dowlod', 'sedangkan', 'pernah', 'salam', 'sekali', 'dapat', 'pocer']","['teman', 'teman', 'pocer', 'dowlod', 'salam', 'pocer']",teman teman pocer dowlod salam pocer,0,neutral
sangat bagus dalam metode pembayaran online👍👍👍,sangat bagus dalam metode pembayaran online,sangat bagus dalam metode pembayaran online,"['sangat', 'bagus', 'dalam', 'metode', 'pembayaran', 'online']","['bagus', 'metode', 'pembayaran', 'online']",bagus metode bayar online,-2,negative
gak jelas saat saya ingin top up selalu di deteksi transaksi mencurigakan,jelas saat saya ingin selalu deteksi transaksi mencurigakan,jelas saat saya ingin selalu deteksi transaksi mencurigakan,"['jelas', 'saat', 'saya', 'ingin', 'selalu', 'deteksi', 'transaksi', 'mencurigakan']","['deteksi', 'transaksi', 'mencurigakan']",deteksi transaksi curiga,5,positive
bagus Dan bs ditingkatkan lagi pelayanannya,bagus ditingkatkan lagi pelayanannya,bagus ditingkatkan lagi pelayanannya,"['bagus', 'ditingkatkan', 'lagi', 'pelayanannya']","['bagus', 'ditingkatkan', 'pelayanannya']",bagus tingkat layan,5,positive
Saya sudah top up saldo sebesar 200rb tapi kenapa belum masuk-masuk ya tolong segera diperbaiki,saya sudah saldo sebesar rb tapi kenapa belum masukmasuk tolong segera diperbaiki,saya sudah saldo sebesar ribu tapi kenapa belum masukmasuk tolong segera diperbaiki,"['saya', 'sudah', 'saldo', 'sebesar', 'ribu', 'tapi', 'kenapa', 'belum', 'masukmasuk', 'tolong', 'segera', 'diperbaiki']","['saldo', 'ribu', 'masukmasuk', 'tolong', 'diperbaiki']",saldo ribu masukmasuk tolong baik,8,positive
seperTi y KuRang TerSuSun RaPi....,seperti kurang tersusun rapi,seperti kurang tersusun rapi,"['seperti', 'kurang', 'tersusun', 'rapi']","['tersusun', 'rapi']",susun rapi,3,positive
bikin nyaman,bikin nyaman,bikin nyaman,"['bikin', 'nyaman']","['bikin', 'nyaman']",bikin nyaman,4,positive
sangat bagus dan sangat puas dengan ada nya aplikasi GoPay sangat mantul banget dan bisa ajukan pinjeman samapi limit nya juga gede bangetl,sangat bagus sangat puas dengan aplikasi gopay sangat mantul banget bisa ajukan pinjeman samapi limit juga gede bangetl,sangat bagus sangat puas dengan aplikasi gopay sangat mantul banget bisa ajukan pinjeman samapi limit juga gede bangetl,"['sangat', 'bagus', 'sangat', 'puas', 'dengan', 'aplikasi', 'gopay', 'sangat', 'mantul', 'banget', 'bisa', 'ajukan', 'pinjeman', 'samapi', 'limit', 'juga', 'gede', 'bangetl']","['bagus', 'puas', 'aplikasi', 'gopay', 'mantul', 'banget', 'ajukan', 'pinjeman', 'samapi', 'limit', 'gede', 'bangetl']",bagus puas aplikasi gopay mantul banget aju pinjeman samapi limit gede bangetl,1,positive
gopay pokoknya terbaikkk,gopay pokoknya terbaikkk,gopay pokoknya terbaik,"['gopay', 'pokoknya', 'terbaik']","['gopay', 'pokoknya', 'terbaik']",gopay pokok baik,6,positive
semoga cepat ada pinjaman nya,semoga cepat pinjaman,semoga cepat pinjaman,"['semoga', 'cepat', 'pinjaman']","['semoga', 'cepat', 'pinjaman']",moga cepat pinjam,4,positive
makasih sangat membantu banget aplikasi nya,makasih sangat membantu banget aplikasi,terima kasih sangat membantu banget aplikasi,"['terima', 'kasih', 'sangat', 'membantu', 'banget', 'aplikasi']","['terima', 'kasih', 'membantu', 'banget', 'aplikasi']",terima kasih bantu banget aplikasi,4,positive
KELAS KING,kelas king,kelas king,"['kelas', 'king']","['kelas', 'king']",kelas king,-3,negative
